# Created by WEAP: 2/27/2020 12:37:15 PM

# Climate time series data extracted from: Monthly, 1948-2010, 0.25 degree (Princeton)
# Raster grid: 720 rows x 1,440 columns, (90 N, 180 W) - (90 S, 180 E), 0.25 degree resolution (approximately 28 km)
# Timespan: Monthly, January 1948 - December 2010 (756 data points)
# Variables extracted:
#      T_mean: Mean monthly air temperature = (tmin + tmax)/2[C]
#      Precip: Precipitation[mm/month]
#      Wind: Wind speed[m/sec]

# WEAP Catchment: Upr Snake (154,941 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (144,254 ha),  2000 - 3000 m (10,687 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, T_mean[C]:Elevation 1000 to 2000 m, T_mean[C]:Elevation 2000 to 3000 m, Precip[mm/month]:Elevation 1000 to 2000 m, Precip[mm/month]:Elevation 2000 to 3000 m, Wind[m/sec]:Elevation 1000 to 2000 m, Wind[m/sec]:Elevation 2000 to 3000 m
1978, 1, 1.782, 0.272, 38.41, 32.6, 3.281, 3.312
1978, 2, 2.237, 0.2527, 36.33, 31.09, 3.067, 3.099
1978, 3, 6.646, 4.9, 23.85, 28.42, 2.617, 2.655
1978, 4, 7.928, 5.678, 50.92, 47.46, 3.445, 3.484
1978, 5, 10.87, 8.551, 25.11, 27.44, 3.448, 3.553
1978, 6, 17.45, 14.35, 12.73, 17.13, 2.915, 3.007
1978, 7, 21.85, 18.9, 15.06, 22.45, 2.551, 2.564
1978, 8, 19.48, 16.83, 9.992, 10.29, 2.72, 2.78
1978, 9, 15.53, 12.84, 52.12, 69.12, 3.03, 3.013
1978, 10, 12.52, 9.898, 0.01195, 0, 2.424, 2.447
1978, 11, 3.356, 0.5525, 11.01, 10.67, 2.832, 2.843
1978, 12, -2.376, -3.877, 11.58, 10.71, 3.589, 3.626
1979, 1, -6.992, -9.073, 44.53, 56.44, 2.874, 2.941
1979, 2, 0.938, -1.273, 22.79, 20.12, 3.523, 3.542
1979, 3, 5.322, 2.627, 24.83, 27.72, 2.552, 2.559
1979, 4, 8.643, 5.819, 14.28, 12.41, 2.769, 2.816
1979, 5, 14.38, 11.56, 24.51, 28.92, 2.74, 2.792
1979, 6, 18.96, 15.94, 11.31, 11.01, 2.768, 2.821
1979, 7, 22.6, 19.7, 3.07, 4.955, 2.607, 2.605
1979, 8, 21.38, 18.34, 20.73, 25.41, 2.333, 2.358
1979, 9, 19.14, 16.1, 0.2822, 0, 2.344, 2.34
1979, 10, 13.27, 10.86, 39.93, 42.65, 2.384, 2.387
1979, 11, 2.362, -0.2454, 16.88, 18.16, 2.741, 2.799
1979, 12, 2.219, 0.3421, 11.56, 9.281, 3.249, 3.221
1980, 1, -1.809, -3.398, 62.97, 68.04, 3.432, 3.465
1980, 2, 4.551, 2.487, 28.95, 28.47, 3.295, 3.335
1980, 3, 4.275, 1.759, 15, 15.52, 3.437, 3.484
1980, 4, 11.28, 8.691, 8.437, 7.295, 3.424, 3.465
1980, 5, 12.92, 10.29, 83.71, 92.61, 2.396, 2.412
1980, 6, 16.77, 14.05, 29.39, 32.41, 2.469, 2.532
1980, 7, 21.72, 18.66, 9.445, 12.26, 2.409, 2.416
1980, 8, 19.39, 16.26, 4.728, 3.33, 2.394, 2.387
1980, 9, 16.44, 13.39, 42.23, 51.85, 2.578, 2.588
1980, 10, 11.76, 9.259, 7.782, 8.765, 2.297, 2.299
1980, 11, 4.729, 2.238, 20.66, 17.6, 2.381, 2.388
1980, 12, 2.014, 0.02295, 28.07, 26.42, 2.698, 2.67
1981, 1, 2.384, 0.4122, 16.49, 16.01, 2.862, 2.842
1981, 2, 2.949, 0.9805, 9.178, 10.94, 3.094, 3.097
1981, 3, 6.336, 3.336, 27.5, 26.71, 2.837, 2.899
1981, 4, 9.978, 7.166, 43.22, 50.09, 2.948, 2.974
1981, 5, 12.34, 9.489, 48.06, 49.27, 2.857, 2.904
1981, 6, 16.74, 13.8, 15.72, 13.37, 2.989, 3.034
1981, 7, 21.53, 18.5, 1.696, 2.199, 2.548, 2.553
1981, 8, 23.33, 20.41, 5.298, 5.255, 2.352, 2.37
1981, 9, 17.64, 14.91, 5.373, 6.691, 2.396, 2.392
1981, 10, 9.602, 7.185, 32.75, 34.7, 2.448, 2.478
1981, 11, 6.191, 3.674, 57.4, 49.53, 2.934, 2.956
1981, 12, 1.745, -0.04716, 60.15, 61.46, 3.797, 3.814
1982, 1, -3.115, -4.924, 21.96, 16.67, 4.034, 4.057
1982, 2, -1.99, -4.216, 27.3, 25.74, 3.151, 3.138
1982, 3, 4.17, 1.759, 39.41, 40.27, 3.374, 3.406
1982, 4, 5.795, 3.763, 18.64, 18.81, 3.343, 3.389
1982, 5, 11.47, 8.94, 17.26, 20.13, 2.879, 2.928
1982, 6, 17.08, 14.84, 26.7, 29.03, 2.353, 2.445
1982, 7, 19.83, 17.4, 31.35, 46.58, 2.314, 2.303
1982, 8, 20.65, 17.79, 10.56, 12.17, 2.275, 2.28
1982, 9, 15.35, 12.84, 42.12, 51.45, 2.944, 2.955
1982, 10, 9.123, 6.706, 42.19, 52.33, 2.802, 2.82
1982, 11, 2.138, 0.3421, 26.71, 26.08, 2.783, 2.778
1982, 12, -1.413, -3.418, 48.63, 39.58, 3.561, 3.584
1983, 1, 1.432, 0.0423, 18.36, 17.36, 3.187, 3.173
1983, 2, 3.168, 1.37, 35.28, 31.25, 3.476, 3.488
1983, 3, 5.67, 3.444, 46.54, 49.51, 3.104, 3.159
1983, 4, 6.782, 4.472, 31.2, 38.34, 2.816, 2.875
1983, 5, 12.44, 9.808, 35.03, 38.14, 2.978, 3.047
1983, 6, 16.32, 13.89, 31.78, 38.33, 2.85, 2.885
1983, 7, 18.9, 16.53, 26.35, 38.38, 3.249, 3.288
1983, 8, 21.62, 19.15, 50.72, 67.8, 2.301, 2.291
1983, 9, 15.74, 13.5, 30.3, 39.44, 2.775, 2.784
1983, 10, 11.59, 9.259, 30.48, 33.36, 2.429, 2.416
1983, 11, 4.806, 2.895, 62.4, 63.57, 3.308, 3.36
1983, 12, -3.531, -4.905, 69.61, 77.41, 3.341, 3.403
1984, 1, -4.197, -6.38, 4.467, 5.589, 2.397, 2.375
1984, 2, -1.231, -4.005, 24.33, 25.28, 3.053, 3.082
1984, 3, 4.071, 1.51, 22.44, 25.49, 2.771, 2.803
1984, 4, 6.873, 4.133, 18.5, 18.51, 3.583, 3.638
1984, 5, 12.31, 10.08, 32.23, 39.81, 3.002, 3.028
1984, 6, 15.21, 12.36, 45.15, 52.59, 2.791, 2.838
1984, 7, 21.76, 19.4, 24.39, 32.52, 2.39, 2.424
1984, 8, 21.54, 19.4, 27.31, 36.16, 2.559, 2.558
1984, 9, 14.4, 12.56, 7.788, 6.267, 2.782, 2.814
1984, 10, 8.125, 5.908, 32.71, 35.45, 2.481, 2.488
1984, 11, 3.23, 1.21, 48.94, 50.67, 3.598, 3.613
1984, 12, -4.394, -6.201, 17.44, 14.79, 3.229, 3.202
1985, 1, -4.849, -7.337, 5.052, 6.078, 2.025, 2.057
1985, 2, -3.012, -4.924, 23.93, 20.91, 3.062, 3.08
1985, 3, 1.047, -2.09, 23.85, 24.56, 3.15, 3.225
1985, 4, 10.89, 8.462, 10.62, 10.78, 2.643, 2.704
1985, 5, 14.37, 12.06, 30.39, 28.72, 2.738, 2.786
1985, 6, 18.53, 15.87, 9.741, 8.658, 2.729, 2.774
1985, 7, 23.78, 21.32, 13.17, 18.76, 1.981, 1.947
1985, 8, 18.95, 16.69, 1.267, 1.462, 2.705, 2.725
1985, 9, 12.46, 10.15, 38.2, 42.92, 2.88, 2.891
1985, 10, 9.012, 6.706, 28.42, 27.35, 2.949, 2.937
1985, 11, -0.771, -3.099, 42.91, 40.87, 2.979, 2.991
1985, 12, -6.083, -9.112, 17.84, 19.51, 2.394, 2.43
1986, 1, 0.4832, -1.413, 23.5, 20.94, 3.364, 3.351
1986, 2, 4.112, 2.098, 76.13, 78.14, 3.906, 3.969
1986, 3, 8.47, 6.157, 26.73, 26.15, 2.936, 2.962
1986, 4, 8.723, 6.068, 15.67, 16.9, 3.3, 3.347
1986, 5, 13.06, 10.54, 32.41, 37.23, 3.213, 3.303
1986, 6, 19.85, 17.4, 35.29, 51.58, 2.617, 2.674
1986, 7, 19.25, 17.01, 6.926, 7.733, 2.533, 2.566
1986, 8, 22.17, 20.04, 11.74, 9.107, 2.09, 2.103
1986, 9, 13, 10.79, 36.65, 38.3, 2.71, 2.743
1986, 10, 10.81, 8.621, 7.22, 9.861, 2.531, 2.561
1986, 11, 5.073, 2.467, 7.176, 7.915, 3.05, 3.075
1986, 12, -0.3159, -2.709, 1.431, 1.395, 2.108, 2.109
1987, 1, -2.891, -5.014, 22.69, 25.02, 3.069, 3.13
1987, 2, 3.312, 1.37, 22.21, 23, 2.757, 2.779
1987, 3, 5.72, 3.106, 29.7, 33.92, 3.207, 3.247
1987, 4, 11.68, 9.17, 2.48, 3.903, 3.139, 3.156
1987, 5, 15.32, 13.09, 45.56, 45.38, 2.165, 2.187
1987, 6, 18.75, 16.44, 15, 13.79, 2.385, 2.444
1987, 7, 19.34, 17.1, 19.28, 23.83, 2.922, 2.937
1987, 8, 19.86, 17.56, 9.039, 7.562, 2.284, 2.267
1987, 9, 17.2, 14.84, 0, 0, 1.995, 1.996
1987, 10, 12.54, 10.22, 2.271, 2.274, 1.93, 1.925
1987, 11, 5.574, 3.106, 23.24, 23.07, 2.435, 2.459
1987, 12, -0.3563, -2.052, 23.41, 20.98, 3.58, 3.619
1988, 1, -1.874, -3.737, 23.35, 23.87, 3.261, 3.313
1988, 2, 2.908, 1.14, 3.949, 2.65, 2.86, 2.849
1988, 3, 5.223, 2.717, 24.7, 25.15, 3.199, 3.254
1988, 4, 10.25, 7.734, 34.68, 32.4, 2.784, 2.814
1988, 5, 13, 10.54, 40.73, 55.28, 3.312, 3.391
1988, 6, 20.26, 18.13, 16.62, 19.68, 2.974, 3.016
1988, 7, 22.16, 19.72, 0.2435, 0.4695, 2.376, 2.394
1988, 8, 20.34, 18.13, 2.51, 1.829, 2.419, 2.416
1988, 9, 15.56, 13.34, 1.025, 0, 2.614, 2.63
1988, 10, 15.07, 12.86, 0.3933, 0, 2.074, 2.074
1988, 11, 3.438, 1.529, 81.63, 77.31, 3.435, 3.465
1988, 12, -2.903, -4.924, 16.01, 13.39, 3.118, 3.171
1989, 1, -4.201, -5.722, 16.52, 13.07, 3.099, 3.079
1989, 2, -2.951, -5.333, 8.99, 7.144, 2.974, 3.016
1989, 3, 5.191, 3.055, 54.64, 63.22, 3.289, 3.292
1989, 4, 10.47, 8.142, 11.49, 12.09, 2.641, 2.635
1989, 5, 12.82, 10.54, 21.54, 20.31, 2.91, 2.963
1989, 6, 17.64, 15.07, 5.422, 6.684, 2.406, 2.474
1989, 7, 22.88, 20.93, 3.672, 5.597, 2.477, 2.468
1989, 8, 18.67, 16.12, 26.46, 37.53, 2.275, 2.262
1989, 9, 16.11, 13.98, 2.888, 0, 2.803, 2.838
1989, 10, 9.976, 7.753, 43.78, 51.56, 2.637, 2.617
1989, 11, 4.876, 2.557, 19.73, 22.48, 2.645, 2.617
1989, 12, 0.4687, -1.662, 0.8763, 1.213, 2.42, 2.436
1990, 1, -0.1198, -2.141, 29.97, 28.11, 3.561, 3.584
1990, 2, -0.3097, -1.892, 14.93, 11.82, 3.189, 3.229
1990, 3, 6.389, 3.993, 19.81, 22.65, 2.951, 2.985
1990, 4, 11.86, 9.419, 41.29, 38.3, 2.629, 2.661
1990, 5, 11.4, 9.1, 51.31, 58.49, 2.709, 2.762
1990, 6, 16.61, 14.14, 20.27, 21.28, 2.923, 2.993
1990, 7, 21.76, 19.81, 4.949, 4.797, 2.356, 2.351
1990, 8, 20.62, 18.2, 15.16, 15.43, 2.307, 2.341
1990, 9, 19.23, 17.33, 6.695, 5.509, 2.41, 2.422
1990, 10, 10.39, 8.391, 8.571, 9.655, 3.065, 3.036
1990, 11, 5.012, 3.215, 21.53, 19.95, 3.078, 3.08
1990, 12, -6.273, -7.867, 14.19, 14.74, 2.964, 2.987
1991, 1, -2.399, -4.286, 9.364, 10.86, 2.887, 2.909
1991, 2, 5.86, 3.763, 2.927, 2.949, 2.672, 2.678
1991, 3, 4.499, 2.487, 50.29, 44.92, 3.709, 3.743
1991, 4, 6.717, 4.063, 20.62, 22.81, 3.149, 3.188
1991, 5, 11.02, 8.621, 56.27, 58.38, 2.96, 2.992
1991, 6, 15.03, 12.45, 21.69, 17.1, 2.67, 2.689
1991, 7, 21.54, 19.49, 5.5, 3.441, 2.181, 2.186
1991, 8, 21.94, 20.13, 7.635, 5.193, 2.388, 2.399
1991, 9, 16.52, 14.7, 41.38, 42.72, 1.981, 1.998
1991, 10, 10.18, 8.162, 22.09, 17.53, 2.482, 2.5
1991, 11, 2.899, 0.9805, 32.19, 30.06, 2.975, 2.992
1991, 12, -0.3649, -1.643, 9.597, 9.099, 2.955, 2.918
1992, 1, 0.2405, -1.164, 4.745, 4.179, 2.679, 2.696
1992, 2, 5.305, 3.872, 20.08, 18.15, 2.802, 2.833
1992, 3, 8.86, 6.547, 4.033, 3.218, 2.321, 2.353
1992, 4, 10.49, 8.232, 19.76, 25.21, 2.803, 2.82
1992, 5, 16.62, 14.7, 0.2856, 0, 2.459, 2.533
1992, 6, 18.39, 15.96, 41.32, 48.09, 2.928, 2.962
1992, 7, 19.02, 16.85, 3.388, 3.887, 2.632, 2.622
1992, 8, 20.59, 18.45, 0.4206, 0.6958, 2.335, 2.34
1992, 9, 15.18, 13.02, 5.593, 7.694, 2.673, 2.689
1992, 10, 13.1, 11.01, 24, 20.88, 2.404, 2.399
1992, 11, 1.652, -0.8838, 22.95, 24.72, 2.598, 2.607
1992, 12, -2.535, -4.624, 43.86, 47.95, 3.801, 3.826
1993, 1, -3.723, -5.812, 38.7, 31.39, 3.387, 3.412
1993, 2, -1.585, -4.484, 28.75, 27.66, 3.034, 3.075
1993, 3, 4.866, 2.148, 62.82, 76.43, 2.615, 2.655
1993, 4, 7.462, 4.861, 35.06, 36.51, 2.762, 2.816
1993, 5, 15.37, 12.93, 24.99, 28.69, 3.172, 3.198
1993, 6, 14.61, 11.97, 65.85, 71.52, 3.116, 3.208
1993, 7, 16.41, 14.39, 3, 0, 2.841, 2.86
1993, 8, 18.05, 15.48, 16.29, 13.37, 2.746, 2.772
1993, 9, 15.32, 13.18, 2.541, 3.215, 2.628, 2.617
1993, 10, 10.99, 8.781, 12.74, 16.12, 2.148, 2.157
1993, 11, 1.606, -0.8838, 5.886, 4.127, 2.753, 2.779
1993, 12, -0.2131, -1.643, 13.69, 11.09, 3.09, 3.092
1994, 1, 1.321, -0.2067, 20.36, 23.8, 3.145, 3.176
1994, 2, 0.5445, -1.164, 28.19, 28.23, 3.402, 3.455
1994, 3, 7.197, 4.791, 2.134, 2.537, 2.654, 2.678
1994, 4, 10.17, 7.415, 28, 34.43, 2.897, 2.908
1994, 5, 15.21, 12.77, 41.66, 45.79, 2.378, 2.412
1994, 6, 18.07, 15.73, 7.167, 5.196, 2.772, 2.814
1994, 7, 22.02, 19.88, 7.266, 9.677, 2.375, 2.394
1994, 8, 21.8, 19.97, 6.64, 7.993, 2.449, 2.433
1994, 9, 17.67, 15.32, 17.14, 26.47, 2.415, 2.447
1994, 10, 10.04, 7.913, 23.03, 26.74, 2.883, 2.877
1994, 11, 0.2129, -1.732, 35.97, 32.06, 3.538, 3.572
1994, 12, -1.025, -2.85, 26.84, 25.87, 2.67, 2.678
1995, 1, 0.3583, -1.075, 28.3, 25.91, 3.45, 3.496
1995, 2, 4.962, 3.145, 6.083, 5.361, 2.557, 2.584
1995, 3, 4.557, 2.327, 21.14, 22.33, 3.514, 3.573
1995, 4, 8.325, 5.41, 29.09, 33.82, 3.372, 3.45
1995, 5, 11.43, 8.691, 50.71, 57.68, 2.633, 2.629
1995, 6, 15.48, 12.43, 43.92, 51.6, 2.888, 2.928
1995, 7, 20.46, 18.04, 12.13, 16.25, 2.781, 2.808
1995, 8, 20.17, 17.97, 0, 0, 2.738, 2.779
1995, 9, 17.09, 14.93, 15.74, 18.46, 2.423, 2.441
1995, 10, 9.578, 7.434, 5.862, 6.443, 3.061, 3.093
1995, 11, 6.933, 4.81, 30.37, 26.59, 3.306, 3.292
1995, 12, 0.424, -0.8257, 22.58, 19, 3.022, 3.039
1996, 1, -0.2615, -1.464, 28.09, 25.77, 3.801, 3.832
1996, 2, 0.4534, -2.071, 14.96, 13.94, 3.124, 3.139
1996, 3, 5.639, 3.106, 19.96, 19.77, 3.222, 3.271
1996, 4, 9.337, 6.617, 22.82, 25.76, 3.043, 3.088
1996, 5, 11.99, 9.579, 27.84, 29.53, 2.844, 2.905
1996, 6, 18.41, 15.96, 1.699, 0, 2.789, 2.851
1996, 7, 22.49, 19.95, 5.317, 6.908, 2.325, 2.321
1996, 8, 20.54, 18.29, 0.7319, 0, 2.518, 2.529
1996, 9, 14.39, 12.22, 5.5, 5.717, 2.714, 2.725
1996, 10, 10.18, 7.983, 7.223, 7.728, 2.664, 2.709
1996, 11, 5.776, 3.355, 36.2, 32.92, 2.769, 2.804
1996, 12, 2.377, 0.4122, 59.45, 55.32, 4.47, 4.489
1997, 1, 0.09881, -1.732, 25.03, 20.92, 3.501, 3.518
1997, 2, 2.022, 0.02295, 2.76, 2.268, 2.726, 2.78
1997, 3, 5.905, 3.514, 6.351, 6.75, 2.868, 2.917
1997, 4, 7.328, 4.791, 13.7, 14.09, 2.937, 3.012
1997, 5, 15.46, 12.84, 35.65, 41.64, 2.285, 2.331
1997, 6, 17.19, 14.6, 36.84, 41.31, 2.721, 2.724
1997, 7, 19.87, 17.24, 12.22, 17.11, 2.398, 2.417
1997, 8, 21.58, 19.15, 13.78, 17.77, 2.618, 2.617
1997, 9, 17.93, 15.48, 8.198, 9.172, 2.713, 2.732
1997, 10, 10.07, 7.823, 21.72, 22.92, 3.208, 3.21
1997, 11, 5.352, 3.125, 6.928, 5.784, 2.565, 2.546
1997, 12, -0.7872, -2.69, 12.4, 12.1, 2.922, 2.988
1998, 1, 3.72, 1.848, 27.98, 23.37, 3.643, 3.66
1998, 2, 3.319, 1.21, 33.24, 33.62, 3.271, 3.332
1998, 3, 4.827, 2.397, 28.42, 32.8, 2.895, 2.953
1998, 4, 8.416, 5.819, 12.15, 13.12, 3.049, 3.118
1998, 5, 12.19, 9.489, 71.91, 82.23, 3.038, 3.095
1998, 6, 15.14, 12.52, 45.64, 52.66, 2.582, 2.626
1998, 7, 23.31, 20.75, 18.82, 25.84, 2.359, 2.345
1998, 8, 22.39, 19.95, 2.726, 3.547, 2.325, 2.341
1998, 9, 18.88, 16.35, 45.68, 55.95, 2.475, 2.533
1998, 10, 10.44, 8.053, 28.58, 37.08, 2.762, 2.766
1998, 11, 6.284, 3.993, 25.24, 20.96, 3.018, 3.002
1998, 12, -0.9259, -2.85, 13.97, 11.38, 3.037, 3.058
1999, 1, 2.001, 0.09307, 32.91, 31.49, 3.322, 3.322
1999, 2, 2.193, 0.09307, 21.58, 18.79, 3.971, 3.98
1999, 3, 5.363, 3.036, 6.631, 6.875, 3.306, 3.36
1999, 4, 7.299, 4.702, 17.69, 19.87, 3.211, 3.272
1999, 5, 11.7, 9.17, 24.31, 26.65, 2.917, 2.976
1999, 6, 16.74, 14.12, 22.55, 25.6, 2.651, 2.679
1999, 7, 20.75, 18.29, 6.799, 10.59, 2.487, 2.488
1999, 8, 21.39, 18.83, 12.67, 15.92, 2.454, 2.471
1999, 9, 15.85, 13.41, 7.782, 9.678, 2.691, 2.708
1999, 10, 11.73, 9.419, 4.125, 4.131, 2.793, 2.821
1999, 11, 8.062, 5.659, 9.187, 7.678, 3.08, 3.08
1999, 12, 0.3483, -1.662, 7.947, 6.481, 3.072, 3.087
2000, 1, 1.552, -0.1366, 57.9, 58.68, 3.109, 3.141
2000, 2, 4.926, 2.895, 30.96, 28.78, 3.303, 3.342
2000, 3, 5.292, 2.787, 17.62, 18.27, 2.928, 3.025
2000, 4, 11.2, 8.781, 12.68, 13.28, 3.01, 3.101
2000, 5, 13.94, 11.49, 19.39, 22.53, 2.846, 2.892
2000, 6, 18.23, 15.8, 8.095, 8.416, 3.093, 3.097
2000, 7, 22.07, 19.63, 2.651, 3.397, 2.245, 2.22
2000, 8, 22.49, 19.95, 3.583, 4.581, 2.285, 2.267
2000, 9, 15.98, 13.57, 0.9513, 0, 2.784, 2.778
2000, 10, 10.61, 8.391, 41.5, 42.66, 2.849, 2.867
2000, 11, -0.7114, -2.85, 15, 13.65, 2.417, 2.454
2000, 12, -0.5603, -2.46, 10.65, 9.123, 2.775, 2.778
2001, 1, -3.377, -4.994, 19.7, 18.34, 2.801, 2.851
2001, 2, -0.7726, -2.69, 15.18, 15.14, 2.695, 2.77
2001, 3, 5.826, 3.514, 21.05, 23.04, 2.776, 2.821
2001, 4, 8.015, 5.589, 26.3, 29.26, 2.667, 2.758
2001, 5, 15.16, 12.61, 9.609, 10.33, 3.143, 3.213
2001, 6, 17.61, 15.25, 20.5, 23.26, 3.025, 3.013
2001, 7, 21.67, 19.24, 11.72, 16.6, 2.179, 2.167
2001, 8, 23.18, 20.75, 3.668, 5.14, 2.296, 2.272
2001, 9, 18.39, 15.96, 9.464, 9.913, 2.631, 2.642
2001, 10, 11.77, 9.579, 2.342, 0, 3.247, 3.258
2001, 11, 6.309, 3.993, 40.27, 40.74, 3.012, 3.021
2001, 12, -1.624, -3.647, 27.1, 25.97, 3.185, 3.205
2002, 1, -0.8695, -2.779, 20.6, 20.21, 3.109, 3.109
2002, 2, -1.443, -3.488, 6.257, 5.472, 3.107, 3.109
2002, 3, 2.946, 0.6419, 23.9, 26.4, 3.32, 3.322
2002, 4, 9.141, 6.706, 18.69, 21.57, 2.749, 2.811
2002, 5, 13.13, 10.79, 6.487, 6.02, 3.004, 3.021
2002, 6, 18.64, 16.12, 14.02, 12.56, 2.629, 2.667
2002, 7, 23.92, 21.39, 4.681, 5.756, 2.392, 2.38
2002, 8, 19.52, 17.17, 2.965, 2.894, 2.535, 2.522
2002, 9, 16.8, 14.37, 12.22, 13.88, 2.491, 2.5
2002, 10, 8.545, 6.406, 8.013, 9.466, 2.191, 2.186
2002, 11, 3.779, 1.689, 19.18, 17.35, 2.425, 2.454
2002, 12, 2.978, 0.8015, 30.18, 28.47, 3.282, 3.312
2003, 1, 4.037, 2.347, 27.09, 24.72, 2.464, 2.465
2003, 2, 1.576, -0.6347, 19.02, 18.12, 3.017, 3.045
2003, 3, 6.54, 4.153, 26.01, 27.66, 3.551, 3.577
2003, 4, 8.278, 5.749, 27.05, 28.63, 3.01, 3.101
2003, 5, 13.61, 11.08, 40.02, 48.34, 2.589, 2.6
2003, 6, 18.48, 15.96, 14.7, 16.83, 2.712, 2.737
2003, 7, 24.32, 21.87, 8.098, 12.03, 2.219, 2.215
2003, 8, 22.97, 20.43, 15.09, 20.35, 2.109, 2.109
2003, 9, 17.26, 14.84, 8.365, 10, 2.588, 2.595
2003, 10, 13.64, 11.42, 1.927, 1.656, 2.88, 2.866
2003, 11, 2.552, 0.4122, 26.99, 27.08, 2.911, 2.933
2003, 12, 3.187, 1.121, 46.66, 46.09, 3.537, 3.597
2004, 1, -2.66, -4.535, 28.2, 25.79, 3.116, 3.102
2004, 2, -0.09915, -2.39, 31.68, 31.44, 3.151, 3.207
2004, 3, 7.378, 5.04, 10.78, 11.56, 2.567, 2.583
2004, 4, 10.52, 7.983, 16.43, 17.4, 3.012, 3.058
2004, 5, 13.37, 10.86, 52.69, 61.45, 2.776, 2.828
2004, 6, 18.49, 15.87, 22.94, 28.01, 2.656, 2.703
2004, 7, 22.47, 19.95, 2.194, 0, 2.311, 2.316
2004, 8, 20.89, 18.36, 15.98, 19.58, 2.351, 2.376
2004, 9, 15.69, 13.34, 1.285, 0, 2.587, 2.638
2004, 10, 11.52, 9.1, 37.73, 44.9, 2.953, 3.005
2004, 11, 3.249, 1.051, 15.84, 18.26, 2.529, 2.561
2004, 12, 2.105, 0.09307, 21.96, 20.13, 3.215, 3.259
2005, 1, -0.3678, -2.052, 15.26, 15.12, 2.91, 2.933
2005, 2, 1.404, -0.6154, 11.78, 12.13, 2.16, 2.212
2005, 3, 5.93, 3.425, 27.6, 29.92, 3.132, 3.201
2005, 4, 8.906, 6.387, 25.5, 29.44, 3.159, 3.225
2005, 5, 13.29, 10.77, 91.95, 110.4, 2.918, 2.945
2005, 6, 15.77, 13.25, 41.83, 46.57, 2.774, 2.834
2005, 7, 23.03, 20.68, 0.02313, 0, 2.4, 2.404
2005, 8, 21.6, 19.15, 4.599, 6.871, 2.097, 2.084
2005, 9, 15.85, 13.5, 7.302, 8.249, 2.437, 2.478
2005, 10, 11.32, 9.1, 13.55, 14.44, 2.478, 2.488
2005, 11, 3.66, 1.619, 33.64, 30.49, 3.118, 3.171
2005, 12, -1.217, -2.92, 56.3, 52.04, 3.212, 3.229
2006, 1, 2.542, 0.5718, 33.28, 31.65, 3.788, 3.821
2006, 2, 0.2957, -1.822, 14.05, 13.58, 2.994, 2.972
2006, 3, 3.955, 1.44, 38.82, 42.97, 3.478, 3.531
2006, 4, 9.547, 7.025, 38.38, 41.1, 3.182, 3.242
2006, 5, 14.03, 11.49, 29.48, 34, 2.817, 2.857
2006, 6, 19.31, 16.85, 3.965, 0, 2.535, 2.598
2006, 7, 24.42, 21.87, 7.243, 10.94, 2.167, 2.162
2006, 8, 20.82, 18.36, 0.8497, 0, 2.481, 2.5
2006, 9, 16.18, 13.73, 18.41, 21.42, 2.514, 2.524
2006, 10, 9.902, 7.593, 19.08, 21.73, 2.818, 2.85
2006, 11, 4.432, 2.238, 30.92, 29.28, 3.197, 3.192
2006, 12, -0.6319, -2.53, 29.89, 27.64, 3.014, 3.071
2007, 1, -3.475, -5.741, 8.134, 8.354, 2.72, 2.743
2007, 2, 3.694, 1.44, 21.02, 15.43, 3.417, 3.479
2007, 3, 6.784, 4.153, 14.98, 21.02, 2.857, 2.904
2007, 4, 8.781, 6.227, 26.61, 30.33, 2.752, 2.804
2007, 5, 14.5, 11.97, 12.42, 14.91, 3.212, 3.246
2007, 6, 18.2, 15.48, 19.11, 22.53, 2.712, 2.7
2007, 7, 24.08, 21.64, 7.896, 13.52, 2.206, 2.203
2007, 8, 21.31, 18.83, 4.901, 8.878, 2.451, 2.433
2007, 9, 15.22, 12.61, 17.03, 20.55, 2.754, 2.779
2007, 10, 9.096, 6.796, 47.47, 50.17, 3.023, 3.026
2007, 11, 4.429, 2.327, 15.79, 17.23, 2.59, 2.576
2007, 12, -0.5189, -2.211, 24.32, 23.33, 3.281, 3.312
2008, 1, -3.266, -4.924, 24.86, 22.14, 4.18, 4.205
2008, 2, 0.4371, -1.662, 14.61, 16.78, 3.28, 3.318
2008, 3, 2.477, 0.09307, 24.36, 28.58, 3.095, 3.147
2008, 4, 5.694, 3.444, 0.6252, 2.661, 3.121, 3.233
2008, 5, 12.1, 9.579, 26.62, 29.34, 3.036, 3.093
2008, 6, 16.78, 14.05, 16.48, 20.7, 2.953, 2.967
2008, 7, 21.84, 19.31, 7.264, 11.88, 2.432, 2.434
2008, 8, 20.65, 18.13, 2.828, 6.028, 2.572, 2.576
2008, 9, 15.43, 13.02, 4.726, 9.088, 2.445, 2.439
2008, 10, 10.13, 7.823, 27.16, 30.24, 2.646, 2.654
2008, 11, 6.028, 3.923, 38.79, 38.85, 2.976, 2.979
2008, 12, -0.5437, -2.53, 21.31, 23.73, 3.734, 3.773
2009, 1, -1.536, -3.328, 18.65, 21.01, 3.43, 3.447
2009, 2, 0.7842, -1.343, 1.764, 0, 3.166, 3.212
