# Created by WEAP: 4/13/2020 6:10:05 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\WEAP Areas\SWHydroSwitch\ClimateData\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: Flathead (1,402,762 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (202,235 ha),  1000 - 2000 m (1,043,257 ha),  2000 - 3000 m (157,270 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 95.95, 224.7, 347.8, -4.886, -8.899, -11.28, 3.028, 3.051, 3.173
1970, 2, 49.62, 145.9, 240.5, -0.7421, -3.838, -5.647, 2.812, 2.894, 3.057
1970, 3, 34.67, 103.4, 181.6, 1.114, -2.808, -5.448, 2.745, 2.901, 3.047
1970, 4, 19.61, 99.51, 198.8, 5.014, 0.8699, -1.824, 3.388, 3.53, 3.699
1970, 5, 53.13, 82.67, 113.7, 12.84, 9.018, 6.583, 1.962, 2.046, 2.139
1970, 6, 79.52, 111.1, 145.7, 18.22, 14.72, 12.51, 2.513, 2.633, 2.729
1970, 7, 59.45, 53.02, 61.02, 20.47, 17.06, 14.96, 2.453, 2.568, 2.631
1970, 8, 15.96, 19.85, 25.99, 20.02, 16.45, 14.32, 2.041, 2.137, 2.205
1970, 9, 38.06, 74.8, 97.9, 11.06, 7.572, 5.502, 3.193, 3.332, 3.457
1970, 10, 42.26, 62.53, 92.13, 5.607, 2.271, 0.3863, 2.733, 2.895, 3.07
1970, 11, 52.02, 150.4, 227.2, 0.4149, -3.469, -5.716, 2.943, 2.956, 3.046
1970, 12, 39.43, 147.7, 226.7, -2.959, -7.461, -9.841, 3.471, 3.579, 3.727
1971, 1, 70.3, 268.9, 456.7, -3.766, -8.341, -11.17, 4.094, 4.201, 4.342
1971, 2, 34.96, 106.6, 171.3, -0.5919, -4.436, -6.583, 3.13, 3.244, 3.4
1971, 3, 27.68, 118.5, 183.2, 1.28, -3.104, -5.731, 3.503, 3.633, 3.775
1971, 4, 17.83, 64.67, 113.4, 7.497, 3.518, 1.061, 2.556, 2.667, 2.815
1971, 5, 50.54, 90.87, 125, 12.84, 9.17, 6.643, 2.378, 2.403, 2.482
1971, 6, 101.2, 128.9, 138.2, 14.1, 10.64, 8.48, 2.122, 2.285, 2.437
1971, 7, 23.18, 43.54, 54.64, 18.81, 14.95, 12.65, 2.088, 2.207, 2.294
1971, 8, 26.93, 42.01, 52.15, 22.2, 18.33, 16.22, 2.066, 2.169, 2.192
1971, 9, 17.39, 38.34, 56.62, 11.32, 7.836, 5.816, 2.735, 2.877, 2.974
