# Created by WEAP: 9/4/2020 10:29:36 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: OR_E_West Lost (91,132 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (88,768 ha),  2000 - 3000 m (2,365 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 106.7, 267.6, 1.046, -2.392, 3.836, 3.931
1970, 2, 31.43, 98.35, 4.122, 0.8385, 2.204, 2.23
1970, 3, 43.93, 126.1, 4.036, 0.6119, 2.583, 2.637
1970, 4, 17.02, 34.86, 4.618, 1.213, 2.475, 2.502
1970, 5, 18.5, 34.8, 12.78, 9.384, 2.296, 2.326
1970, 6, 36.76, 53.23, 17.38, 13.9, 2.116, 2.128
1970, 7, 0.4996, 0.02236, 21.43, 18.24, 2.057, 2.025
1970, 8, 0.3679, 0.5963, 20.47, 17.59, 1.893, 1.877
1970, 9, 1.754, 1.922, 14.1, 10.96, 2.04, 2.045
1970, 10, 37.12, 48.48, 9.34, 6.234, 2.29, 2.288
1970, 11, 108.2, 252.9, 4.912, 1.684, 3.148, 3.212
1970, 12, 57.43, 161.8, -2.07, -5.34, 3.322, 3.362
1971, 1, 29.76, 66.44, 0.328, -2.79, 2.792, 2.842
1971, 2, 23.57, 48.49, 1.968, -1.157, 2.473, 2.473
1971, 3, 79.95, 191.1, 2.094, -1.292, 2.915, 2.923
1971, 4, 32.88, 68.22, 6.503, 3.091, 2.685, 2.734
1971, 5, 78.14, 122.7, 10.97, 7.38, 2.915, 2.931
1971, 6, 32.62, 32.46, 14.37, 10.69, 2.039, 2.078
1971, 7, 5.1, 4.769, 20.77, 17.52, 2.087, 2.088
1971, 8, 1.946, 1.707, 21.68, 18.66, 1.864, 1.865
1971, 9, 25.59, 35.37, 13.94, 10.89, 2.356, 2.352
1971, 10, 23.24, 37.64, 7.757, 4.34, 2.136, 2.162
1971, 11, 40.79, 88.16, 3.471, 0.2834, 2.696, 2.722
1971, 12, 63.23, 188.2, -3.364, -6.345, 3.417, 3.455
1972, 1, 62.2, 132.7, -2.917, -5.82, 3.056, 3.061
1972, 2, 48.88, 136.4, 2.35, -1.009, 3.034, 3.023
1972, 3, 50.29, 86.32, 7.213, 4.01, 2.269, 2.28
1972, 4, 32.92, 92.67, 6.202, 2.648, 2.906, 2.967
1972, 5, 27.99, 56.78, 13.12, 9.645, 1.897, 1.889
1972, 6, 14.1, 9.141, 17.5, 14.04, 2.248, 2.243
1972, 7, 0.4411, 0.1357, 21.25, 18.14, 1.926, 1.911
1972, 8, 5.006, 6.85, 20.22, 17.07, 1.986, 1.984
1972, 9, 14.55, 21.7, 13.76, 10.58, 1.747, 1.703
1972, 10, 38.3, 75.37, 9.506, 6.177, 2.146, 2.185
1972, 11, 34.89, 99.51, 1.978, -1.355, 2.283, 2.317
1972, 12, 38.9, 94.16, -2.907, -5.954, 3.207, 3.245
1973, 1, 38.7, 124.7, -1.582, -4.913, 3.173, 3.228
1973, 2, 47.84, 148.6, 2.167, -1.426, 2.634, 2.749
1973, 3, 29.8, 87.39, 2.891, -0.5944, 2.613, 2.692
1973, 4, 8.743, 21.29, 8.213, 5.031, 2.422, 2.471
1973, 5, 28.9, 50.74, 14.65, 11.28, 2.113, 2.101
1973, 6, 0.565, 0, 17.11, 13.87, 2.465, 2.529
1973, 7, 10.18, 7.604, 20.99, 17.79, 2.538, 2.534
1973, 8, 2.736, 2.508, 19.62, 16.69, 2.238, 2.177
1973, 9, 27.05, 39.8, 15.57, 12.35, 2.365, 2.383
1973, 10, 68.47, 131.3, 9.724, 6.408, 2.063, 2.124
1973, 11, 144.3, 442.1, 2.349, -1.473, 3.994, 4.084
1973, 12, 67.93, 228.1, 1.393, -2.305, 3.316, 3.337
1974, 1, 56.75, 166.3, -2.077, -5.671, 3.076, 3.143
1974, 2, 39.85, 111.8, 1.111, -2.546, 2.981, 3.04
1974, 3, 83.44, 245.1, 3.607, -0.2083, 3.229, 3.312
1974, 4, 19.94, 31.89, 6.244, 2.622, 2.596, 2.651
1974, 5, 3.654, 4.277, 10.81, 7.055, 2.548, 2.614
1974, 6, 3.699, 3.729, 17.9, 13.88, 2.41, 2.407
1974, 7, 21.14, 12.53, 19.37, 16.13, 2.353, 2.389
1974, 8, 7.677, 8.927, 19.92, 16.82, 2.169, 2.111
1974, 9, 0, 0, 18.44, 15.38, 1.763, 1.775
1974, 10, 15.79, 27.82, 10.73, 7.638, 2.125, 2.18
1974, 11, 19.38, 48.03, 4.549, 1.234, 2.27, 2.225
1974, 12, 61.53, 177, 0.01637, -3.145, 2.772, 2.821
1975, 1, 44.59, 119.2, -2.103, -4.676, 2.668, 2.694
1975, 2, 108.9, 333.9, 0.1554, -3.506, 3.411, 3.513
1975, 3, 59.08, 135.8, 2.25, -1.504, 3.377, 3.508
1975, 4, 31.08, 80.23, 3.359, -0.3622, 2.807, 2.853
1975, 5, 5.154, 7.197, 11.82, 8.364, 2.729, 2.81
1975, 6, 29.49, 29.47, 15.52, 12.35, 2.784, 2.814
1975, 7, 17.73, 5.378, 20.08, 16.78, 2.51, 2.536
1975, 8, 13.92, 11.96, 17.81, 14.66, 2.334, 2.276
