# Created by WEAP: 9/4/2020 10:29:32 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CO_SW_Headwater Rio Grande (388,168 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 2000 - 3000 m (117,933 ha),  3000 - 4000 m (269,437 ha),  4000 - 5000 m (798 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 4000 to 5000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 4000 to 5000 m

1970, 1, 10.25, 23.9, 42.14, -7.51, -10.78, -13.24, 2.341, 2.258, 2.24
1970, 2, 13.7, 31.01, 18.99, -2.482, -6.516, -9.03, 2.043, 2.011, 2.011
1970, 3, 73.81, 145.4, 95.57, -3.269, -7.379, -9.504, 2.567, 2.564, 2.576
1970, 4, 32.47, 70.65, 78.01, 0.3179, -3.746, -5.805, 2.949, 2.941, 2.951
1970, 5, 5.531, 6.397, 6.707, 8.417, 4.55, 2.757, 2.197, 2.223, 2.241
1970, 6, 29.28, 39.63, 52.04, 11.78, 8.085, 5.85, 2.446, 2.448, 2.455
1970, 7, 58.46, 80.32, 87.59, 15.49, 11.84, 9.538, 1.363, 1.386, 1.427
1970, 8, 71.34, 94.17, 92.87, 15.58, 11.88, 9.549, 1.431, 1.441, 1.454
1970, 9, 127.4, 199.8, 188.1, 9.56, 5.941, 3.766, 2.428, 2.432, 2.463
1970, 10, 59.56, 89.1, 89.81, 2.531, -1.003, -3.062, 2.642, 2.622, 2.604
1970, 11, 36.35, 90.84, 91.18, -0.588, -4.114, -6.64, 2.972, 2.939, 2.94
1970, 12, 49.77, 92.13, 67.95, -6.05, -9.845, -12.32, 2.525, 2.463, 2.467
1971, 1, 18.52, 34.27, 25.49, -6.286, -9.496, -11.6, 2.527, 2.416, 2.382
1971, 2, 54.75, 114.5, 124.6, -5.189, -8.709, -10.87, 2.818, 2.738, 2.695
1971, 3, 11.5, 24.1, 27.11, -1.503, -5.496, -7.539, 3.078, 3.025, 3.014
1971, 4, 25.27, 53.18, 49.03, 2.869, -0.7513, -2.635, 2.41, 2.454, 2.515
1971, 5, 46.67, 74.23, 74.89, 6.837, 3.032, 1.044, 2.459, 2.459, 2.463
1971, 6, 8.108, 9.327, 11.08, 12.43, 8.696, 6.993, 2.073, 2.112, 2.164
1971, 7, 74.26, 79.44, 62.23, 14.99, 11.69, 9.793, 1.682, 1.702, 1.748
1971, 8, 62.35, 80.96, 77.89, 14.77, 11.36, 9.4, 1.362, 1.36, 1.373
1971, 9, 60.93, 89.6, 80.89, 9.998, 6.336, 4.133, 2.593, 2.609, 2.663
1971, 10, 71.94, 135.1, 133.3, 4.832, 1.184, -0.907, 2.463, 2.457, 2.48
1971, 11, 34.34, 74.95, 96.33, -2.585, -6.285, -8.655, 2.162, 2.109, 2.091
1971, 12, 79.05, 170.3, 145.3, -8.507, -12.18, -14.55, 2.331, 2.3, 2.319
1972, 1, 12.55, 22.94, 21.39, -8.356, -11.61, -14.06, 2.841, 2.738, 2.722
1972, 2, 3.251, 7.58, 9.328, -4.341, -8.51, -10.78, 2.61, 2.527, 2.501
1972, 3, 14.89, 34.31, 44.05, 2.517, -1.366, -4.04, 2.622, 2.574, 2.556
1972, 4, 17.88, 40.21, 50.34, 4.944, 0.8987, -1.636, 3.093, 3.115, 3.161
1972, 5, 14.59, 23.28, 24.71, 8.661, 4.761, 2.507, 1.909, 1.902, 1.912
1972, 6, 23.26, 36.98, 45.37, 13.52, 9.804, 7.737, 1.955, 2.011, 2.074
1972, 7, 46.17, 46.06, 40.5, 15.36, 11.99, 10.07, 1.759, 1.834, 1.929
1972, 8, 55.01, 59.23, 54.14, 14.39, 10.88, 8.87, 1.457, 1.445, 1.44
1972, 9, 36.24, 57.33, 68.92, 11.2, 7.406, 5.14, 2.31, 2.283, 2.296
1972, 10, 155.1, 254.4, 223.4, 6.348, 2.737, 0.5886, 2.241, 2.232, 2.247
1972, 11, 56.81, 114.9, 135.7, -6.474, -9.413, -11.25, 2.458, 2.435, 2.43
