# Created by WEAP: 9/4/2020 10:29:23 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_N_Lower Pit (84,675 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (38,302 ha),  1000 - 2000 m (46,357 ha),  2000 - 3000 m (16 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 997.3, 915.1, 743.9, 4.277, 1.566, -0.5301, 4.132, 4.113, 4.152
1970, 2, 154.4, 136.2, 124.6, 7.218, 4.486, 2.273, 2.316, 2.301, 2.313
1970, 3, 106.5, 99.14, 98.13, 7.699, 4.975, 2.806, 2.803, 2.777, 2.792
1970, 4, 12.79, 15.56, 19.6, 8.099, 5.299, 3.088, 2.594, 2.576, 2.603
1970, 5, 12.03, 13.45, 15.22, 15.79, 13.11, 11.06, 2.453, 2.43, 2.448
1970, 6, 49.86, 65.23, 87.29, 19.81, 17.09, 14.84, 2.338, 2.298, 2.338
1970, 7, 0, 0, 0, 23.09, 20.28, 18.17, 2.199, 2.15, 2.163
1970, 8, 0, 0, 0, 21.9, 19.13, 17.07, 2.02, 1.982, 1.993
1970, 9, 1.608, 2.692, 7.173, 17.77, 14.84, 12.88, 2.155, 2.125, 2.129
1970, 10, 113.9, 118.7, 128.5, 12.37, 9.532, 7.414, 2.267, 2.26, 2.234
1970, 11, 597.8, 539.7, 476.9, 7.745, 5.112, 3.001, 3.333, 3.318, 3.325
1970, 12, 407.6, 385.3, 371.1, 1.461, -1.159, -3.209, 3.36, 3.369, 3.369
1971, 1, 308.5, 278.3, 222.7, 3.228, 0.4918, -1.425, 2.964, 2.948, 2.971
1971, 2, 32.28, 29.63, 30.12, 5.224, 2.488, 0.4135, 2.452, 2.45, 2.454
1971, 3, 285.8, 261.8, 286.5, 5.509, 2.89, 0.7958, 2.845, 2.854, 2.834
1971, 4, 70.38, 72.78, 83.44, 9.284, 6.642, 4.464, 2.793, 2.786, 2.795
1971, 5, 114.3, 112.4, 117.8, 13.41, 10.81, 8.456, 3.072, 3.037, 3.05
1971, 6, 63.5, 73.52, 100.4, 17.42, 14.74, 12.54, 2.297, 2.267, 2.321
1971, 7, 3.119, 2.937, 0.9196, 23.14, 20.37, 18.24, 2.395, 2.334, 2.384
1971, 8, 3.761, 3.706, 6.779, 23.22, 20.47, 18.32, 2.041, 2.008, 2.04
1971, 9, 67.28, 69.11, 111.3, 17.04, 14.1, 12.11, 2.357, 2.346, 2.333
1971, 10, 23.81, 25.93, 24.19, 10.75, 7.87, 5.75, 2.24, 2.224, 2.236
1971, 11, 170.5, 167.9, 166.8, 6.259, 3.492, 1.392, 2.758, 2.748, 2.741
1971, 12, 216.8, 216.9, 213.9, 0.6995, -2.067, -4.223, 3.447, 3.454, 3.46
1972, 1, 207.8, 200.8, 179.6, 1.717, -1.13, -3.105, 3.002, 3.008, 3.006
1972, 2, 222.2, 211.5, 237.2, 5.17, 2.487, 0.3448, 2.936, 2.94, 2.916
1972, 3, 132.8, 123.5, 132.4, 9.647, 6.983, 4.809, 2.25, 2.248, 2.234
1972, 4, 172.3, 149.6, 135.8, 9.303, 6.606, 4.485, 3.039, 3.034, 3.048
1972, 5, 44.71, 38.78, 39.19, 15.49, 12.79, 10.62, 1.998, 1.966, 1.982
1972, 6, 32.57, 33.91, 33.94, 20.1, 17.42, 15.43, 2.441, 2.392, 2.405
1972, 7, 0, 0, 0, 23.33, 20.57, 18.54, 2.057, 2.025, 2.058
1972, 8, 3.619, 3.003, 3.293, 22.57, 19.71, 17.56, 2.126, 2.095, 2.122
1972, 9, 73.68, 81.03, 150.9, 16.67, 13.85, 12, 1.695, 1.679, 1.677
1972, 10, 112.8, 106.5, 95.99, 12.23, 9.35, 7.244, 2.289, 2.273, 2.284
1972, 11, 247.5, 232.7, 233.9, 5.647, 2.822, 0.7229, 2.448, 2.433, 2.457
1972, 12, 227.5, 203.2, 200.4, -0.3866, -3.144, -5.089, 3.3, 3.293, 3.296
1973, 1, 431.3, 398, 338.2, 1.125, -1.628, -3.653, 3.339, 3.327, 3.345
1973, 2, 316.2, 273, 233.5, 5.59, 2.867, 0.7015, 3.043, 3.022, 3.098
1973, 3, 145.2, 132.9, 149.5, 5.722, 2.998, 0.7226, 2.805, 2.801, 2.828
1973, 4, 17.39, 18.66, 21.83, 11.43, 8.51, 6.062, 2.623, 2.597, 2.618
1973, 5, 45.69, 46.41, 57.51, 17.47, 14.62, 12.37, 2.186, 2.155, 2.162
1973, 6, 0.4179, 1.01, 1.63, 19.61, 16.7, 14.51, 2.788, 2.745, 2.781
1973, 7, 0.5422, 0.8414, 0.9289, 23.47, 20.52, 18.23, 2.799, 2.739, 2.78
1973, 8, 0.001515, 0.008355, 0, 21.35, 18.47, 16.25, 2.299, 2.249, 2.255
1973, 9, 109.8, 95.56, 130.4, 17.8, 14.98, 12.91, 2.447, 2.433, 2.435
1973, 10, 159.6, 143.8, 125.1, 12.29, 9.548, 7.56, 2.268, 2.25, 2.279
1973, 11, 796.9, 681.1, 626.6, 5.767, 3.204, 1.289, 4.185, 4.183, 4.208
1973, 12, 335.1, 324.1, 352.5, 4.162, 1.499, -0.5009, 3.358, 3.351, 3.344
1974, 1, 572.7, 554, 532.8, 1.747, -1.09, -3.235, 3.293, 3.279, 3.311
1974, 2, 186.4, 164, 160.5, 4.172, 1.396, -0.8034, 3.096, 3.097, 3.105
1974, 3, 521.3, 442.6, 428.7, 6.823, 4.144, 2.035, 3.448, 3.437, 3.452
1974, 4, 117.5, 103.5, 102.7, 8.786, 5.948, 3.61, 2.685, 2.687, 2.703
1974, 5, 6.402, 7.682, 9.521, 14.82, 11.98, 9.825, 2.851, 2.815, 2.857
1974, 6, 10.82, 8.361, 8.863, 19.81, 16.91, 14.72, 2.589, 2.549, 2.583
1974, 7, 57.12, 62.18, 61.16, 21.57, 18.62, 16.42, 2.59, 2.56, 2.607
1974, 8, 14.51, 15.58, 29.86, 21.94, 19.01, 16.79, 2.306, 2.242, 2.255
1974, 9, 0, 0, 0, 20.52, 17.53, 15.13, 1.847, 1.832, 1.839
1974, 10, 59.32, 59.3, 61.1, 13.81, 10.89, 8.514, 2.325, 2.306, 2.323
1974, 11, 62.72, 63.7, 63.68, 7.404, 4.66, 2.551, 2.166, 2.162, 2.158
1974, 12, 174.3, 162.6, 149.7, 3.113, 0.3417, -1.922, 2.909, 2.903, 2.921
1975, 1, 106.9, 108.1, 105.9, 3.432, 0.5953, -1.61, 2.74, 2.741, 2.769
1975, 2, 431.4, 394.2, 384.1, 3.651, 1.007, -1.062, 3.696, 3.686, 3.727
1975, 3, 458.3, 385.2, 364.6, 5.655, 3.01, 0.862, 3.745, 3.731, 3.783
1975, 4, 166, 156.8, 180.6, 6.126, 3.303, 0.7752, 2.925, 2.915, 2.928
1975, 5, 9.911, 11.53, 15.64, 14.88, 11.96, 9.165, 2.991, 2.97, 3.001
1975, 6, 25.79, 28.36, 32.21, 18.97, 16.1, 13.65, 3.013, 2.972, 2.987
1975, 7, 23.79, 23.05, 19.54, 21.76, 18.86, 16.31, 2.782, 2.739, 2.773
1975, 8, 27.24, 31.79, 81.63, 20.61, 17.7, 15.18, 2.381, 2.332, 2.322
1975, 9, 1.662, 1.37, 1.906, 20.89, 17.87, 15.11, 1.674, 1.641, 1.617
1975, 10, 156.3, 162.8, 180.6, 11.64, 8.853, 6.534, 2.731, 2.718, 2.717
1975, 11, 89.83, 89.63, 87.29, 5.897, 3.069, 0.8316, 2.667, 2.655, 2.679
1975, 12, 80.98, 76.04, 78.9, 4.674, 1.796, -0.416, 2.463, 2.45, 2.47
1976, 1, 19.36, 20.51, 22.22, 5.093, 2.255, 0.6631, 2.56, 2.556, 2.533
1976, 2, 318.5, 287.6, 299.7, 5.422, 2.683, 0.4072, 3.316, 3.317, 3.298
1976, 3, 55.47, 54.66, 61.05, 6.786, 3.94, 1.439, 2.316, 2.313, 2.312
1976, 4, 79.4, 84.2, 94.59, 8.604, 5.808, 3.32, 2.683, 2.667, 2.709
1976, 5, 8.665, 8.492, 10.04, 17.31, 14.39, 12.32, 2.869, 2.839, 2.865
1976, 6, 5.128, 6.424, 5.861, 17.44, 14.48, 11.89, 2.62, 2.588, 2.617
1976, 7, 5.047, 6.686, 5.499, 23.26, 20.3, 17.67, 2.36, 2.332, 2.375
1976, 8, 94.09, 98.81, 176.3, 18.78, 15.92, 13.32, 2.03, 2.006, 2.043
1976, 9, 34.2, 38.69, 77.76, 19.03, 16.16, 13.56, 1.837, 1.805, 1.809
1976, 10, 11.05, 11.27, 12.27, 14.53, 11.6, 9.054, 1.601, 1.594, 1.596
1976, 11, 47.95, 43.54, 40.48, 10.14, 7.281, 4.927, 1.918, 1.905, 1.921
1976, 12, 10.86, 10.72, 10.3, 4.73, 1.768, -0.6425, 2.275, 2.263, 2.295
1977, 1, 80.11, 83.18, 77.02, 1.299, -1.795, -4.491, 2.157, 2.153, 2.177
1977, 2, 79.59, 76.19, 85.55, 7.566, 4.695, 2.174, 2.369, 2.36, 2.365
1977, 3, 73.7, 70.24, 74.79, 5.758, 2.944, 0.4727, 2.647, 2.635, 2.642
1977, 4, 36.02, 36.34, 42.12, 12.29, 9.412, 6.999, 2.281, 2.257, 2.304
1977, 5, 96.76, 105.7, 133.3, 10.84, 8.051, 5.549, 2.202, 2.194, 2.227
1977, 6, 11, 15.23, 18.44, 22.07, 19.17, 16.53, 2.446, 2.386, 2.393
1977, 7, 1.194, 2.892, 0, 22.98, 20.05, 17.34, 2.468, 2.427, 2.445
1977, 8, 16.63, 20.29, 44.9, 23.69, 20.84, 18.31, 2.315, 2.283, 2.33
1977, 9, 339.6, 252.2, 247.7, 17.55, 14.73, 12.34, 2.147, 2.134, 2.146
1977, 10, 48.97, 45.36, 45.34, 13.58, 10.8, 8.556, 1.644, 1.629, 1.599
1977, 11, 117.9, 117, 119, 6.853, 4.158, 2.071, 2.528, 2.516, 2.484
1977, 12, 380.3, 351.7, 334, 5.194, 2.53, 0.4084, 3.555, 3.551, 3.542
1978, 1, 605.5, 561.8, 418, 5.411, 2.703, 0.4255, 3.473, 3.445, 3.498
1978, 2, 350.6, 323.3, 343.3, 6.172, 3.502, 1.205, 2.997, 2.987, 3.003
1978, 3, 300.5, 270, 278.7, 10.31, 7.585, 5.236, 2.245, 2.234, 2.283
1978, 4, 272.3, 269.4, 296.5, 9.343, 6.621, 4.26, 3.156, 3.151, 3.144
1978, 5, 23.75, 27.89, 35.86, 13.94, 11.02, 8.521, 2.961, 2.933, 2.923
1978, 6, 4.76, 6.183, 6.738, 18.48, 15.54, 12.84, 2.124, 2.105, 2.118
1978, 7, 6.804, 8.193, 7.013, 22.48, 19.65, 16.89, 2.314, 2.263, 2.264
1978, 8, 11.88, 12.64, 29.99, 21.89, 19.08, 16.32, 2.356, 2.312, 2.327
1978, 9, 91.76, 104.6, 147.6, 15.93, 13.18, 10.82, 2.3, 2.277, 2.297
1978, 10, 0, 0, 0, 15.55, 12.68, 10.15, 1.84, 1.831, 1.826
1978, 11, 98.15, 98.64, 105.3, 5.672, 2.81, 0.2755, 2.152, 2.145, 2.151
1978, 12, 39.75, 44.08, 54.81, 1.723, -1.192, -3.721, 2.166, 2.156, 2.189
1979, 1, 242.7, 244.6, 238.9, 1.664, -1.224, -3.774, 2.711, 2.692, 2.763
1979, 2, 446.5, 416.9, 447.6, 3.635, 0.9461, -1.335, 3.222, 3.215, 3.196
1979, 3, 130, 122, 123.9, 8.283, 5.518, 3.035, 2.132, 2.117, 2.14
1979, 4, 130.8, 120.3, 132.6, 9.705, 6.978, 4.562, 2.069, 2.062, 2.091
1979, 5, 74.4, 77.04, 89.3, 15.47, 12.66, 10.16, 3.124, 3.089, 3.113
1979, 6, 0.7285, 0.7228, 0.8101, 19.02, 16.15, 13.47, 2.709, 2.669, 2.707
1979, 7, 0.03774, 0.05749, 0, 22.97, 20.16, 17.72, 2.504, 2.463, 2.494
1979, 8, 46.16, 55, 129.6, 20.05, 17.16, 14.23, 2.393, 2.356, 2.385
1979, 9, 17.51, 16.9, 22.36, 19.4, 16.54, 13.81, 1.713, 1.697, 1.698
1979, 10, 251.6, 246.9, 254.2, 13.67, 10.86, 8.272, 2.177, 2.158, 2.168
1979, 11, 208.7, 207, 214.9, 5.89, 3.039, 0.4885, 2.3, 2.286, 2.285
1979, 12, 279.4, 259.5, 265.1, 4.527, 1.797, -0.2566, 3.474, 3.44, 3.476
1980, 1, 379, 371.3, 360.4, 4.585, 1.862, -0.3065, 3.049, 3.049, 3.082
1980, 2, 447.8, 388.4, 343.4, 6.97, 4.311, 2.18, 3.458, 3.446, 3.502
1980, 3, 128.6, 120.4, 130.2, 6.625, 3.913, 1.555, 2.601, 2.583, 2.626
1980, 4, 102, 97.74, 97.35, 11.41, 8.706, 6.28, 2.964, 2.944, 2.944
1980, 5, 54.09, 50.57, 51.7, 14.11, 11.29, 8.634, 2.653, 2.62, 2.668
1980, 6, 59.15, 57.93, 54.91, 15.9, 13.18, 10.7, 2.618, 2.587, 2.637
1980, 7, 7.83, 8.6, 8.277, 22.28, 19.5, 16.91, 2.249, 2.21, 2.209
1980, 8, 0.158, 0.3967, 1.444, 21.51, 18.72, 16.12, 2.423, 2.363, 2.341
1980, 9, 32.12, 29.05, 38.42, 18.44, 15.66, 13.14, 1.819, 1.799, 1.8
1980, 10, 81.02, 78.03, 78.89, 14.05, 11.22, 8.741, 1.963, 1.955, 1.934
1980, 11, 36.92, 38.93, 43.23, 7.868, 5.052, 2.671, 2.55, 2.545, 2.549
1980, 12, 261.9, 234.8, 219.7, 5.298, 2.415, -0.007419, 3.447, 3.434, 3.455
1981, 1, 246, 250.4, 210.3, 5.27, 2.486, 0.1317, 3.527, 3.498, 3.556
1981, 2, 198.5, 190.2, 193.5, 5.571, 2.804, 0.3995, 2.641, 2.639, 2.632
1981, 3, 286.1, 248.5, 269.5, 7.125, 4.414, 2.08, 2.426, 2.412, 2.431
1981, 4, 74.22, 74.81, 83.87, 11.89, 9.073, 6.459, 2.184, 2.163, 2.192
1981, 5, 107.2, 90.9, 81.48, 14.92, 12.15, 9.727, 2.746, 2.704, 2.757
1981, 6, 7.115, 9.529, 11.98, 20, 17.21, 14.7, 2.896, 2.848, 2.888
1981, 7, 0.7633, 0.5476, 0.353, 22.41, 19.53, 16.71, 2.419, 2.363, 2.353
1981, 8, 0, 0, 0, 23.02, 20.23, 17.62, 2.343, 2.296, 2.32
1981, 9, 63.04, 63.68, 90.27, 19.53, 16.76, 14.27, 2.129, 2.101, 2.125
1981, 10, 180.3, 190.9, 212.6, 10.99, 8.171, 5.648, 2.347, 2.337, 2.319
1981, 11, 650.7, 599, 578.2, 8.004, 5.295, 3.027, 3.071, 3.055, 3.069
1981, 12, 446.9, 423.7, 439.3, 4.468, 1.807, -0.08548, 3.685, 3.683, 3.675
1982, 1, 179.8, 181.7, 171, 0.5005, -2.329, -4.688, 2.92, 2.912, 2.938
1982, 2, 303.7, 265.8, 261.8, 4.368, 1.603, -0.5337, 2.937, 2.922, 2.923
1982, 3, 378.6, 340.7, 368.5, 5.395, 2.678, 0.321, 2.833, 2.823, 2.865
1982, 4, 287.7, 216.2, 148.1, 8.163, 5.434, 3.013, 3.545, 3.536, 3.554
1982, 5, 7.241, 11.16, 13.89, 15.75, 12.73, 10.18, 2.966, 2.904, 2.889
1982, 6, 50.09, 50.7, 47.12, 18.34, 15.46, 12.87, 2.142, 2.104, 2.151
1982, 7, 37.65, 39.96, 37.94, 20.89, 18.1, 15.49, 2.615, 2.56, 2.603
1982, 8, 4.84, 5.026, 8.223, 21.53, 18.75, 16.19, 2.136, 2.102, 2.134
1982, 9, 37.39, 41.56, 68.34, 16.53, 13.78, 11.42, 2.235, 2.203, 2.211
1982, 10, 137, 132.9, 113.6, 11.74, 8.923, 6.367, 2.329, 2.315, 2.304
1982, 11, 272.5, 257.8, 272.1, 4.692, 1.913, -0.4015, 2.915, 2.909, 2.926
1982, 12, 320.6, 290.2, 252.5, 2.463, -0.3603, -2.756, 3.975, 3.971, 3.984
1983, 1, 405.8, 377, 303.5, 3.467, 0.5995, -1.908, 3.348, 3.316, 3.331
1983, 2, 554.6, 478.4, 428.3, 5.246, 2.586, 0.3847, 4.386, 4.357, 4.373
1983, 3, 660, 557.6, 546.6, 6.287, 3.694, 1.543, 3.864, 3.84, 3.871
1983, 4, 177.8, 173.6, 183.9, 8.019, 5.246, 2.636, 2.55, 2.542, 2.572
1983, 5, 33.39, 29.11, 26.73, 15.23, 12.4, 9.695, 2.496, 2.461, 2.479
1983, 6, 22.26, 29.58, 38.79, 18.72, 15.94, 13.54, 2.776, 2.734, 2.771
1983, 7, 17.54, 14.59, 7.784, 19.64, 16.88, 14.37, 2.822, 2.782, 2.824
1983, 8, 24.76, 26.3, 57.72, 21.5, 18.78, 16.34, 2.086, 2.048, 2.054
1983, 9, 57.98, 52.72, 72.16, 18.94, 16.16, 13.68, 2.223, 2.191, 2.164
1983, 10, 86.88, 77.64, 57.59, 14.01, 11.25, 8.83, 1.53, 1.516, 1.538
1983, 11, 455.5, 415.7, 397.5, 5.643, 2.959, 0.7525, 3.579, 3.556, 3.545
1983, 12, 508.3, 475.3, 491.3, 3.272, 0.6623, -1.307, 3.158, 3.16, 3.198
1984, 1, 9.867, 9.51, 8.686, 4.233, 1.211, -1.602, 2.514, 2.512, 2.555
1984, 2, 174, 171, 201.7, 5.44, 2.68, 0.2459, 3.242, 3.233, 3.216
1984, 3, 226.8, 170.4, 123.7, 9.21, 6.495, 4.147, 2.453, 2.435, 2.454
1984, 4, 111, 102.2, 111.7, 9.353, 6.555, 3.994, 2.856, 2.845, 2.849
1984, 5, 39.45, 41.33, 50.45, 15.67, 12.93, 10.47, 2.62, 2.611, 2.644
1984, 6, 67.4, 70.18, 83.15, 18.15, 15.32, 12.64, 3.068, 3.017, 3.052
1984, 7, 4.511, 4.35, 2.322, 24.43, 21.63, 18.97, 2.394, 2.333, 2.324
1984, 8, 39.43, 43.38, 96.32, 22.24, 19.48, 16.91, 2.332, 2.305, 2.319
1984, 9, 20.53, 19.84, 27.28, 18.86, 16.05, 13.46, 1.775, 1.742, 1.75
1984, 10, 93.16, 98.16, 109.5, 9.812, 6.962, 4.323, 2.229, 2.213, 2.197
1984, 11, 465.4, 446.2, 417.9, 4.588, 1.902, -0.3674, 3.65, 3.635, 3.632
1984, 12, 84.16, 77.27, 67.99, 1.718, -1.181, -3.87, 2.458, 2.459, 2.501
1985, 1, 27.1, 26.47, 26.51, 3.821, 0.8414, -1.984, 2.382, 2.371, 2.412
1985, 2, 102.7, 91.52, 96.95, 5.1, 2.241, -0.3494, 2.669, 2.656, 2.654
1985, 3, 144.3, 141.6, 157.8, 5.768, 2.933, 0.2734, 2.584, 2.573, 2.605
1985, 4, 10.94, 10.71, 12.38, 13.37, 10.5, 7.764, 2.199, 2.181, 2.211
1985, 5, 31.6, 37.65, 48.72, 14.65, 11.82, 9.043, 2.482, 2.454, 2.493
1985, 6, 21.07, 16.13, 12.83, 21.31, 18.5, 15.77, 2.415, 2.38, 2.378
1985, 7, 16.71, 16.71, 9.781, 23.76, 20.94, 18.19, 2.251, 2.222, 2.25
1985, 8, 2.808, 3.328, 7.748, 20.33, 17.48, 14.7, 2.259, 2.227, 2.255
1985, 9, 161.2, 156.3, 234.9, 15.44, 12.6, 9.858, 1.92, 1.91, 1.912
1985, 10, 95.41, 96.21, 113, 11.71, 8.833, 6.267, 2.36, 2.345, 2.349
1985, 11, 151, 142.5, 158.1, 3.215, 0.4321, -1.979, 1.791, 1.786, 1.815
1985, 12, 180.8, 170.1, 167.7, 3.585, 0.5528, -2.26, 2.923, 2.915, 2.969
1986, 1, 430.7, 413.6, 342.3, 5.711, 2.919, 0.4884, 3.865, 3.836, 3.856
1986, 2, 734.3, 608.7, 507.1, 6.903, 4.176, 1.675, 4.109, 4.114, 4.17
1986, 3, 368.7, 315.5, 332.7, 9.835, 6.935, 4.291, 2.279, 2.269, 2.294
1986, 4, 64.08, 62.18, 79.6, 10.66, 7.835, 5.088, 2.341, 2.318, 2.304
1986, 5, 103.2, 102.6, 115, 14.61, 11.77, 9.035, 2.464, 2.431, 2.474
1986, 6, 1.234, 3.478, 3.831, 20.73, 17.84, 14.89, 2.49, 2.467, 2.521
1986, 7, 0.1343, 0.3829, 0, 21.23, 18.37, 15.61, 2.568, 2.524, 2.536
1986, 8, 0, 0, 0, 22.95, 20.19, 17.48, 1.954, 1.913, 1.926
1986, 9, 211.8, 203.6, 272.2, 14.89, 12.07, 9.557, 2.205, 2.189, 2.191
1986, 10, 58.48, 56.21, 55.99, 14.14, 11.26, 9.093, 1.872, 1.86, 1.841
1986, 11, 15.93, 17.62, 13.35, 7.461, 4.525, 1.993, 2.27, 2.264, 2.253
1986, 12, 106.9, 99.22, 95.01, 3.215, 0.2676, -2.388, 2.607, 2.583, 2.604
1987, 1, 236.9, 234.5, 209.1, 1.366, -1.527, -4.093, 3.068, 3.04, 3.068
1987, 2, 198.1, 181.5, 197.3, 5.01, 2.151, -0.4269, 2.936, 2.901, 2.918
1987, 3, 319.1, 269.4, 266.2, 6.605, 3.83, 1.264, 3.118, 3.082, 3.1
1987, 4, 23.7, 25.19, 24.21, 13.27, 10.39, 7.681, 1.661, 1.659, 1.681
1987, 5, 18.39, 18.63, 19.25, 16.96, 14.17, 11.65, 2.497, 2.456, 2.461
1987, 6, 2.617, 3.218, 2.163, 20.55, 17.74, 15.33, 2.084, 2.04, 2.058
1987, 7, 24.38, 33.74, 30.87, 20, 17.14, 14.57, 2.649, 2.604, 2.647
1987, 8, 0.1413, 0.3499, 1.109, 22.38, 19.48, 16.84, 1.73, 1.687, 1.669
