# Created by WEAP: 9/4/2020 10:29:10 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_N_Bear (11,282 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (4,785 ha),  1000 - 2000 m (6,496 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 689.7, 889.9, 6.618, 5.115, 3.62, 3.6
1970, 2, 124.4, 134.4, 9.16, 7.961, 2.081, 2.075
1970, 3, 127.6, 137.2, 9.299, 7.694, 2.37, 2.369
1970, 4, 49.23, 77.6, 9.594, 7.578, 2.478, 2.466
1970, 5, 6.564, 13.31, 17.28, 16.01, 2.437, 2.447
1970, 6, 32.95, 36.65, 21.14, 19.63, 2.435, 2.388
1970, 7, 0, 0, 25.44, 24.28, 2.314, 2.291
1970, 8, 0, 0, 24.59, 23.72, 2.08, 2.068
1970, 9, 0.6971, 1.671, 19.92, 19.23, 1.996, 1.997
1970, 10, 68.93, 77.51, 15.32, 14.43, 1.884, 1.915
1970, 11, 415.2, 449.1, 10.22, 9.126, 2.822, 2.832
1970, 12, 412.5, 464.8, 4.079, 2.663, 3.09, 3.12
1971, 1, 171.1, 229.4, 6.414, 5.225, 2.774, 2.772
1971, 2, 41.31, 52.16, 8.039, 6.392, 2.267, 2.27
1971, 3, 248.9, 289.4, 8.056, 6.241, 2.355, 2.38
1971, 4, 74.45, 99.64, 10.67, 8.667, 2.503, 2.519
1971, 5, 67.97, 85.58, 13.52, 11.8, 2.68, 2.654
1971, 6, 33.63, 44.73, 19.23, 17.7, 2.58, 2.544
1971, 7, 0.215, 0.4365, 25.27, 23.78, 2.679, 2.618
1971, 8, 5.766, 13.07, 25.48, 24.35, 2.265, 2.233
1971, 9, 35.72, 35.18, 20.38, 19.11, 2.079, 2.097
1971, 10, 30.08, 25.57, 13.11, 12.07, 1.989, 1.99
1971, 11, 150.8, 171.6, 8.77, 7.901, 2.341, 2.361
1971, 12, 323.6, 366.8, 2.866, 1.492, 3.141, 3.157
1972, 1, 134.6, 168.2, 5.759, 4.665, 2.837, 2.855
1972, 2, 205.8, 250.7, 8.313, 6.916, 2.355, 2.364
1972, 3, 74, 93.82, 12.57, 10.76, 1.779, 1.792
1972, 4, 142.7, 160.8, 11.13, 9.378, 2.69, 2.707
1972, 5, 23.98, 30.02, 17.33, 15.94, 2.033, 2.019
1972, 6, 14.18, 17.89, 22.28, 20.45, 2.33, 2.306
1972, 7, 0, 0, 25.83, 24.55, 2.344, 2.311
1972, 8, 0.3183, 1.15, 24.13, 23.29, 2.27, 2.243
1972, 9, 63.67, 68.12, 18.85, 18.15, 1.7, 1.694
1972, 10, 86.99, 100.4, 13.71, 12.47, 1.971, 1.969
1972, 11, 274.3, 297.1, 8.056, 6.764, 2.461, 2.458
1972, 12, 200.6, 243.2, 3.538, 3.065, 2.899, 2.91
1973, 1, 493.3, 552.3, 4.358, 3.161, 3.047, 3.05
1973, 2, 318.6, 338.8, 7.144, 5.631, 3.223, 3.201
1973, 3, 168.3, 191.4, 6.16, 4.493, 2.551, 2.565
1973, 4, 27.09, 35.67, 12.77, 11.2, 2.362, 2.362
1973, 5, 19.54, 26.61, 18.68, 17.51, 2.083, 2.073
1973, 6, 1.606, 3.302, 21.45, 20.15, 2.559, 2.541
1973, 7, 0.09211, 0.9651, 24.75, 23.94, 2.876, 2.817
1973, 8, 0.3083, 3.442, 23.67, 22.71, 2.433, 2.406
1973, 9, 53.56, 62.07, 20.02, 19.07, 2.231, 2.241
1973, 10, 97.52, 108, 14.9, 14, 2.125, 2.133
1973, 11, 592, 682.1, 6.546, 4.654, 3.69, 3.708
1973, 12, 311.3, 364.7, 7.137, 5.967, 2.827, 2.834
1974, 1, 286.8, 365.3, 5.338, 4.264, 3.06, 3.057
1974, 2, 165.4, 187.4, 6.702, 5.467, 2.689, 2.71
1974, 3, 419.8, 506.5, 8.649, 6.991, 2.908, 2.919
1974, 4, 129.7, 167.3, 10.44, 8.845, 2.472, 2.495
1974, 5, 2.786, 4.644, 16.89, 15.63, 2.584, 2.555
1974, 6, 12.42, 11.42, 22.11, 20.98, 2.715, 2.681
1974, 7, 168.9, 189.6, 24.04, 22.24, 2.787, 2.757
1974, 8, 2.21, 3.745, 24.18, 22.96, 2.327, 2.27
1974, 9, 0, 0, 23.71, 23.35, 1.746, 1.748
1974, 10, 77.2, 85.39, 17.05, 15.98, 2.05, 2.057
1974, 11, 70.97, 77.99, 9.894, 9.387, 2.157, 2.152
1974, 12, 117.9, 120.1, 6.238, 5.568, 2.578, 2.571
1975, 1, 140.9, 161.8, 7.69, 7.251, 2.887, 2.892
1975, 2, 422.9, 516, 5.988, 4.547, 3.389, 3.391
1975, 3, 344.3, 398, 6.469, 4.422, 3.41, 3.415
1975, 4, 160.6, 212, 7.195, 5.215, 2.579, 2.593
1975, 5, 24.86, 36.02, 16.72, 15.15, 2.657, 2.657
1975, 6, 14.58, 18.07, 21.03, 19.41, 2.76, 2.751
1975, 7, 2.82, 5.08, 23.44, 22.21, 2.883, 2.857
1975, 8, 42.49, 67.52, 22.4, 20.98, 2.264, 2.247
1975, 9, 0.6924, 0.6563, 23.12, 22.15, 1.419, 1.403
1975, 10, 173.9, 168, 13.21, 11.99, 2.265, 2.276
1975, 11, 84.4, 98.39, 8.794, 7.997, 2.621, 2.628
1975, 12, 57.27, 61.95, 8.737, 8.8, 2.518, 2.51
1976, 1, 26.33, 30.68, 8.122, 8.132, 2.208, 2.223
1976, 2, 153.9, 188.6, 7.818, 6.078, 2.74, 2.769
1976, 3, 58.05, 76.95, 8.124, 6.92, 2.091, 2.114
1976, 4, 68.76, 65.21, 9.621, 8.42, 2.519, 2.504
1976, 5, 0.6592, 4.906, 17.72, 16.52, 2.619, 2.605
1976, 6, 10.55, 27.06, 19.94, 18.57, 2.645, 2.63
1976, 7, 0.5427, 0.2581, 24.27, 23.19, 2.729, 2.709
1976, 8, 64.87, 87.87, 20.07, 18.91, 2.21, 2.199
1976, 9, 33.22, 33.55, 20.47, 19.28, 1.649, 1.63
1976, 10, 10.24, 17.3, 17.34, 16.35, 1.519, 1.533
1976, 11, 54.92, 58.43, 14.26, 14.01, 1.899, 1.888
1976, 12, 8.329, 5.919, 10.08, 10.1, 2.53, 2.527
1977, 1, 109.4, 125.2, 7.501, 6.92, 2.328, 2.331
1977, 2, 93.7, 101.1, 10.67, 9.897, 2.276, 2.279
1977, 3, 69.41, 81.83, 7.136, 5.355, 2.351, 2.353
1977, 4, 16.06, 21.05, 14.54, 13.08, 2.265, 2.269
1977, 5, 94.39, 128.6, 11.02, 8.706, 2.276, 2.276
1977, 6, 0.1206, 0.7481, 22.97, 21.53, 2.493, 2.457
1977, 7, 1.773, 1.108, 24.27, 23.01, 2.535, 2.533
1977, 8, 10.89, 15.33, 24.51, 23.34, 2.596, 2.556
1977, 9, 23.72, 31.57, 19.29, 17.67, 2.082, 2.089
1977, 10, 9.081, 11.07, 16.83, 15.74, 1.362, 1.379
1977, 11, 154.8, 166.2, 10.63, 9.551, 1.957, 1.967
1977, 12, 362.1, 474.5, 8.42, 7.348, 3.031, 3.036
1978, 1, 516.7, 604.4, 7.302, 5.689, 3.301, 3.265
1978, 2, 243.6, 284.5, 7.698, 6.102, 2.77, 2.771
1978, 3, 308.9, 365.7, 11.49, 9.867, 2.274, 2.263
1978, 4, 253.2, 331.7, 9.683, 7.694, 2.621, 2.654
1978, 5, 21.43, 34.57, 16.27, 14.77, 2.369, 2.372
1978, 6, 3.971, 6.798, 19.72, 18.25, 2.055, 2.042
1978, 7, 0.03063, 0.1642, 24.19, 22.77, 2.167, 2.141
1978, 8, 0.1844, 2.56, 23.88, 22.81, 2.281, 2.257
1978, 9, 99.74, 117.3, 18.77, 17.45, 1.915, 1.899
1978, 10, 1.594, 2.148, 19.28, 18.55, 1.605, 1.622
1978, 11, 135.3, 147.6, 8.635, 7.693, 2.051, 2.064
1978, 12, 65.27, 80.33, 5.507, 4.81, 2.518, 2.512
1979, 1, 318.6, 356.3, 4.945, 3.638, 3.012, 3.001
1979, 2, 370.8, 465.4, 5.799, 4.204, 2.638, 2.656
1979, 3, 181.2, 190.5, 9.157, 7.821, 1.997, 1.994
1979, 4, 113.1, 140.5, 11.13, 9.33, 2.032, 2.018
1979, 5, 72.73, 96.1, 17.56, 16.33, 2.684, 2.695
1979, 6, 0.1528, 1.223, 21.4, 20.03, 2.794, 2.786
1979, 7, 21.1, 18.94, 23.17, 21.82, 2.642, 2.623
1979, 8, 2.677, 7.775, 22.34, 20.87, 2.494, 2.465
1979, 9, 2.808, 1.864, 22.54, 21.15, 1.605, 1.599
1979, 10, 139.5, 159.8, 15.69, 14.25, 2.064, 2.045
1979, 11, 158.2, 174.2, 9.509, 8.426, 2.261, 2.266
1979, 12, 261.6, 322.2, 9.274, 8.52, 3.415, 3.392
1980, 1, 483.5, 662.6, 7.917, 6.564, 3.113, 3.135
1980, 2, 443, 510.6, 9.025, 7.492, 3.442, 3.424
1980, 3, 137.5, 169.1, 7.837, 5.98, 2.401, 2.403
1980, 4, 91.66, 111.9, 12.21, 10.9, 2.361, 2.353
1980, 5, 69.36, 100.2, 14.36, 12.91, 2.646, 2.622
1980, 6, 10.89, 16.08, 17.54, 16.26, 2.79, 2.776
