# Created by WEAP: 9/4/2020 10:27:32 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_N_Trukee (636,142 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (460,481 ha),  2000 - 3000 m (174,861 ha),  3000 - 4000 m (800 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 164.1, 441.3, 495.5, 1.937, -1.805, -5.009, 3.354, 3.282, 3.195
1970, 2, 35.34, 90.57, 108.9, 4.332, 0.4612, -2.391, 2.07, 2.008, 1.983
1970, 3, 20.41, 58.82, 60.6, 4.777, 0.8514, -2.021, 2.452, 2.32, 2.283
1970, 4, 25.1, 76.12, 92.98, 5.902, 1.234, -1.556, 2.635, 2.483, 2.459
1970, 5, 4.122, 5.377, 2.132, 13.67, 8.851, 6.158, 2.655, 2.547, 2.543
1970, 6, 42.81, 77.05, 71.07, 17.7, 12.86, 10.29, 2.132, 2.158, 2.129
1970, 7, 5.565, 2.939, 4.15, 22.98, 17.63, 15.01, 2.121, 2.178, 2.169
1970, 8, 2.136, 1.21, 0.5253, 22.53, 17.32, 14.6, 2.022, 2.019, 2.01
1970, 9, 1.798, 4.4, 4.885, 15.19, 11.01, 8.032, 2.135, 2.048, 2.043
1970, 10, 8.248, 29.66, 22.44, 9.566, 5.882, 2.9, 2.203, 2.07, 2.067
1970, 11, 90.88, 248.1, 282.2, 6.147, 2.408, -0.2663, 2.94, 2.799, 2.763
1970, 12, 93.34, 263.6, 303.7, -1.018, -4.946, -8.223, 3.317, 3.186, 3.16
1971, 1, 49.8, 115.9, 158.2, 0.7131, -3.453, -6.529, 2.763, 2.706, 2.674
1971, 2, 23, 37.36, 47.74, 2.249, -2.068, -4.968, 2.389, 2.276, 2.25
1971, 3, 75.83, 186.2, 229.7, 3.934, -0.7272, -3.558, 2.71, 2.473, 2.44
1971, 4, 23.29, 66.33, 85.62, 7.339, 2.536, -0.2081, 2.783, 2.615, 2.597
1971, 5, 85.68, 112.5, 153.2, 10.35, 5.85, 2.98, 2.543, 2.481, 2.44
1971, 6, 8.991, 24.05, 16.02, 16.15, 11.08, 8.159, 2.402, 2.421, 2.408
1971, 7, 19.69, 19.53, 27.64, 22.58, 17.22, 14.44, 2.143, 2.308, 2.291
1971, 8, 12.86, 10.84, 10.26, 22.7, 17.57, 14.73, 2.022, 2.081, 2.066
1971, 9, 5.759, 17.49, 18.74, 15.26, 11.07, 7.898, 2.339, 2.194, 2.18
1971, 10, 14.92, 25.41, 31.27, 8.553, 4.681, 1.672, 2.105, 1.995, 1.971
1971, 11, 29.63, 104.5, 111.8, 3.975, 0.4129, -2.618, 2.578, 2.433, 2.411
1971, 12, 110.7, 237.5, 299.7, -2.225, -5.815, -9.054, 3.28, 3.151, 3.116
1972, 1, 23.86, 66.84, 69.76, -2.472, -5.8, -9.427, 2.984, 2.887, 2.86
1972, 2, 30.04, 87.76, 98.45, 3.258, -1.138, -4.058, 2.492, 2.31, 2.257
1972, 3, 7.925, 30.08, 29.79, 8.379, 3.81, 1.115, 2.064, 1.86, 1.83
1972, 4, 28.22, 90.34, 92.83, 7.911, 3.177, 0.2832, 3.027, 2.806, 2.779
1972, 5, 24.97, 36.52, 65.2, 14.36, 9.318, 6.542, 2.046, 1.995, 1.981
1972, 6, 21.51, 26.71, 25.73, 19.04, 13.89, 10.98, 2.214, 2.192, 2.166
1972, 7, 0.6127, 0.3078, 0.1782, 22.93, 17.6, 14.66, 2.197, 2.197, 2.188
