# Created by WEAP: 4/13/2020 6:10:33 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\WEAP Areas\SWHydroSwitch\ClimateData\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: Lower Columbia 4 (9,857,380 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (2,849,272 ha),  1000 - 2000 m (5,943,758 ha),  2000 - 3000 m (1,063,558 ha),  3000 - 4000 m (792 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 83.74, 124, 143.9, 134.1, -5.498, -9.883, -13.92, -16.96, 2.552, 2.427, 2.431, 2.436
1970, 2, 30.61, 50.1, 55.63, 53.25, -0.1376, -4.181, -7.806, -10.13, 2.42, 2.326, 2.354, 2.368
1970, 3, 27.21, 43.77, 52.56, 52.18, 2.641, -2.065, -5.962, -8.549, 2.437, 2.546, 2.849, 2.992
1970, 4, 24.6, 48.92, 69.61, 73.9, 6.055, 1.351, -2.419, -4.826, 2.852, 2.904, 3.088, 3.112
1970, 5, 18.47, 31.44, 38.09, 34.27, 13.01, 8.384, 4.698, 2.392, 1.673, 1.678, 1.785, 1.845
1970, 6, 41.96, 64.76, 95.14, 105, 18.85, 14.17, 10.6, 8.389, 2.18, 2.253, 2.428, 2.473
1970, 7, 18.76, 31.99, 52.14, 60.77, 21.33, 16.45, 12.58, 10.03, 1.995, 2.121, 2.305, 2.321
1970, 8, 10.64, 14.23, 16.55, 13.88, 20.64, 15.99, 12.38, 9.829, 1.73, 1.827, 2.054, 2.142
1970, 9, 28.66, 54.02, 79.31, 86.53, 11.88, 7.124, 3.218, 0.9149, 2.417, 2.597, 2.904, 3.002
1970, 10, 36.69, 50.48, 60.06, 58.69, 6.481, 1.922, -1.739, -3.848, 2.294, 2.384, 2.666, 2.812
1970, 11, 53.2, 85.84, 100.9, 97.33, -0.2772, -4.681, -8.502, -11.14, 2.965, 2.719, 2.454, 2.296
1970, 12, 86.11, 119.9, 144.8, 141, -4.942, -8.942, -12.78, -15.74, 3.097, 3.093, 3.219, 3.272
1971, 1, 84.38, 159.8, 235.3, 235.4, -4.545, -8.899, -13.36, -16.46, 3.605, 3.661, 3.912, 3.978
1971, 2, 37.47, 73.82, 91.96, 102.4, -1.222, -5.37, -9.044, -11.49, 2.451, 2.469, 2.684, 2.768
1971, 3, 52.21, 78.86, 93.41, 97.44, 0.5194, -3.91, -7.68, -10.13, 2.816, 2.878, 3.025, 3.033
1971, 4, 38.57, 58.54, 83.15, 76.56, 7.572, 3.117, -0.6022, -2.843, 2.13, 2.113, 2.196, 2.216
1971, 5, 43.14, 59.63, 62.03, 52.29, 13.64, 8.906, 5.181, 2.999, 2.019, 1.854, 1.723, 1.65
1971, 6, 57.08, 81.94, 93.38, 102.4, 14.63, 10.08, 6.747, 4.849, 1.819, 1.979, 2.242, 2.351
1971, 7, 24.41, 36.3, 43.23, 43.13, 19.96, 15.07, 11.24, 8.88, 1.744, 1.882, 2.187, 2.304
1971, 8, 19.62, 28.77, 30.82, 23.8, 22.25, 17.65, 14.15, 11.7, 1.895, 2.057, 2.324, 2.402
1971, 9, 40, 52.63, 72.94, 76.59, 12.25, 7.682, 3.962, 1.599, 2.268, 2.437, 2.788, 2.925
1971, 10, 37.29, 64.69, 96.3, 97.04, 6.44, 1.826, -1.984, -4.303, 2.31, 2.467, 2.805, 2.941
1971, 11, 44.33, 75.11, 92.68, 78.71, 1.096, -3.06, -6.624, -8.799, 2.535, 2.672, 2.984, 3.142
1971, 12, 100.4, 161.5, 214.1, 216.9, -6.683, -11.16, -15.32, -18.33, 2.779, 2.741, 2.876, 2.934
1972, 1, 59.02, 138.6, 210.2, 224.6, -7.625, -12.29, -16.77, -19.95, 3.876, 3.912, 4.123, 4.151
1972, 2, 45.79, 117.3, 184.8, 216.1, -2.234, -6.439, -10.61, -13.91, 3.13, 3.12, 3.194, 3.185
1972, 3, 43.41, 83.72, 129.7, 147.8, 3.952, -0.6627, -4.61, -7.121, 2.59, 2.751, 3.039, 3.142
1972, 4, 38.95, 64.81, 84.07, 76.34, 5.674, 1.015, -2.779, -5.017, 2.692, 2.766, 2.993, 3.073
1972, 5, 53.75, 52.75, 48.56, 40.12, 13.34, 8.706, 4.909, 2.738, 2.091, 2.155, 2.285, 2.308
1972, 6, 57.66, 83.11, 94.86, 96.23, 15.88, 11.1, 7.394, 5.367, 2.012, 2.19, 2.52, 2.636
1972, 7, 30.18, 52.83, 75.83, 76.72, 18.52, 13.52, 9.465, 7.07, 2.156, 2.293, 2.498, 2.535
1972, 8, 31.99, 36.51, 40.09, 33.63, 20.93, 16.05, 12.4, 10.09, 1.58, 1.597, 1.733, 1.769
1972, 9, 42.61, 70.52, 113.4, 132.6, 11.81, 6.877, 2.593, -0.03982, 2.358, 2.519, 2.718, 2.761
1972, 10, 18.76, 36.69, 57.76, 61.47, 6.726, 1.93, -1.904, -3.973, 1.833, 1.928, 2.206, 2.352
1972, 11, 36.82, 44.68, 51.37, 52.37, 1.678, -2.681, -6.523, -8.976, 2.369, 2.413, 2.578, 2.662
1972, 12, 68.49, 111.6, 151, 179.5, -5.587, -10.34, -14.71, -17.46, 3.17, 3.12, 3.206, 3.214
1973, 1, 43.3, 67.25, 92.82, 99.47, -5.637, -10.1, -13.46, -15.53, 3.299, 3.209, 3.269, 3.306
1973, 2, 35.43, 61.82, 80.87, 86.09, -1.264, -5.497, -9.233, -11.47, 2.265, 2.205, 2.308, 2.379
1973, 3, 24.82, 50.56, 82.28, 96.04, 4.341, -0.2266, -4.018, -6.501, 2.089, 2.099, 2.268, 2.337
1973, 4, 12.66, 25.6, 40.89, 53.41, 8.299, 3.4, -0.7119, -3.402, 2.015, 2.116, 2.41, 2.505
1973, 5, 25.34, 41.23, 61.32, 86.12, 13.27, 8.52, 4.708, 2.276, 2.283, 2.348, 2.521, 2.567
1973, 6, 22.04, 42.37, 57.52, 56.42, 16.14, 11.33, 7.532, 5.054, 2.606, 2.679, 2.886, 2.914
1973, 7, 4.13, 8.48, 20.15, 32.06, 20.89, 15.96, 11.92, 9.108, 1.972, 2.059, 2.268, 2.323
1973, 8, 13.4, 25.63, 50.69, 61.62, 20.05, 15.18, 11.16, 8.284, 2.223, 2.248, 2.389, 2.405
1973, 9, 42.64, 49.82, 45.9, 44.27, 14.98, 10.45, 6.653, 4.191, 2.077, 2.187, 2.426, 2.5
1973, 10, 48.1, 74.69, 99.58, 103.6, 7.303, 2.859, -0.6866, -2.882, 2.115, 2.285, 2.627, 2.777
1973, 11, 136.6, 189.5, 193, 168.8, -0.9076, -5.662, -9.84, -12.7, 2.594, 2.599, 2.702, 2.702
1973, 12, 101.5, 121.9, 127.8, 126.6, -1.119, -5.577, -9.555, -12.07, 2.51, 2.504, 2.694, 2.797
1974, 1, 85, 168.8, 219.6, 260.4, -5.242, -9.658, -13.69, -16.36, 3.595, 3.745, 4.089, 4.181
1974, 2, 60.34, 98.3, 112.8, 117.5, 0.4957, -3.869, -7.659, -9.9, 3.03, 3.192, 3.588, 3.709
1974, 3, 50.62, 85.99, 104.7, 106.6, 2.879, -1.896, -6.193, -8.866, 2.856, 2.941, 3.135, 3.185
1974, 4, 41.04, 73.18, 106.7, 102.1, 8.338, 3.817, 0.2225, -1.965, 2.501, 2.451, 2.511, 2.509
1974, 5, 37.15, 58.57, 85.9, 87.29, 10.55, 5.895, 2.234, -0.1678, 2.275, 2.397, 2.602, 2.637
1974, 6, 14.54, 29.95, 39.66, 35.34, 18.37, 13.63, 9.862, 7.293, 2.117, 2.225, 2.531, 2.624
1974, 7, 45.47, 53.73, 60.33, 52.89, 18.95, 14.19, 10.51, 8.126, 1.955, 2.053, 2.276, 2.37
1974, 8, 20.36, 38.29, 67.25, 78.35, 19.63, 14.46, 9.955, 7.258, 1.907, 1.971, 2.159, 2.229
1974, 9, 10.97, 22.1, 35.63, 43, 15.54, 10.55, 6.24, 3.733, 1.905, 1.912, 2.005, 2.045
1974, 10, 3.375, 9.114, 21.95, 30.46, 8.814, 4.602, 1.414, -0.5576, 1.668, 1.764, 2.045, 2.226
1974, 11, 84.37, 128.6, 158.8, 149.7, 1.902, -2.503, -6.184, -8.463, 2.267, 2.321, 2.609, 2.733
1974, 12, 79.47, 106.6, 117.8, 117, -1.407, -5.464, -8.952, -11.14, 2.765, 2.952, 3.445, 3.663
1975, 1, 63.22, 111.7, 143.7, 153.2, -5.78, -9.877, -13.92, -16.48, 2.627, 2.825, 3.327, 3.549
1975, 2, 80.27, 138.7, 185, 184.6, -5.252, -9.776, -14.17, -17.23, 2.953, 2.98, 3.123, 3.146
1975, 3, 42.64, 64.15, 76.08, 72.73, 0.4264, -4.038, -8.007, -10.61, 2.788, 2.839, 3.045, 3.101
1975, 4, 33.76, 38.57, 42.86, 35.88, 6.058, 1.393, -2.484, -4.997, 2.44, 2.483, 2.677, 2.718
1975, 5, 32.95, 38.1, 38.28, 32.56, 12.05, 7.447, 3.826, 1.433, 2.591, 2.666, 2.836, 2.862
1975, 6, 36.14, 53.03, 66.14, 67.35, 15.38, 10.6, 7.082, 4.781, 2.778, 2.843, 3.088, 3.122
1975, 7, 38.45, 51.24, 78.47, 86.37, 22.04, 17.17, 13.25, 10.64, 2.059, 2.126, 2.289, 2.304
1975, 8, 60.59, 85.29, 115.7, 123, 17.18, 12.2, 8.282, 5.856, 2.104, 2.214, 2.436, 2.511
1975, 9, 7.351, 15.98, 26.65, 27.2, 15.41, 10.54, 6.696, 4.381, 1.664, 1.654, 1.808, 1.897
1975, 10, 62.73, 96.88, 129.6, 138.5, 7.307, 2.656, -1.235, -3.573, 2.495, 2.606, 2.874, 2.985
1975, 11, 47.62, 83.95, 90.71, 88.97, 0.4173, -4.127, -7.866, -10.29, 3.034, 3.203, 3.544, 3.686
1975, 12, 60.43, 115.7, 161.3, 208.4, -2.466, -6.818, -10.97, -13.77, 2.882, 3.072, 3.571, 3.773
1976, 1, 51.03, 96.96, 132.5, 143.3, -3.187, -7.199, -11.07, -13.55, 2.655, 2.848, 3.384, 3.626
1976, 2, 48.49, 99.94, 147.8, 178.5, -1.043, -5.503, -9.246, -11.65, 3.447, 3.571, 3.859, 3.926
1976, 3, 34.82, 58.76, 77.34, 85.15, 0.8252, -4.011, -8.012, -10.42, 2.718, 2.989, 3.499, 3.677
1976, 4, 28.59, 41.04, 52.42, 53.07, 7.725, 3.39, 0.0355, -2.254, 2.365, 2.285, 2.281, 2.226
1976, 5, 41.9, 63.22, 83.98, 95.59, 12.48, 8.138, 4.797, 2.563, 2.064, 2.141, 2.334, 2.423
1976, 6, 38.4, 57.13, 73.1, 81.59, 14.3, 9.524, 5.754, 3.402, 2.233, 2.271, 2.429, 2.476
1976, 7, 26.16, 39.12, 55.36, 65.5, 19.15, 14.27, 10.41, 7.85, 1.495, 1.616, 1.942, 2.113
1976, 8, 92.26, 121.3, 139.9, 134.6, 17.42, 12.81, 9.391, 7.375, 1.682, 1.892, 2.272, 2.438
1976, 9, 10.24, 22.02, 45.86, 76.57, 16, 11.1, 7.327, 4.978, 1.845, 1.877, 1.981, 2.015
1976, 10, 21.64, 35.43, 46.89, 39.76, 7.625, 3.127, -0.5044, -2.658, 1.913, 2.155, 2.642, 2.862
1976, 11, 15.97, 35.5, 47.84, 47.83, 1.075, -3.333, -7.194, -9.498, 2.163, 2.219, 2.532, 2.715
1976, 12, 22.43, 43.79, 65.89, 88.33, -2.603, -6.173, -9.234, -11.35, 2.663, 2.884, 3.43, 3.665
1977, 1, 22.73, 44.02, 58.9, 60.15, -6.774, -10.53, -13.96, -16.32, 1.748, 1.889, 2.361, 2.603
1977, 2, 22.68, 41.84, 54.71, 60.7, 0.4902, -3.587, -6.962, -9.13, 2.241, 2.356, 2.768, 2.98
1977, 3, 38.79, 70.32, 92.94, 100.1, 3.025, -1.861, -5.888, -8.681, 2.687, 2.738, 2.952, 3.022
1977, 4, 7.273, 15.32, 21.96, 26.73, 10.15, 5.301, 1.446, -1.215, 2.067, 2.161, 2.455, 2.597
1977, 5, 57.33, 79.14, 104.5, 107.3, 11.03, 6.63, 3.355, 1.264, 2.174, 2.342, 2.624, 2.692
1977, 6, 27.9, 36.15, 47.02, 47.46, 18.4, 13.45, 9.588, 6.943, 1.848, 1.896, 2.097, 2.184
1977, 7, 21.58, 41.51, 67.71, 89.55, 19.28, 14.13, 10.01, 7.216, 2.115, 2.285, 2.552, 2.625
1977, 8, 37, 56.51, 83.77, 101.7, 21.13, 15.49, 10.68, 7.619, 1.945, 1.955, 2.039, 2.054
1977, 9, 41.2, 58.88, 77.21, 78.19, 12.66, 7.973, 4.151, 1.822, 1.759, 1.804, 1.906, 1.929
1977, 10, 21.03, 32.25, 37.93, 43.19, 7.324, 2.82, -0.8578, -3.036, 2.31, 2.505, 2.863, 3.033
1977, 11, 62.08, 111.2, 140.4, 159.5, -0.5487, -5.251, -9.379, -12.08, 3.149, 3.198, 3.319, 3.34
1977, 12, 93.82, 135.9, 160.5, 180.5, -5.112, -10.19, -14.87, -17.79, 2.818, 2.62, 2.553, 2.505
1978, 1, 64.18, 102.4, 133.6, 129.6, -4.804, -9.545, -14.27, -17.31, 2.648, 2.521, 2.471, 2.444
1978, 2, 45.21, 59.86, 66.95, 66.84, -0.9085, -5.375, -9.439, -11.69, 2.387, 2.377, 2.492, 2.546
1978, 3, 33.2, 51.68, 72.2, 80.19, 4.018, -0.7632, -4.891, -7.197, 2.156, 2.264, 2.513, 2.614
1978, 4, 63.2, 88, 109.1, 99.79, 7.932, 3.35, -0.4298, -2.634, 2.479, 2.457, 2.478, 2.417
1978, 5, 56.57, 86.76, 108.7, 101.1, 11.3, 6.537, 2.745, 0.4904, 2.366, 2.411, 2.614, 2.674
1978, 6, 28.85, 45.61, 63.34, 67.54, 17.32, 12.47, 8.651, 6.223, 1.638, 1.744, 1.989, 2.107
1978, 7, 43.09, 56.17, 70.91, 68.19, 20.39, 15.63, 11.95, 9.313, 1.631, 1.645, 1.804, 1.883
1978, 8, 57.16, 73.37, 91.13, 98.63, 18.29, 13.35, 9.539, 6.898, 1.909, 2.026, 2.276, 2.366
1978, 9, 46.76, 71.54, 92.79, 120.2, 13.3, 8.816, 5.297, 3.018, 2.089, 2.311, 2.673, 2.817
1978, 10, 9.942, 23.81, 44.1, 71.46, 8.02, 3.574, -0.1058, -2.199, 1.809, 1.955, 2.362, 2.587
1978, 11, 36.01, 64.3, 84.69, 97.72, -1.836, -6.49, -10.61, -12.92, 2.822, 2.916, 3.092, 3.136
1978, 12, 27.84, 58.12, 87.97, 108.2, -7.391, -11.62, -15.61, -17.83, 2.85, 3.082, 3.624, 3.863
1979, 1, 25.2, 44.16, 53.05, 51.71, -12.1, -16.65, -20.68, -22.99, 1.92, 1.781, 1.8, 1.86
1979, 2, 70.61, 121.9, 174.3, 218.8, -2.894, -6.987, -11.1, -13.94, 3.079, 3.221, 3.456, 3.503
1979, 3, 17.17, 34.68, 48.27, 51.98, 4.132, -0.7406, -5.114, -7.607, 2.323, 2.287, 2.332, 2.347
1979, 4, 34.16, 57.98, 76.57, 85.25, 7.523, 2.869, -1.204, -3.839, 1.939, 1.911, 1.934, 1.927
1979, 5, 33.43, 46.2, 57.15, 61.58, 13.09, 8.076, 3.916, 1.158, 1.748, 1.901, 2.183, 2.282
1979, 6, 19.46, 26.74, 30.36, 35.11, 17.65, 12.81, 9.223, 6.466, 1.967, 2.085, 2.386, 2.453
1979, 7, 22.33, 34.54, 39.78, 37.99, 21.28, 16.36, 12.68, 9.833, 1.92, 1.908, 1.997, 2.013
1979, 8, 35.31, 46.52, 52.04, 53.77, 21.03, 16.36, 12.8, 9.82, 1.635, 1.608, 1.673, 1.678
1979, 9, 26.45, 34.32, 40.41, 50.17, 16.31, 11.55, 7.95, 5.336, 1.755, 1.83, 1.99, 2.085
1979, 10, 44.98, 56.47, 68.55, 67.01, 9.608, 5.005, 1.412, -0.9995, 1.785, 1.813, 1.981, 2.094
1979, 11, 24.04, 21.83, 21.31, 17.97, -1.204, -5.492, -9.31, -11.43, 1.952, 1.884, 2.031, 2.166
1979, 12, 70.22, 127.3, 196.9, 239, -0.3954, -4.634, -8.466, -11.03, 3.36, 3.368, 3.553, 3.621
1980, 1, 55.55, 79.29, 100.8, 94.4, -8.113, -12.54, -16.45, -18.88, 2.697, 2.607, 2.66, 2.697
1980, 2, 74.33, 93.31, 125.5, 134.4, -1.462, -5.481, -9.313, -11.45, 2.528, 2.458, 2.48, 2.493
1980, 3, 38.41, 70.64, 117.3, 146.1, 2.482, -2.32, -6.695, -9.271, 2.675, 2.685, 2.822, 2.834
1980, 4, 46.26, 60.45, 66.4, 59.61, 10.12, 5.56, 1.729, -0.5837, 2.243, 2.248, 2.34, 2.376
1980, 5, 85.5, 104.4, 126.9, 144.7, 13.54, 9.245, 5.925, 3.781, 1.888, 1.921, 2.171, 2.278
1980, 6, 54.46, 82.67, 99.39, 107.7, 15.12, 10.72, 7.324, 5.289, 1.898, 1.966, 2.145, 2.169
1980, 7, 27.2, 42.85, 49.24, 53.44, 19.64, 14.76, 11.04, 8.395, 1.981, 2.059, 2.224, 2.26
1980, 8, 37.7, 57.82, 77.83, 80.9, 17.45, 12.28, 8.116, 5.384, 2.179, 2.176, 2.232, 2.216
1980, 9, 43.06, 62.07, 81.88, 110.6, 14.21, 9.29, 5.35, 2.792, 2.191, 2.365, 2.668, 2.791
1980, 10, 22.9, 32.72, 48.09, 46.44, 8.803, 4.46, 1.148, -0.9724, 1.703, 1.792, 2.061, 2.209
1980, 11, 56.19, 100, 143.9, 162.2, 1.869, -2.454, -6.168, -8.547, 2.598, 2.664, 2.973, 3.129
1980, 12, 88.92, 157.8, 241.2, 283.7, -2.018, -6.588, -10.83, -13.29, 3.046, 3.264, 3.788, 4.011
1981, 1, 26.95, 37.78, 48.06, 34.58, -0.7178, -5.274, -9.492, -11.89, 2.299, 1.987, 1.797, 1.784
1981, 2, 66.24, 98.51, 112.3, 109.6, -0.07509, -4.669, -8.827, -11.23, 2.563, 2.698, 3.093, 3.275
1981, 3, 33, 45.64, 55.78, 49.95, 5.333, 0.5959, -3.35, -5.797, 2.175, 2.116, 2.161, 2.152
1981, 4, 33.15, 64.92, 86.18, 101.7, 7.659, 3.055, -0.7477, -3.246, 2.78, 2.872, 3.099, 3.163
1981, 5, 83.45, 110.3, 138.7, 143.6, 12.38, 7.979, 4.425, 2.111, 1.651, 1.708, 1.959, 2.075
1981, 6, 77.03, 122.9, 140.3, 122.2, 13.74, 9.054, 5.579, 3.416, 2.47, 2.643, 2.94, 2.979
1981, 7, 57.27, 86.9, 129, 160.2, 18.53, 13.52, 9.602, 7.259, 2.017, 2.092, 2.284, 2.325
1981, 8, 17.27, 27.14, 35.96, 40.33, 21.77, 16.7, 12.72, 10.34, 1.604, 1.569, 1.667, 1.709
1981, 9, 34.14, 51.82, 63.01, 70.67, 14.79, 9.929, 6.198, 3.934, 1.857, 1.929, 2.097, 2.169
1981, 10, 51.9, 66.76, 83.45, 85.41, 6.971, 2.556, -0.7288, -2.677, 2.22, 2.338, 2.643, 2.789
1981, 11, 48.9, 70.12, 76.13, 67.16, 2.683, -1.526, -4.958, -6.972, 2.397, 2.408, 2.63, 2.748
1981, 12, 64.89, 94.91, 116.5, 132.7, -3.489, -8.098, -12.24, -14.95, 2.665, 2.668, 2.861, 2.97
1982, 1, 71.22, 136.8, 192.2, 212.1, -5.551, -10.05, -14.84, -17.91, 3.199, 3.268, 3.479, 3.516
1982, 2, 69.95, 129.7, 173.3, 193, -2.329, -7.024, -11.13, -13.85, 2.853, 2.861, 3.024, 3.069
1982, 3, 47.57, 78.61, 106.9, 137.6, 3.212, -1.699, -6.201, -9.145, 2.335, 2.415, 2.674, 2.754
1982, 4, 38.31, 56.59, 61.74, 73.77, 6.068, 1.371, -2.758, -5.616, 2.604, 2.731, 3.041, 3.159
1982, 5, 25.59, 41, 58.92, 75.51, 12.18, 7.301, 3.306, 0.7985, 2.033, 2.203, 2.574, 2.722
1982, 6, 63.03, 81.07, 82.59, 78.59, 18.69, 13.79, 9.695, 7.228, 1.506, 1.508, 1.682, 1.761
1982, 7, 51.99, 70.09, 72.87, 74.93, 18.49, 13.47, 9.719, 7.431, 2.221, 2.375, 2.631, 2.689
1982, 8, 35.12, 52.82, 74.4, 84.32, 19.21, 14.01, 9.89, 7.192, 1.8, 2.005, 2.432, 2.613
1982, 9, 54.28, 83.29, 110.7, 111.5, 14.4, 9.476, 5.567, 3.277, 2.036, 2.114, 2.308, 2.39
1982, 10, 32.94, 48.79, 64.58, 67.96, 7.506, 3.034, -0.4833, -2.471, 2.091, 2.211, 2.469, 2.618
1982, 11, 62.18, 87.37, 88.24, 92.16, -1.298, -5.888, -9.839, -12.5, 2.346, 2.236, 2.274, 2.305
1982, 12, 77.48, 100.8, 103.1, 99.17, -3.847, -8.253, -12.08, -14.53, 2.512, 2.545, 2.799, 2.941
1983, 1, 81.52, 118.3, 139.4, 171.2, -1.12, -5.287, -8.978, -11.33, 2.786, 2.708, 2.763, 2.798
1983, 2, 72.41, 97.49, 106.6, 108.6, 1.114, -3.05, -6.641, -8.94, 2.55, 2.453, 2.506, 2.546
1983, 3, 75.5, 85.76, 83.41, 73.54, 5.034, 0.2472, -3.814, -6.27, 2.391, 2.378, 2.454, 2.45
1983, 4, 55.2, 79.49, 113.8, 122.7, 8.049, 3.335, -0.725, -3.106, 1.72, 1.69, 1.776, 1.833
1983, 5, 27.76, 31.18, 26.32, 24.42, 13.95, 9.169, 5.13, 2.772, 2.22, 2.268, 2.436, 2.473
1983, 6, 61.51, 87.1, 104.5, 99.54, 15.91, 11.19, 7.439, 5.196, 2.062, 2.161, 2.447, 2.531
1983, 7, 69.4, 94.48, 113.9, 128.4, 17.24, 12.67, 9.127, 6.975, 2.247, 2.316, 2.503, 2.546
1983, 8, 41.78, 52.19, 62.39, 62.37, 20.53, 15.76, 12.16, 9.671, 1.648, 1.731, 1.996, 2.088
1983, 9, 23.5, 36.76, 50.69, 62.43, 12.73, 7.618, 3.528, 0.9541, 2.411, 2.554, 2.863, 2.968
1983, 10, 25.46, 40.86, 54.33, 54.16, 7.914, 3.268, -0.5529, -2.858, 1.889, 2.021, 2.358, 2.54
