# Created by WEAP: 9/4/2020 10:28:14 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: ID_S_OR_E_Lower Snake (6,017,267 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (988,269 ha),  1000 - 2000 m (4,776,086 ha),  2000 - 3000 m (252,767 ha),  3000 - 4000 m (145 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 125.1, 127.1, 214.5, 216.3, 1.466, -0.9763, -4.559, -6.447, 3.666, 3.888, 3.741, 3.825
1970, 2, 15.42, 21.04, 45.8, 37.91, 4.777, 2.585, -0.7963, -2.324, 2.603, 2.615, 2.588, 2.576
1970, 3, 24.23, 36.13, 70.15, 89.98, 6.11, 2.607, -1.235, -3.324, 2.602, 2.826, 2.864, 3.101
1970, 4, 12.12, 24.88, 44.42, 76.24, 7.903, 3.949, 0.04786, -2.532, 3.052, 3.368, 3.423, 3.745
1970, 5, 30.41, 40.94, 61.68, 75.95, 15.42, 11.76, 8.044, 5.907, 2.013, 2.224, 2.245, 2.423
1970, 6, 51.12, 58.42, 104.3, 177.4, 21.47, 17.45, 13.45, 10.87, 2.095, 2.275, 2.227, 2.339
1970, 7, 6.37, 14.06, 28.76, 29.36, 24.98, 21.54, 17.65, 15.55, 1.664, 1.794, 1.708, 1.715
1970, 8, 0.3425, 1.035, 4.366, 12.24, 24.96, 21.78, 18.3, 16.49, 1.644, 1.693, 1.682, 1.652
1970, 9, 32.27, 33.2, 45.3, 40.06, 15.49, 12.51, 8.79, 6.876, 2.262, 2.386, 2.344, 2.415
1970, 10, 34.85, 31.46, 55.13, 47.93, 9.439, 6.777, 3.583, 1.971, 2.445, 2.541, 2.48, 2.51
1970, 11, 62.23, 78.04, 142.4, 177.7, 5.198, 2.841, -0.344, -2.077, 3.318, 3.437, 3.364, 3.399
