# Created by WEAP: 12/14/2020 6:11:14 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: OR_W_Mdl Santiam (287,310 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (245,662 ha),  1000 - 2000 m (41,648 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 440.5, 647.7, 4.406, 0.8004, 3.335, 3.36
1970, 2, 177.7, 227.2, 7.205, 3.786, 2.412, 2.358
1970, 3, 132.1, 192.9, 7.332, 3.671, 2.442, 2.38
1970, 4, 165.8, 258.1, 6.975, 3.35, 2.922, 2.908
1970, 5, 59.19, 79.21, 12.48, 9.42, 2.526, 2.459
1970, 6, 33.21, 51.7, 17.39, 14.71, 2.587, 2.476
1970, 7, 2.123, 2.924, 19.2, 16.59, 2.861, 2.715
1970, 8, 1.18, 2.642, 18.6, 16.3, 2.678, 2.56
1970, 9, 92.36, 126.3, 14.02, 10.78, 2.224, 2.19
1970, 10, 125.7, 188.5, 10.45, 7.252, 2.437, 2.404
1970, 11, 299.8, 438.9, 7.075, 3.665, 3.121, 3.115
1970, 12, 313.4, 406.1, 2.964, -1.155, 3.474, 3.49
1971, 1, 357.5, 553.7, 2.778, -1.324, 3.135, 3.163
1971, 2, 216, 312.3, 4.25, 0.7078, 2.841, 2.841
1971, 3, 260.9, 361.8, 4.801, 0.7153, 3.208, 3.152
1971, 4, 166.6, 181.7, 8.245, 4.57, 2.484, 2.459
1971, 5, 75.67, 103.1, 12.46, 9.111, 2.908, 2.899
1971, 6, 107, 109.5, 13.53, 10.42, 2.028, 1.984
1971, 7, 8.146, 12.4, 18.8, 16.23, 2.648, 2.495
1971, 8, 49.47, 54.53, 19.86, 17.36, 2.646, 2.527
1971, 9, 144, 192.5, 14.4, 11.25, 2.484, 2.451
1971, 10, 133.8, 180.1, 9.679, 6.299, 2.049, 2.06
1971, 11, 322.9, 452.1, 5.744, 2.111, 2.768, 2.784
1971, 12, 310.2, 454.7, 2.692, -1.168, 3.483, 3.561
1972, 1, 363.3, 579.5, 2.136, -1.825, 3.426, 3.499
1972, 2, 266.3, 410.4, 5.12, 1.168, 3.377, 3.335
1972, 3, 286, 413.8, 8.035, 3.989, 2.565, 2.513
1972, 4, 226.5, 286.5, 7.188, 3.817, 2.67, 2.658
1972, 5, 111, 135.2, 13.34, 10.17, 2.213, 2.152
1972, 6, 37.31, 42.26, 15.39, 12.68, 2.691, 2.566
1972, 7, 2.899, 2.427, 19.97, 17.19, 2.697, 2.552
1972, 8, 28.1, 26.13, 19.98, 17.23, 2.571, 2.471
1972, 9, 104.9, 140.5, 14.32, 11.28, 2.285, 2.208
1972, 10, 46.36, 69.71, 10.63, 7.717, 1.825, 1.795
1972, 11, 161.6, 219.8, 7.191, 3.645, 2.53, 2.493
1972, 12, 324.1, 445.3, 1.307, -2.294, 3.43, 3.407
1973, 1, 196.7, 268.6, 2.383, -1.415, 3.43, 3.366
1973, 2, 81.1, 107.2, 6.757, 3.389, 2.326, 2.294
1973, 3, 156.6, 194, 6.08, 2.616, 2.417, 2.406
1973, 4, 73.93, 112.5, 9.285, 6.036, 2.084, 2.053
1973, 5, 54.45, 77.08, 13.15, 10.36, 2.334, 2.28
1973, 6, 85.63, 109.9, 15.27, 12.37, 2.393, 2.309
