# Created by WEAP: 12/14/2020 6:12:22 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: OR_E_Lost (156,492 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (155,044 ha),  2000 - 3000 m (1,448 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 93.77, 266.3, 1.48, -2.326, 3.936, 3.948
1970, 2, 27.45, 101.6, 5.011, 1.053, 2.242, 2.235
1970, 3, 41.65, 135.5, 4.598, 0.7517, 2.62, 2.637
1970, 4, 15.21, 37.19, 5.119, 1.326, 2.567, 2.524
1970, 5, 21.32, 38.44, 13.45, 9.57, 2.336, 2.331
1970, 6, 45.62, 56.92, 18.14, 14.12, 2.08, 2.106
1970, 7, 0.01196, 0.003405, 22.33, 18.58, 1.935, 1.98
1970, 8, 0.5938, 0.7304, 21.64, 18.04, 1.82, 1.848
1970, 9, 3.149, 2.364, 15.11, 11.28, 2.037, 2.037
1970, 10, 23.18, 44.75, 10.26, 6.527, 2.324, 2.297
1970, 11, 94.78, 248.2, 5.55, 1.828, 3.22, 3.224
1970, 12, 56.9, 162.5, -1.494, -5.242, 3.423, 3.391
1971, 1, 18.01, 46.4, 1.027, -2.581, 2.869, 2.856
1971, 2, 15.98, 49.88, 2.794, -0.9412, 2.552, 2.497
1971, 3, 68.05, 192.5, 2.721, -1.113, 3.022, 2.957
1971, 4, 33.33, 71.14, 7.094, 3.266, 2.801, 2.763
1971, 5, 71.35, 117.4, 11.45, 7.579, 2.917, 2.922
1971, 6, 31.79, 32.24, 14.78, 10.8, 2.037, 2.068
1971, 7, 7.626, 6.234, 21.62, 17.83, 1.948, 2.03
1971, 8, 1.67, 1.672, 22.71, 19.1, 1.802, 1.839
1971, 9, 28.75, 37.4, 14.97, 11.23, 2.39, 2.361
1971, 10, 20.99, 38.03, 8.447, 4.58, 2.196, 2.175
1971, 11, 28.86, 70.88, 4.341, 0.561, 2.756, 2.735
1971, 12, 61.32, 201.8, -2.467, -6.152, 3.538, 3.49
1972, 1, 42.72, 121.5, -1.946, -5.593, 3.168, 3.096
1972, 2, 41.03, 120.3, 2.921, -0.833, 3.11, 3.047
1972, 3, 31.92, 83.75, 7.873, 4.246, 2.362, 2.307
1972, 4, 32.91, 94.03, 6.636, 2.77, 3.041, 3.003
1972, 5, 26.73, 54.09, 13.8, 9.909, 1.901, 1.883
1972, 6, 5.758, 7.964, 18.17, 14.31, 2.163, 2.206
1972, 7, 0.0771, 0.122, 22.14, 18.49, 1.869, 1.887
1972, 8, 6.123, 7.989, 21.28, 17.49, 1.964, 1.971
1972, 9, 19.54, 22.1, 14.72, 10.95, 1.731, 1.699
1972, 10, 42.36, 85.88, 10.49, 6.522, 2.187, 2.19
1972, 11, 41.41, 110.2, 2.985, -1.057, 2.281, 2.31
1972, 12, 30.32, 89.6, -2.392, -5.867, 3.274, 3.26
1973, 1, 40.44, 132.8, -0.7539, -4.733, 3.253, 3.245
1973, 2, 39.71, 149.3, 3.125, -1.146, 2.714, 2.759
1973, 3, 29.69, 81.1, 3.387, -0.398, 2.735, 2.722
1973, 4, 10.35, 22.98, 8.994, 5.281, 2.478, 2.477
1973, 5, 30.86, 54.28, 15.34, 11.53, 2.121, 2.097
1973, 6, 0, 0, 17.87, 14.13, 2.493, 2.521
1973, 7, 5.009, 7.061, 21.92, 18.12, 2.431, 2.486
1973, 8, 3.528, 2.66, 20.62, 17.08, 2.116, 2.132
1973, 9, 26.15, 37.6, 16.54, 12.72, 2.399, 2.389
1973, 10, 53.6, 122.3, 10.61, 6.759, 2.144, 2.14
1973, 11, 98.3, 300.8, 2.709, -1.348, 4.151, 4.124
1973, 12, 44.86, 195.7, 2.11, -2.135, 3.37, 3.349
1974, 1, 48.86, 178, -1.447, -5.585, 3.168, 3.162
1974, 2, 33.24, 118.3, 1.462, -2.521, 3.09, 3.069
1974, 3, 75.02, 255, 3.94, -0.1563, 3.338, 3.334
1974, 4, 14.11, 29.19, 6.793, 2.779, 2.76, 2.697
1974, 5, 3.786, 5.358, 11.61, 7.364, 2.589, 2.611
1974, 6, 0.4422, 0.4634, 18.69, 14.23, 2.367, 2.385
1974, 7, 21.04, 15.53, 20.18, 16.43, 2.364, 2.382
1974, 8, 9.341, 8.683, 20.88, 17.22, 2.001, 2.048
1974, 9, 0, 0, 19.54, 15.81, 1.78, 1.777
1974, 10, 16.26, 29, 11.81, 7.992, 2.165, 2.183
1974, 11, 15.98, 49.28, 5.431, 1.417, 2.279, 2.231
1974, 12, 56.5, 186.3, 0.7447, -2.964, 2.828, 2.832
1975, 1, 35.16, 122.2, -0.7078, -4.381, 2.725, 2.709
1975, 2, 79.46, 289.8, 0.48, -3.461, 3.53, 3.539
1975, 3, 34.49, 104.6, 2.536, -1.441, 3.528, 3.54
1975, 4, 35.46, 79.51, 3.707, -0.1975, 2.914, 2.879
1975, 5, 4.606, 7.73, 12.45, 8.586, 2.826, 2.828
1975, 6, 20.17, 26.59, 16.39, 12.63, 2.761, 2.794
1975, 7, 9.936, 4.641, 21, 17.14, 2.434, 2.5
1975, 8, 17.37, 12.89, 18.66, 14.96, 2.206, 2.229
1975, 9, 15.07, 26.86, 19.38, 15.82, 1.693, 1.662
1975, 10, 66.39, 141.1, 9.23, 5.479, 2.65, 2.652
1975, 11, 26.66, 76.75, 3.252, -0.6672, 2.568, 2.565
1975, 12, 21.33, 60.93, 2.513, -1.222, 2.364, 2.37
1976, 1, 15.19, 38.03, 2.094, -1.6, 2.596, 2.588
1976, 2, 51.3, 157.2, 2.829, -0.977, 3.405, 3.365
1976, 3, 18.26, 49.84, 2.87, -0.9722, 2.378, 2.34
1976, 4, 8.356, 21.55, 6.685, 2.628, 2.549, 2.539
1976, 5, 2.252, 2.661, 13.95, 10.18, 2.727, 2.719
1976, 6, 19.73, 21.03, 15.05, 11.14, 2.472, 2.464
1976, 7, 9.582, 6.418, 21.2, 17.5, 2.154, 2.175
1976, 8, 84.81, 65.06, 17.07, 13.3, 1.83, 1.85
1976, 9, 10.76, 11.09, 17.56, 13.94, 1.707, 1.716
1976, 10, 4.738, 10.24, 12.38, 8.906, 1.632, 1.6
1976, 11, 9.965, 27.31, 8.112, 4.645, 1.842, 1.842
1976, 12, 4.753, 18.46, 2.542, -0.9822, 2.095, 2.13
1977, 1, 32.91, 100.3, -3.752, -6.557, 2.068, 2.079
1977, 2, 11.62, 34.33, 3.994, 0.4856, 2.302, 2.308
1977, 3, 21.76, 74.96, 2.243, -1.617, 2.677, 2.63
1977, 4, 1.455, 3.077, 10.3, 6.565, 2.072, 2.077
1977, 5, 58.17, 90.9, 8.213, 4.144, 2.125, 2.112
1977, 6, 36.19, 42.75, 19.56, 15.7, 2.193, 2.226
1977, 7, 5.523, 4.352, 20.23, 15.99, 2.213, 2.252
1977, 8, 11.46, 6.275, 22.22, 18.69, 2.041, 2.086
1977, 9, 48.48, 64.55, 15.61, 11.98, 2.109, 2.094
1977, 10, 9.873, 19.38, 11.58, 7.903, 1.768, 1.711
1977, 11, 31.1, 76.21, 4.754, 1.051, 2.618, 2.576
1977, 12, 91.98, 285.8, 2.588, -1.142, 3.62, 3.579
1978, 1, 63.67, 254.3, 3.018, -0.8826, 3.189, 3.228
1978, 2, 29.14, 107.8, 3.754, -0.00821, 2.894, 2.903
1978, 3, 54.42, 147.1, 8.099, 4.294, 2.079, 2.088
1978, 4, 88.4, 194.9, 6.483, 2.545, 3.15, 3.13
1978, 5, 15.45, 23.46, 11.05, 7.048, 2.864, 2.862
1978, 6, 11.2, 14.75, 16.4, 12.2, 2.133, 2.089
1978, 7, 1.374, 2.739, 20.29, 16.06, 2.086, 2.114
1978, 8, 11.85, 9.195, 19.09, 14.77, 2.09, 2.136
1978, 9, 10.94, 13.87, 14.22, 10.34, 2.139, 2.149
1978, 10, 0.4194, 1.255, 12.87, 8.544, 1.859, 1.835
1978, 11, 24.73, 62.88, 2.43, -1.742, 2.147, 2.13
1978, 12, 16.83, 52.29, -2.73, -6.662, 2.135, 2.11
1979, 1, 36, 113.2, -1.407, -5.511, 2.463, 2.482
1979, 2, 55.8, 187.1, 1.365, -2.683, 3.286, 3.248
1979, 3, 27.92, 86.97, 6.43, 2.581, 2.014, 2.015
1979, 4, 25.19, 50.91, 7.413, 3.497, 2.072, 2.033
1979, 5, 21.16, 36.93, 13.39, 9.157, 2.822, 2.866
1979, 6, 4.944, 5.579, 16.88, 12.65, 2.423, 2.455
1979, 7, 3.242, 2.837, 20.47, 16.09, 2.228, 2.266
1979, 8, 22.91, 19.86, 18.71, 14.49, 2.087, 2.153
1979, 9, 3.474, 6.3, 18.58, 14.93, 1.719, 1.691
1979, 10, 79.1, 158.5, 12.05, 7.839, 2.115, 2.109
1979, 11, 69.78, 163.4, 3.517, 0.00756, 2.293, 2.276
1979, 12, 66.14, 330.4, 2.73, -0.9739, 3.172, 3.221
1980, 1, 67.3, 233.9, 1.518, -2.511, 3.013, 2.989
1980, 2, 65.43, 316, 5.007, 1.026, 3.284, 3.291
1980, 3, 28.92, 86.37, 3.755, -0.04133, 2.429, 2.426
1980, 4, 23.35, 55.26, 9.176, 5.292, 2.867, 2.87
1980, 5, 21.88, 25.68, 11.81, 8.059, 2.416, 2.429
1980, 6, 32.21, 34.43, 13.93, 9.999, 2.327, 2.366
1980, 7, 2.958, 0.9097, 21.06, 17.3, 2.078, 2.099
1980, 8, 2.185, 0.6166, 19.15, 15.38, 2.22, 2.25
1980, 9, 13.33, 15.8, 16.9, 13.2, 1.784, 1.772
1980, 10, 16.55, 27.63, 12.31, 8.636, 2.029, 2
1980, 11, 14.78, 41.43, 5.583, 1.817, 2.532, 2.524
1980, 12, 46.75, 159, 3.086, -0.6087, 3.295, 3.319
1981, 1, 40.33, 142.2, 3.453, -0.4267, 3.19, 3.243
1981, 2, 57.88, 223.9, 3.434, -0.285, 2.701, 2.667
1981, 3, 39.36, 100.1, 5.363, 1.41, 2.357, 2.34
1981, 4, 29.27, 71.87, 9.213, 5.217, 2.081, 2.063
1981, 5, 48.76, 83.57, 12, 8.067, 2.421, 2.458
1981, 6, 9.707, 8.761, 17.02, 13.15, 2.585, 2.621
1981, 7, 2.081, 2.597, 20.85, 17.24, 2.247, 2.256
1981, 8, 0.03242, 0.1609, 22.43, 19, 2.025, 2.082
1981, 9, 16.26, 17.66, 17.57, 14.11, 1.955, 1.973
1981, 10, 68.84, 149.5, 9.329, 5.657, 2.348, 2.339
1981, 11, 117.1, 389.8, 5.784, 1.87, 3.003, 2.995
1981, 12, 83.17, 276.1, 3.031, -0.7748, 3.695, 3.67
1982, 1, 29.94, 104.6, -1.444, -4.958, 2.833, 2.823
1982, 2, 52.65, 194.9, 1.803, -1.87, 2.925, 2.898
1982, 3, 54.68, 164.7, 3.326, -0.4965, 2.675, 2.681
1982, 4, 31.41, 94.96, 5.689, 1.935, 3.485, 3.465
1982, 5, 15.05, 24.16, 12.73, 8.975, 2.691, 2.732
1982, 6, 52.31, 54.85, 16.44, 12.54, 1.898, 1.914
1982, 7, 10.08, 6.197, 19.73, 16.13, 2.212, 2.288
1982, 8, 4.71, 4.397, 19.91, 15.78, 1.891, 1.927
1982, 9, 23.65, 38.46, 14.4, 10.84, 2.072, 2.085
1982, 10, 47.54, 92.52, 9.43, 5.788, 2.303, 2.298
1982, 11, 35.32, 95.78, 2.267, -1.236, 2.923, 2.895
1982, 12, 71.31, 268.1, -0.3898, -4.027, 3.895, 3.898
1983, 1, 84.49, 397.1, 2.28, -1.285, 3.189, 3.206
1983, 2, 110.6, 484.5, 3.684, -0.1986, 4.104, 4.157
1983, 3, 49.86, 164.1, 4.609, 1.055, 3.567, 3.616
1983, 4, 36.91, 82.55, 5.612, 1.951, 2.489, 2.472
1983, 5, 9.314, 12.13, 13.18, 9.487, 2.306, 2.325
1983, 6, 10.73, 8.931, 15.51, 11.81, 2.465, 2.505
1983, 7, 1.696, 0.647, 18.68, 15.39, 2.531, 2.565
1983, 8, 14.86, 10.59, 20.12, 16.56, 1.841, 1.897
1983, 9, 10.17, 16.55, 16.37, 12.74, 2.178, 2.165
1983, 10, 20.97, 43.71, 12.28, 8.847, 1.481, 1.459
1983, 11, 89.27, 284.9, 3.298, -0.1739, 3.491, 3.497
1983, 12, 120.6, 463.9, 0.1748, -3.438, 3.083, 3.069
1984, 1, 2.678, 10.85, 1.546, -2.001, 2.384, 2.4
1984, 2, 35.41, 113.7, 2.799, -0.5904, 3.215, 3.219
1984, 3, 41.95, 145.3, 6.27, 2.832, 2.35, 2.346
1984, 4, 36.81, 80.16, 7.264, 4.021, 2.857, 2.822
1984, 5, 13.01, 12.8, 13.5, 10.05, 2.61, 2.568
1984, 6, 27, 23.83, 15.75, 12.33, 2.718, 2.768
1984, 7, 7.446, 7.888, 22.37, 18.61, 2.069, 2.134
1984, 8, 30.12, 22.33, 21.15, 17.85, 2.172, 2.191
1984, 9, 15, 18.05, 16.62, 13.33, 1.66, 1.652
1984, 10, 41.4, 73.28, 7.83, 4.409, 2.276, 2.242
1984, 11, 72.97, 221.9, 2.582, -1.033, 3.608, 3.598
1984, 12, 24.82, 81.41, -1.727, -5.053, 2.445, 2.414
1985, 1, 5.934, 10.76, -0.5353, -3.89, 2.196, 2.228
1985, 2, 24.79, 92.46, 1.502, -2.032, 2.635, 2.614
