# Created by WEAP: 12/14/2020 6:12:11 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_N_SF Feather (31,747 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (15,544 ha),  1000 - 2000 m (16,203 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 727.8, 956.4, 7.716, 4.052, 3.985, 3.906
1970, 2, 170.1, 211.7, 10.08, 6.69, 2.226, 2.188
1970, 3, 124.1, 135.2, 10.96, 7.269, 2.582, 2.541
1970, 4, 43.87, 61.37, 11.05, 6.976, 2.607, 2.554
1970, 5, 6.831, 12.96, 18.74, 14.71, 2.473, 2.467
1970, 6, 32.59, 50.78, 21.79, 18.02, 2.566, 2.457
1970, 7, 0, 0.005466, 25.73, 21.56, 2.351, 2.283
1970, 8, 0, 0, 24.41, 20.64, 2.121, 2.076
1970, 9, 0, 0.4748, 21.2, 17.3, 2.069, 2.038
1970, 10, 82.97, 111.3, 15.63, 12.1, 1.945, 1.978
1970, 11, 388.4, 589.5, 10.59, 6.954, 3.052, 3.03
1970, 12, 405.1, 520.4, 4.917, 1.041, 3.21, 3.237
1971, 1, 160.9, 220.6, 6.893, 3.68, 2.925, 2.885
1971, 2, 16.59, 34.04, 8.013, 4.802, 2.38, 2.359
1971, 3, 253.3, 327.1, 8.969, 5.135, 2.525, 2.548
1971, 4, 65.72, 93.1, 11.6, 7.905, 2.618, 2.622
1971, 5, 55.21, 85.52, 14.38, 10.58, 2.915, 2.83
1971, 6, 26.69, 44.14, 19.66, 15.49, 2.623, 2.543
1971, 7, 0.6367, 0.7159, 25.26, 21.13, 2.757, 2.616
1971, 8, 2.256, 5.893, 25.28, 21.37, 2.302, 2.229
1971, 9, 31.8, 47.18, 21.18, 16.8, 2.158, 2.17
1971, 10, 13.06, 16.85, 14.49, 10.59, 2.12, 2.091
1971, 11, 117.5, 162.4, 9.743, 5.94, 2.484, 2.486
1971, 12, 237, 329.4, 3.834, -0.2331, 3.309, 3.307
1972, 1, 126.6, 177.7, 5.523, 2.076, 2.928, 2.934
1972, 2, 153.1, 221.1, 8.614, 4.702, 2.591, 2.581
1972, 3, 51.04, 82.36, 12.93, 9.259, 1.935, 1.941
1972, 4, 121.3, 179.5, 12.14, 8.047, 2.845, 2.847
1972, 5, 25.21, 36.68, 17.74, 13.71, 2.086, 2.036
1972, 6, 10.38, 13.2, 22.12, 18.06, 2.444, 2.374
1972, 7, 0, 0, 25.02, 21.21, 2.391, 2.309
1972, 8, 0.01926, 0.08784, 24.17, 20.23, 2.333, 2.265
1972, 9, 39.08, 58.66, 19.48, 15.5, 1.744, 1.714
1972, 10, 105.8, 146.2, 14.71, 10.84, 2.121, 2.093
1972, 11, 290.3, 362.9, 8.452, 5.038, 2.532, 2.498
1972, 12, 184.8, 220.1, 4.52, 0.8161, 3.086, 3.071
1973, 1, 503.5, 608.4, 5.175, 1.387, 3.226, 3.198
1973, 2, 375.1, 478.9, 8.446, 4.45, 3.34, 3.269
1973, 3, 151.8, 178.9, 7.895, 4.098, 2.695, 2.689
1973, 4, 18.32, 23.01, 13.87, 9.722, 2.503, 2.465
1973, 5, 21.9, 34.77, 19.47, 15.38, 2.174, 2.128
1973, 6, 5.026, 3.055, 22.77, 18.66, 2.743, 2.669
1973, 7, 0, 0.1916, 25.13, 21.41, 3.024, 2.881
1973, 8, 0.4266, 5.527, 23.35, 19.5, 2.46, 2.378
1973, 9, 42.01, 60.36, 20.33, 16.59, 2.32, 2.317
1973, 10, 126.4, 159.7, 15.4, 11.5, 2.233, 2.214
1973, 11, 600.7, 821.4, 7.259, 2.969, 3.979, 3.966
1973, 12, 240, 306, 6.75, 3.037, 3.068, 3.043
1974, 1, 267.4, 366.6, 5.804, 1.844, 3.264, 3.22
1974, 2, 151.4, 203.1, 7.312, 3.543, 2.874, 2.879
1974, 3, 417.6, 566.3, 9.25, 5.154, 3.155, 3.14
1974, 4, 97.01, 123.6, 11.39, 7.628, 2.587, 2.599
1974, 5, 1.304, 3.908, 17.11, 13.11, 2.807, 2.712
1974, 6, 8.136, 11.26, 21.96, 18.06, 2.821, 2.728
1974, 7, 227.5, 235.5, 23.51, 19.46, 2.867, 2.789
1974, 8, 0.07738, 1.596, 24.33, 20.32, 2.441, 2.3
1974, 9, 0, 0, 23.65, 20.08, 1.809, 1.798
1974, 10, 62.62, 83.5, 17.91, 13.96, 2.182, 2.166
1974, 11, 74.19, 99.22, 10.34, 7.08, 2.217, 2.189
1974, 12, 95.2, 149, 6.452, 3.38, 2.771, 2.727
1975, 1, 113.1, 155.2, 7.045, 4.181, 2.918, 2.9
1975, 2, 465.2, 652.3, 6.925, 3.239, 3.622, 3.587
1975, 3, 345.6, 473.2, 7.877, 3.843, 3.659, 3.626
1975, 4, 125.4, 176.8, 8.928, 4.773, 2.752, 2.738
1975, 5, 16.46, 31.21, 17.78, 13.76, 2.85, 2.817
1975, 6, 10.6, 16.89, 21.42, 17.43, 2.897, 2.844
1975, 7, 14.62, 18.49, 23.54, 19.9, 2.956, 2.876
1975, 8, 18.63, 41.17, 22.7, 18.79, 2.333, 2.267
1975, 9, 6.062, 12.23, 23.6, 19.75, 1.521, 1.468
1975, 10, 186.6, 235.3, 14.24, 10.49, 2.44, 2.427
1975, 11, 98.48, 113.1, 9.534, 5.682, 2.717, 2.696
1975, 12, 65.33, 70.29, 9.455, 5.882, 2.578, 2.536
1976, 1, 27.18, 31.58, 8.901, 5.11, 2.303, 2.309
1976, 2, 174.3, 238.5, 8.499, 4.47, 2.949, 2.969
1976, 3, 45.61, 56.43, 9.33, 5.675, 2.17, 2.184
1976, 4, 79.17, 86.92, 10.91, 7.089, 2.704, 2.646
1976, 5, 0.4967, 0.523, 18.96, 15.1, 2.788, 2.731
1976, 6, 7.444, 11.42, 20.49, 16.33, 2.736, 2.678
1976, 7, 0.2133, 0.05406, 24.8, 20.86, 2.727, 2.672
1976, 8, 46.66, 77.26, 21.18, 17.22, 2.243, 2.207
1976, 9, 36.34, 42.71, 21.4, 17.68, 1.78, 1.718
1976, 10, 5.631, 7.762, 17.82, 14.25, 1.55, 1.559
1976, 11, 47.93, 52.27, 14.13, 11.05, 1.975, 1.936
1976, 12, 17.51, 22.16, 10.36, 7.079, 2.511, 2.483
1977, 1, 101.3, 109.3, 7.763, 4.579, 2.314, 2.304
1977, 2, 100.6, 123.5, 11.69, 8.1, 2.347, 2.33
1977, 3, 78.88, 90.83, 8.715, 4.902, 2.524, 2.49
1977, 4, 24.04, 30.39, 15.87, 11.99, 2.351, 2.326
1977, 5, 90.22, 137.7, 12.62, 8.806, 2.326, 2.304
1977, 6, 0.7169, 3.522, 23.91, 20.06, 2.567, 2.465
1977, 7, 10.4, 14.37, 24.97, 21.07, 2.559, 2.523
1977, 8, 1.971, 4.884, 25.6, 22.09, 2.669, 2.572
1977, 9, 66.06, 84, 20.38, 16.55, 2.16, 2.148
1977, 10, 18.14, 23.15, 17.56, 13.82, 1.404, 1.417
1977, 11, 151, 163, 11.3, 7.831, 2.114, 2.107
1977, 12, 351.1, 414.8, 8.975, 5.213, 3.271, 3.248
1978, 1, 644.5, 786.5, 8.368, 4.65, 3.558, 3.452
1978, 2, 300.9, 383.4, 8.667, 5.03, 2.924, 2.899
1978, 3, 302.4, 356.6, 12.58, 8.889, 2.379, 2.342
1978, 4, 280, 333, 11.11, 7.337, 2.792, 2.819
1978, 5, 37.25, 56.37, 17.49, 13.55, 2.576, 2.547
1978, 6, 3.819, 6.252, 20.65, 16.81, 2.165, 2.12
1978, 7, 21.35, 16.3, 24.89, 20.82, 2.274, 2.192
1978, 8, 0.02049, 0.9047, 24.17, 20.34, 2.377, 2.304
1978, 9, 79.71, 107.1, 19.73, 15.73, 2.128, 2.072
1978, 10, 0.0008125, 0, 19.7, 15.91, 1.674, 1.682
1978, 11, 152.6, 178.7, 9.737, 6.084, 2.098, 2.095
1978, 12, 66.51, 81.95, 6.122, 3.04, 2.474, 2.44
1979, 1, 310.3, 342.3, 5.985, 2.329, 3.053, 3.005
1979, 2, 424.3, 496, 6.916, 3.171, 2.861, 2.857
1979, 3, 210.9, 230.9, 10.46, 6.775, 2.11, 2.079
1979, 4, 115.8, 142.5, 12.26, 8.718, 2.149, 2.104
1979, 5, 65.49, 108.6, 18.54, 15.13, 2.882, 2.861
1979, 6, 1.34, 2.237, 21.58, 17.77, 2.842, 2.798
1979, 7, 14.52, 12.67, 23.94, 20.24, 2.7, 2.641
1979, 8, 16.85, 22.78, 22.4, 18.67, 2.558, 2.481
1979, 9, 4.816, 5.252, 23.25, 19.46, 1.677, 1.655
1979, 10, 209.4, 246.6, 16.25, 12.7, 2.189, 2.133
1979, 11, 142.7, 169.9, 10.25, 6.699, 2.319, 2.3
1979, 12, 231.4, 306.1, 9.494, 6.154, 3.555, 3.476
