# Created by WEAP: 12/14/2020 6:12:11 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_N_Lost Creek (4,240 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (4,240 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 963.9, 3.072, 3.885
1970, 2, 213.4, 5.731, 2.178
1970, 3, 135.4, 6.349, 2.532
1970, 4, 66.15, 5.954, 2.542
1970, 5, 14.48, 13.63, 2.468
1970, 6, 56.01, 17.09, 2.426
1970, 7, 0, 20.56, 2.265
1970, 8, 0, 19.65, 2.064
1970, 9, 1.047, 16.23, 2.032
1970, 10, 113.5, 11.08, 1.99
1970, 11, 604.5, 5.978, 3.026
1970, 12, 514, -0.03461, 3.247
1971, 1, 222.5, 2.592, 2.875
1971, 2, 36.37, 3.821, 2.356
1971, 3, 326.4, 4.161, 2.557
1971, 4, 99.24, 6.977, 2.627
1971, 5, 94.13, 9.714, 2.808
1971, 6, 47.24, 14.48, 2.52
1971, 7, 0.5497, 20.14, 2.575
1971, 8, 7.325, 20.41, 2.209
1971, 9, 51.81, 15.69, 2.176
1971, 10, 18.22, 9.493, 2.086
1971, 11, 162.9, 4.86, 2.49
1971, 12, 325.9, -1.377, 3.309
1972, 1, 183.7, 0.7522, 2.939
1972, 2, 226.4, 3.551, 2.581
1972, 3, 86.72, 8.229, 1.946
1972, 4, 196.7, 6.979, 2.851
1972, 5, 38.88, 12.69, 2.024
1972, 6, 14.49, 17.06, 2.355
1972, 7, 0, 20.27, 2.287
1972, 8, 0.1274, 19.25, 2.247
1972, 9, 67.24, 14.44, 1.708
1972, 10, 152.2, 9.806, 2.087
1972, 11, 372.9, 3.985, 2.489
1972, 12, 220, -0.3698, 3.069
1973, 1, 611.2, 0.2469, 3.193
1973, 2, 483.1, 3.398, 3.25
1973, 3, 181, 3.13, 2.691
1973, 4, 25.41, 8.738, 2.458
1973, 5, 36.79, 14.41, 2.117
1973, 6, 2.851, 17.66, 2.651
1973, 7, 0.2358, 20.48, 2.84
1973, 8, 7.251, 18.57, 2.356
1973, 9, 67.61, 15.61, 2.319
1973, 10, 162.5, 10.46, 2.211
1973, 11, 842.6, 2.011, 3.966
1973, 12, 291.1, 1.975, 3.039
1974, 1, 367.7, 0.7865, 3.21
1974, 2, 204.1, 2.631, 2.884
1974, 3, 574.2, 4.205, 3.14
1974, 4, 136, 6.696, 2.607
1974, 5, 4.495, 12.18, 2.688
1974, 6, 12.53, 17.13, 2.702
1974, 7, 250.8, 18.51, 2.767
1974, 8, 1.541, 19.28, 2.259
1974, 9, 0, 18.99, 1.797
1974, 10, 85.45, 12.83, 2.164
1974, 11, 101.9, 6.069, 2.183
1974, 12, 153.3, 2.387, 2.716
1975, 1, 158, 3.143, 2.896
1975, 2, 667.2, 2.323, 3.58
1975, 3, 475, 2.87, 3.62
1975, 4, 191.9, 3.777, 2.737
1975, 5, 35.52, 12.73, 2.81
1975, 6, 19.09, 16.43, 2.831
1975, 7, 19.48, 18.99, 2.854
1975, 8, 50.83, 17.85, 2.249
1975, 9, 17.18, 18.76, 1.455
1975, 10, 246.6, 9.476, 2.426
1975, 11, 114.5, 4.581, 2.692
1975, 12, 68.29, 4.635, 2.525
1976, 1, 32.17, 3.886, 2.313
1976, 2, 248.6, 3.415, 2.978
1976, 3, 58.32, 4.742, 2.191
