# Created by WEAP: 12/14/2020 6:11:15 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: OR_WA_BPA_Yakima (598,039 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (500,634 ha),  1000 - 2000 m (97,109 ha),  2000 - 3000 m (296 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 123.6, 234.9, 142, -1.476, -5.532, -9.317, 3.443, 3.299, 3.194
1970, 2, 24.16, 39.81, 35.81, 4.632, 0.2299, -3.374, 2.835, 2.693, 2.679
1970, 3, 11.28, 31.1, 28.62, 6.844, 1.827, -2.295, 2.699, 2.569, 2.535
1970, 4, 10.43, 27.76, 30.57, 8.581, 3.212, -0.9565, 3.251, 3.123, 3.058
1970, 5, 3.438, 4.345, 6.67, 15.03, 9.741, 5.724, 2.318, 2.308, 2.291
1970, 6, 3.258, 8.396, 4.524, 21.25, 16, 11.8, 2.548, 2.541, 2.569
1970, 7, 0.9692, 0.4144, 0.8325, 23.16, 17.72, 13.62, 2.265, 2.334, 2.357
1970, 8, 0.03433, 0.2401, 0.4732, 22.27, 17.24, 13.6, 2.243, 2.279, 2.272
1970, 9, 2.878, 5.348, 8.099, 14.99, 10.11, 6.435, 2.306, 2.253, 2.239
1970, 10, 16.18, 29.61, 17.14, 10.32, 5.584, 1.233, 2.699, 2.614, 2.601
1970, 11, 44.38, 103.1, 53.16, 4.276, -0.01042, -3.75, 3.635, 3.483, 3.447
1970, 12, 45.9, 121.5, 98.19, -0.914, -5.1, -8.919, 3.747, 3.664, 3.639
1971, 1, 62.59, 145.2, 126.6, 2.571, -2.097, -6.151, 3.95, 3.729, 3.642
1971, 2, 10.22, 42.9, 49.26, 4.1, -0.4563, -4.181, 3.358, 3.207, 3.141
1971, 3, 53.7, 105.4, 77.22, 4.357, -0.8025, -5.17, 3.2, 3.105, 3.059
1971, 4, 20.53, 45.67, 23.23, 9.821, 4.419, -0.03057, 2.619, 2.502, 2.441
1971, 5, 14.37, 14.29, 12.99, 16.11, 10.46, 6.033, 3.126, 3.055, 3.01
1971, 6, 14.56, 15.21, 13.77, 16.43, 10.98, 6.679, 1.935, 1.944, 1.966
1971, 7, 1.724, 2.386, 2.891, 23.19, 17.68, 13.31, 2.138, 2.135, 2.102
1971, 8, 5.601, 4.879, 2.359, 24.31, 18.79, 14.87, 2.098, 2.163, 2.172
1971, 9, 28.06, 29.88, 12.89, 14.63, 9.574, 5.361, 2.275, 2.232, 2.195
1971, 10, 10.37, 28.64, 21.69, 9.958, 5.388, 1.595, 2.348, 2.236, 2.189
1971, 11, 32.63, 69.81, 52.78, 4.59, 0.1684, -3.543, 2.866, 2.791, 2.74
1971, 12, 48.88, 127.9, 115.9, -0.5188, -4.554, -7.629, 3.794, 3.623, 3.477
1972, 1, 40.73, 152.1, 175.7, -0.7169, -4.68, -8.071, 4.174, 3.91, 3.766
1972, 2, 26.84, 109.7, 153.6, 1.385, -2.756, -6.39, 3.495, 3.364, 3.306
1972, 3, 35, 93.95, 121.7, 7.647, 2.553, -1.862, 2.589, 2.497, 2.473
1972, 4, 5.448, 24, 36.64, 8.583, 3.134, -0.9235, 2.944, 2.82, 2.783
1972, 5, 34.53, 29.39, 21.58, 16.36, 10.77, 6.612, 2.255, 2.182, 2.147
1972, 6, 32.42, 28.12, 24.05, 19.3, 13.6, 9.073, 2.295, 2.343, 2.383
1972, 7, 4.472, 10.01, 10.66, 22.26, 16.8, 12.35, 2.188, 2.202, 2.202
1972, 8, 8.076, 12.42, 7.569, 23.01, 17.62, 13.43, 2.304, 2.321, 2.311
1972, 9, 5.99, 30.52, 29.1, 15.03, 9.952, 5.682, 2.043, 2.015, 2.004
1972, 10, 1.735, 3.172, 4.044, 10.9, 6.173, 2.55, 1.966, 1.846, 1.796
1972, 11, 23.17, 50.28, 35.81, 4.639, 0.5292, -3.01, 2.676, 2.627, 2.646
1972, 12, 50.08, 135.5, 153.2, -2.402, -6.502, -9.832, 3.872, 3.726, 3.688
1973, 1, 39.84, 80.3, 59.48, -1.528, -5.609, -8.734, 3.782, 3.666, 3.686
1973, 2, 12.5, 20.27, 13.05, 3.023, -1.235, -4.716, 2.747, 2.638, 2.648
1973, 3, 2.846, 10.88, 18.87, 7.628, 2.514, -1.749, 2.748, 2.598, 2.526
1973, 4, 2.599, 8.717, 9.329, 11.54, 5.947, 1.616, 2.362, 2.205, 2.115
1973, 5, 4.635, 7.979, 13.57, 16.02, 10.53, 6.048, 2.452, 2.365, 2.338
1973, 6, 1.195, 5.69, 12.88, 18.92, 13.21, 8.883, 2.69, 2.551, 2.514
1973, 7, 0.0006256, 0, 0, 23.36, 17.74, 13.46, 2.272, 2.255, 2.232
1973, 8, 0.2586, 0.3814, 0.4195, 21.44, 15.76, 11.88, 2.434, 2.392, 2.356
1973, 9, 17.51, 30.81, 18.02, 17.5, 12.3, 8.603, 2.181, 2.105, 2.066
1973, 10, 43.24, 59.31, 26.35, 10.6, 5.659, 1.963, 2.056, 1.979, 1.979
1973, 11, 104.6, 189.7, 117.5, 2.907, -2.071, -6.034, 3.379, 3.274, 3.17
1973, 12, 85.23, 179.6, 129.1, 2.556, -1.784, -5.273, 3.271, 3.216, 3.177
1974, 1, 74.54, 185.6, 136.4, -2.188, -6.798, -9.814, 3.782, 3.619, 3.553
1974, 2, 27.99, 66.36, 65.84, 4.524, -0.2789, -4.083, 3.414, 3.263, 3.219
1974, 3, 36.91, 76.46, 70.12, 6.755, 1.359, -3.232, 3.071, 2.974, 2.971
1974, 4, 42.32, 72.09, 59.43, 10.56, 5.115, 0.2037, 3.022, 2.885, 2.851
1974, 5, 11.56, 20.04, 26.71, 13.21, 7.799, 3.198, 2.416, 2.323, 2.301
1974, 6, 5.707, 14.71, 25.6, 20.76, 15.16, 10.69, 2.714, 2.694, 2.648
1974, 7, 15.27, 21.8, 7.413, 21.42, 16.12, 11.79, 2.227, 2.223, 2.206
1974, 8, 0.4399, 1.055, 1.615, 22.67, 17.29, 12.9, 2.455, 2.41, 2.356
1974, 9, 0.1046, 0.2536, 0.9981, 18.94, 14.15, 10.37, 2.034, 1.974, 1.982
1974, 10, 11.09, 13.88, 7.969, 11.63, 7.228, 3.796, 1.841, 1.748, 1.734
1974, 11, 23.01, 63.3, 61, 5.439, 1.165, -2.196, 3.004, 2.903, 2.835
1974, 12, 42.19, 109, 131.3, 2.187, -1.92, -5.192, 3.305, 3.194, 3.16
1975, 1, 80.07, 173.1, 157.6, 0.02567, -4.072, -7.263, 3.21, 3.059, 2.938
1975, 2, 53.39, 119.7, 98.15, 0.9504, -3.601, -7.376, 3.224, 3.111, 3.087
1975, 3, 19.92, 57.27, 50.71, 5.2, 0.1106, -4.052, 3.088, 2.945, 2.917
1975, 4, 17.47, 26, 17.57, 8.601, 3.221, -1.27, 3.039, 2.891, 2.813
1975, 5, 6.851, 8.486, 10.91, 14.71, 9.345, 4.941, 2.765, 2.583, 2.539
1975, 6, 4.652, 11.96, 16.49, 18.26, 12.56, 7.965, 3.135, 3.023, 2.987
1975, 7, 7.55, 12.89, 3.79, 24.44, 18.89, 14.23, 2.626, 2.689, 2.715
1975, 8, 40.38, 44.68, 26.84, 19.99, 14.58, 10.29, 2.323, 2.293, 2.272
1975, 9, 2.703E-5, 0.01765, 0.08408, 18.42, 13.43, 9.194, 2.203, 2.163, 2.144
1975, 10, 30.92, 62.66, 47.72, 10.4, 5.357, 1.142, 2.931, 2.86, 2.833
1975, 11, 27.66, 79.9, 75.65, 4.27, -0.412, -4.168, 3.233, 3.192, 3.216
1975, 12, 34.52, 130, 174.8, 1.448, -2.518, -5.307, 3.383, 3.269, 3.191
1976, 1, 27.04, 80.65, 101.2, 1.445, -2.628, -5.686, 3.155, 3.024, 2.952
1976, 2, 29.17, 101.7, 114.8, 2.655, -2.173, -5.625, 3.552, 3.396, 3.329
1976, 3, 17.11, 39.68, 48.75, 5.219, -0.06074, -4.161, 2.893, 2.776, 2.737
1976, 4, 17.69, 39.3, 36.2, 9.744, 4.391, 0.1121, 2.788, 2.608, 2.54
1976, 5, 3.253, 6.427, 8.787, 15.04, 9.467, 5.175, 2.378, 2.304, 2.265
1976, 6, 3.909, 9.005, 12.55, 16.83, 11.13, 6.507, 2.705, 2.635, 2.575
1976, 7, 8.513, 9.307, 8.55, 21.63, 16.11, 11.65, 2.257, 2.243, 2.186
1976, 8, 35.35, 39.62, 30.83, 20.19, 14.69, 9.978, 1.955, 1.951, 1.97
1976, 9, 2.265, 4.391, 3.469, 19.36, 14.26, 9.892, 2.083, 2.025, 2.017
1976, 10, 3.193, 11.15, 14.43, 11.38, 6.753, 3.017, 1.998, 1.91, 1.893
1976, 11, 1.438, 9.254, 15.4, 5.288, 1.164, -1.997, 2.312, 2.205, 2.198
1976, 12, 4.774, 17.92, 27.86, -0.008518, -3.199, -5.392, 2.963, 2.856, 2.824
1977, 1, 4.141, 9.37, 12.47, -3.994, -7.38, -9.43, 2.301, 2.214, 2.163
1977, 2, 22.57, 37.22, 34.69, 4.267, -0.3485, -3.465, 2.782, 2.713, 2.708
1977, 3, 12.68, 38.84, 58.34, 6.717, 1.407, -3.097, 3.427, 3.299, 3.228
1977, 4, 0.2759, 2.645, 7.915, 13.55, 7.923, 3.166, 2.124, 2.008, 2
1977, 5, 20.85, 34.99, 25.48, 12.81, 7.197, 2.422, 2.238, 2.255, 2.283
1977, 6, 8.96, 13.63, 13.94, 21.33, 15.66, 10.69, 2.566, 2.561, 2.548
1977, 7, 2.351, 10.97, 9.248, 21.74, 16.27, 11.32, 2.331, 2.335, 2.317
1977, 8, 30.62, 30.35, 15.05, 24.86, 19.43, 14.65, 2.233, 2.217, 2.194
1977, 9, 20.34, 28.85, 20.44, 15.51, 10.37, 6.316, 1.939, 1.938, 1.922
1977, 10, 7.028, 23.49, 35.16, 11.06, 6.318, 2.741, 2.221, 2.173, 2.193
1977, 11, 29.93, 101.4, 135.3, 3.548, -1.05, -4.8, 3.33, 3.194, 3.169
1977, 12, 84.74, 210.8, 255.1, 1.413, -2.896, -5.578, 3.88, 3.727, 3.61
1978, 1, 75.31, 117.5, 84.02, 0.1393, -3.799, -5.755, 3.083, 2.959, 2.916
1978, 2, 43.08, 84.45, 72.22, 3.469, -0.8239, -3.527, 2.87, 2.779, 2.727
1978, 3, 14.45, 27.94, 42.06, 8.741, 3.954, 0.1068, 2.023, 1.894, 1.88
1978, 4, 27.77, 43.33, 56.81, 10.53, 5.512, 1.295, 2.751, 2.645, 2.593
1978, 5, 7.855, 19.06, 50.05, 13.82, 8.525, 4.083, 2.837, 2.708, 2.647
1978, 6, 8.388, 10.09, 19.9, 20.07, 14.68, 10.18, 2.044, 2.091, 2.109
1978, 7, 27.13, 41.45, 25, 22.72, 17.32, 12.44, 2.429, 2.456, 2.464
1978, 8, 19.12, 24.78, 29.84, 21.17, 16.07, 11.44, 2.228, 2.246, 2.259
1978, 9, 10.67, 23.37, 23.19, 16.15, 10.95, 6.357, 2.051, 1.976, 1.955
1978, 10, 0.1144, 2.59, 10.78, 11.53, 7.196, 4.151, 1.943, 1.749, 1.668
1978, 11, 20.26, 38.77, 75.07, 0.9945, -3.201, -5.566, 2.658, 2.56, 2.557
1978, 12, 10.28, 58.18, 133.2, -1.513, -6.169, -9.117, 3.05, 2.883, 2.814
1979, 1, 29.91, 46.3, 41.01, -8.722, -11.96, -11.78, 2.542, 2.469, 2.478
1979, 2, 26.86, 104.8, 163.1, 1.351, -2.957, -6.603, 3.33, 3.275, 3.225
1979, 3, 10.97, 33.4, 62.95, 8.079, 3.324, -0.3039, 2.465, 2.291, 2.25
1979, 4, 11.07, 25.14, 39.95, 10.72, 5.663, 1.494, 2.172, 2.075, 2.033
1979, 5, 2.452, 8.176, 20.32, 16.56, 11.16, 6.65, 2.029, 1.981, 1.948
1979, 6, 2.779, 6.61, 17.45, 20.05, 14.55, 9.685, 2.382, 2.325, 2.264
