# Created by WEAP: 12/14/2020 6:11:50 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CAN_BC_Middle Columbia (2,178,974 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (974,639 ha),  1000 - 2000 m (1,086,369 ha),  2000 - 3000 m (117,966 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 91.32, 125, 155.4, -4.618, -8.671, -11.57, 2.649, 2.379, 2.182
1970, 2, 38, 51.76, 54.79, 0.1199, -4.077, -7.26, 2.482, 2.26, 2.076
1970, 3, 31.93, 42.92, 52.3, 2.77, -1.61, -4.955, 2.401, 2.413, 2.487
1970, 4, 27.57, 51.7, 62.55, 5.967, 1.86, -1.447, 2.877, 2.843, 2.839
1970, 5, 16.2, 28.31, 34.23, 13.03, 8.891, 5.51, 1.682, 1.599, 1.521
1970, 6, 48.69, 75.34, 82.78, 18.89, 14.31, 10.78, 2.159, 2.172, 2.199
1970, 7, 16.07, 25.29, 46.44, 21.52, 17.05, 13.42, 1.966, 2.073, 2.168
1970, 8, 9.042, 15.44, 16.03, 20.98, 16.72, 13.31, 1.7, 1.753, 1.837
1970, 9, 26.62, 55.42, 83.51, 12.17, 7.532, 3.755, 2.38, 2.484, 2.578
1970, 10, 46.62, 68.35, 77, 6.787, 2.169, -1.41, 2.236, 2.197, 2.212
1970, 11, 49.7, 75.19, 100.7, 0.5024, -3.735, -6.824, 3.09, 2.769, 2.466
1970, 12, 105.5, 151.6, 171.8, -4.172, -7.977, -10.61, 3.084, 2.95, 2.887
1971, 1, 85.28, 164.3, 265.2, -3.566, -7.801, -10.99, 3.669, 3.619, 3.669
1971, 2, 37.77, 71.3, 107.7, -0.8914, -5.101, -8.276, 2.461, 2.322, 2.265
1971, 3, 65.15, 90.04, 106.3, 0.6647, -3.463, -6.565, 2.807, 2.764, 2.733
1971, 4, 41.97, 71.31, 84.37, 7.59, 3.536, 0.1794, 2.156, 2.028, 1.94
1971, 5, 43.72, 61.72, 67.9, 13.68, 9.223, 5.517, 2.113, 1.841, 1.598
1971, 6, 52.08, 79.21, 86.92, 14.54, 10.22, 6.676, 1.746, 1.852, 1.943
1971, 7, 24.5, 38.59, 42.65, 20.16, 15.43, 11.71, 1.719, 1.802, 1.928
1971, 8, 19.12, 29.18, 33.26, 22.56, 18.21, 14.77, 1.871, 2.025, 2.191
1971, 9, 48.27, 70.59, 83.55, 12.42, 8.132, 4.728, 2.236, 2.345, 2.46
1971, 10, 41.25, 72.54, 108.5, 6.74, 2.32, -1.159, 2.29, 2.339, 2.404
1971, 11, 47.93, 85.81, 127.4, 1.174, -2.825, -5.794, 2.462, 2.48, 2.542
1971, 12, 103, 166.5, 240.1, -5.508, -9.566, -12.47, 2.806, 2.608, 2.506
1972, 1, 50.79, 114.2, 187.1, -6.511, -10.75, -13.88, 3.953, 3.853, 3.816
1972, 2, 40.91, 92.93, 160.2, -1.774, -5.639, -8.678, 3.195, 3.089, 3.014
1972, 3, 46.46, 83.96, 125.9, 4.291, -0.3009, -4.217, 2.537, 2.598, 2.706
1972, 4, 43.35, 75.52, 91.53, 5.865, 1.609, -2.013, 2.682, 2.675, 2.707
