# Created by WEAP: 12/14/2020 6:10:59 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CAN_BC_Headwater Columbia (2,324,555 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (290,052 ha),  1000 - 2000 m (1,430,536 ha),  2000 - 3000 m (603,572 ha),  3000 - 4000 m (395 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 80.98, 126.5, 139.2, 119.2, -8.032, -11.86, -14.52, -17.45, 2.62, 2.638, 2.609, 2.708
1970, 2, 29.54, 54.33, 58.15, 58.18, -1.2, -5.114, -7.707, -9.485, 2.484, 2.534, 2.539, 2.667
1970, 3, 22.91, 43.59, 52.9, 58.38, 1.348, -3.156, -6.206, -8.823, 2.829, 2.96, 3.074, 3.261
1970, 4, 26.62, 51.14, 71.91, 81.03, 5.014, 0.4178, -2.63, -5.017, 3.274, 3.31, 3.311, 3.355
1970, 5, 39.15, 42.7, 41.01, 32.9, 12.75, 7.986, 4.757, 2.706, 1.907, 1.955, 1.976, 2.125
1970, 6, 82.86, 99.11, 108, 105.4, 18.45, 13.87, 10.85, 9.022, 2.538, 2.583, 2.606, 2.666
1970, 7, 37.59, 45.43, 49.58, 50.41, 20.8, 15.99, 12.73, 10.56, 2.496, 2.484, 2.454, 2.425
1970, 8, 15.19, 15.75, 17.37, 12.15, 20.63, 15.82, 12.64, 10.36, 2.102, 2.161, 2.208, 2.295
1970, 9, 55, 68.39, 72.11, 55.21, 10.51, 6.301, 3.437, 1.793, 3.105, 3.152, 3.165, 3.259
1970, 10, 29.88, 45.97, 55.55, 50.17, 5.196, 1.167, -1.5, -2.904, 2.679, 2.822, 2.933, 3.169
1970, 11, 55.23, 84.92, 91.22, 86.51, -1.542, -5.806, -8.775, -11.32, 2.653, 2.587, 2.485, 2.42
1970, 12, 69.83, 117.4, 132.2, 107.4, -5.457, -10.06, -13.33, -16.74, 3.305, 3.383, 3.423, 3.558
1971, 1, 99.09, 177.2, 222.9, 191.7, -5.932, -10.75, -14.07, -17.41, 4.037, 4.091, 4.123, 4.169
1971, 2, 33.85, 64.3, 81.06, 93.65, -1.303, -5.794, -8.823, -10.84, 2.884, 2.948, 2.966, 3.112
1971, 3, 40.19, 74.66, 82.66, 85.31, 0.4063, -4.49, -7.857, -10.49, 3.295, 3.304, 3.266, 3.303
1971, 4, 40.22, 67.98, 87.81, 72.51, 7.588, 2.698, -0.5516, -2.69, 2.342, 2.382, 2.382, 2.47
1971, 5, 56.56, 62.95, 63.2, 54.82, 13, 8.384, 5.312, 3.395, 1.991, 1.939, 1.84, 1.845
1971, 6, 67.28, 79.9, 84.48, 90.39, 14.27, 9.983, 7.13, 5.582, 2.276, 2.369, 2.454, 2.592
1971, 7, 37.9, 44.88, 46.51, 45.23, 19.15, 14.43, 11.38, 9.422, 2.22, 2.305, 2.379, 2.486
1971, 8, 38.2, 36.83, 33.4, 25.99, 22.21, 17.55, 14.5, 12.41, 2.362, 2.409, 2.46, 2.493
1971, 9, 34.94, 52.68, 67.12, 66.81, 11.69, 7.144, 4.133, 2.187, 2.87, 2.961, 3.037, 3.172
