# Created by WEAP: 12/14/2020 6:11:58 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_PGE_CEN_Upr Mokelumne (38,173 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (2,038 ha),  1000 - 2000 m (28,662 ha),  2000 - 3000 m (7,473 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 517.8, 489.2, 533.1, 4.836, 3.668, 0.09499, 3.053, 3.019, 2.962
1970, 2, 129.1, 129.7, 153.1, 8.03, 6.797, 2.971, 1.892, 1.888, 1.882
1970, 3, 98.95, 93.57, 91.94, 8.5, 7.136, 3.047, 2.041, 2.036, 2.036
1970, 4, 83.67, 93.53, 116.6, 8.197, 6.672, 2.451, 2.353, 2.347, 2.342
1970, 5, 0.1981, 0.8224, 1.984, 16.22, 14.71, 10.57, 2.327, 2.341, 2.369
1970, 6, 69.62, 81.75, 102.6, 19.03, 17.4, 13.33, 2.304, 2.269, 2.213
1970, 7, 0, 0.005227, 0.4511, 24.03, 22.72, 18.77, 2.217, 2.205, 2.185
1970, 8, 0, 0, 0, 23.27, 22.09, 18.46, 1.948, 1.944, 1.939
1970, 9, 0.9527, 0.4838, 0.8747, 19.61, 18.37, 14.41, 1.898, 1.906, 1.924
1970, 10, 39.4, 42.15, 43.76, 14.09, 13.02, 9.231, 1.747, 1.775, 1.826
1970, 11, 316, 320.4, 404.1, 8.922, 7.843, 4.342, 2.463, 2.473, 2.494
1970, 12, 335.9, 316.8, 397.7, 2.089, 0.9201, -2.63, 2.788, 2.816, 2.859
1971, 1, 107.7, 99.42, 113.3, 3.887, 3.312, 0.3836, 2.551, 2.554, 2.555
1971, 2, 46.26, 46.18, 53.38, 6.953, 5.855, 1.949, 2.044, 2.046, 2.052
1971, 3, 163.2, 166.2, 187.7, 7.553, 6.108, 2.034, 2.004, 2.018, 2.049
1971, 4, 41.34, 47.79, 61.9, 9.304, 7.904, 3.997, 2.301, 2.317, 2.35
1971, 5, 60.03, 66.2, 86.76, 11.66, 10.13, 6.234, 2.419, 2.395, 2.359
1971, 6, 37.11, 46.4, 53.46, 17.31, 15.78, 11.85, 2.553, 2.531, 2.495
1971, 7, 0.03964, 0.3567, 7.199, 23.12, 21.62, 17.56, 2.587, 2.549, 2.483
1971, 8, 0.01039, 0.1815, 6.587, 23.68, 22.21, 18.28, 2.21, 2.186, 2.145
1971, 9, 33.67, 28.95, 31.4, 19.76, 18.49, 14.34, 1.889, 1.901, 1.927
1971, 10, 17.03, 20.66, 26.5, 12.41, 11.3, 7.599, 1.804, 1.803, 1.806
1971, 11, 187.6, 188.4, 239.4, 7.647, 6.619, 3.123, 2.08, 2.1, 2.135
1971, 12, 311.3, 302.1, 354.1, 0.5011, -0.4856, -3.773, 2.818, 2.832, 2.856
1972, 1, 72.9, 67.85, 77.79, 3.165, 2.571, -0.5819, 2.633, 2.649, 2.671
1972, 2, 103.3, 103.2, 108.6, 7.038, 5.854, 2.123, 1.954, 1.948, 1.944
1972, 3, 34.36, 39.42, 50.38, 11.09, 9.989, 6.151, 1.556, 1.558, 1.57
1972, 4, 116.5, 121.9, 144.6, 10.21, 8.723, 4.656, 2.423, 2.433, 2.459
1972, 5, 8.777, 12.01, 15.86, 15.79, 14.41, 10.36, 1.967, 1.959, 1.947
1972, 6, 5.338, 10.85, 21.04, 19.96, 18.39, 14.34, 2.194, 2.176, 2.148
1972, 7, 0, 0.005349, 0.4423, 23.78, 22.74, 19.09, 2.238, 2.222, 2.199
1972, 8, 3.144, 11.42, 23.34, 22.44, 21.11, 17.5, 2.176, 2.154, 2.119
1972, 9, 64.51, 52.8, 62.61, 18.01, 16.72, 13.02, 1.589, 1.587, 1.588
1972, 10, 41.47, 47.57, 64.36, 12.54, 11.06, 7.171, 1.816, 1.815, 1.816
1972, 11, 196.6, 184.3, 206.7, 6.219, 5.229, 1.95, 2.29, 2.301, 2.317
1972, 12, 167.7, 151.3, 181.9, 1.502, 1.018, -1.761, 2.569, 2.579, 2.593
1973, 1, 390.9, 345.3, 340.7, 2.585, 1.565, -1.747, 2.799, 2.803, 2.81
1973, 2, 315.9, 292.1, 299.9, 5.908, 4.419, 0.4437, 3.062, 3.051, 3.029
1973, 3, 169.9, 159, 157.5, 5.19, 3.571, -0.478, 2.301, 2.316, 2.343
1973, 4, 50.17, 49.91, 54.97, 11.24, 9.806, 5.997, 2.171, 2.182, 2.205
1973, 5, 16.05, 22.67, 35.6, 17.03, 15.55, 11.76, 1.937, 1.929, 1.919
