# Created by WEAP: 12/14/2020 6:11:43 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_SCE_CEN_Boquet Creek (9,492 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (6,341 ha),  1000 - 2000 m (3,151 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m

1970, 1, 32.51, 30.37, 8.651, 8.097, 2.435, 2.378
1970, 2, 88.85, 94.96, 10.39, 9.743, 2.258, 2.223
1970, 3, 139.1, 122.8, 11.08, 10.6, 2.979, 2.916
1970, 4, 1, 0.949, 11.66, 11.14, 3.838, 3.759
1970, 5, 0, 0, 17.83, 17.69, 3.088, 3.031
1970, 6, 4.497, 3.955, 21.82, 22.05, 3.035, 2.98
1970, 7, 0.03719, 0.0655, 27.32, 27.51, 2.205, 2.167
1970, 8, 0, 0, 27.1, 27.19, 2.092, 2.041
1970, 9, 0, 0, 22.25, 22.02, 2.364, 2.324
1970, 10, 0.1739, 0.1067, 16.88, 16.37, 2.28, 2.242
1970, 11, 174.6, 199.2, 12.83, 12.14, 2.481, 2.44
1970, 12, 111.2, 110.4, 6.647, 5.789, 2.227, 2.19
1971, 1, 18.1, 18.46, 8.529, 7.626, 2.544, 2.507
1971, 2, 18.86, 24.12, 9.753, 9.103, 2.999, 2.93
1971, 3, 29.54, 25.09, 11.11, 10.43, 3.186, 3.124
1971, 4, 19.71, 19.41, 12.02, 11.41, 3.833, 3.759
1971, 5, 26.3, 25.89, 14.41, 13.99, 3.415, 3.351
1971, 6, 0.09475, 0.137, 20.2, 20.1, 3.099, 3.045
1971, 7, 0, 0, 25.93, 26.06, 2.439, 2.399
1971, 8, 0, 0, 26.98, 27.05, 2.349, 2.304
1971, 9, 7.734, 8.08, 23.06, 22.96, 2.075, 2.023
1971, 10, 5.31, 4.158, 15.46, 14.91, 2.344, 2.291
1971, 11, 17.4, 16.02, 11.58, 11, 2.364, 2.315
1971, 12, 218.9, 229.8, 4.932, 4.054, 3.039, 2.98
1972, 1, 0, 0, 7.504, 6.548, 2.843, 2.798
1972, 2, 1.385, 2.364, 11.35, 10.68, 2.335, 2.297
1972, 3, 0, 0, 15.26, 14.72, 2.93, 2.865
1972, 4, 3.536, 4.291, 14.42, 13.96, 3.187, 3.131
1972, 5, 3.631, 3.934, 18.79, 18.15, 2.713, 2.663
1972, 6, 20.53, 15.37, 22.28, 22.18, 2.474, 2.421
1972, 7, 0, 0, 26.44, 26.62, 2.482, 2.447
1972, 8, 0.1742, 0.09121, 24.84, 24.62, 2.346, 2.296
1972, 9, 0, 0, 21.26, 21.1, 1.736, 1.685
1972, 10, 2.059, 2.837, 14.86, 14.32, 1.895, 1.86
1972, 11, 76.33, 77.45, 10.25, 9.424, 2.443, 2.4
1972, 12, 37.98, 35.8, 6.711, 5.7, 2.802, 2.751
1973, 1, 80.43, 80.49, 6.154, 5.247, 3.002, 2.954
1973, 2, 281.8, 299.4, 8.458, 7.586, 2.744, 2.708
1973, 3, 122.3, 111.8, 7.605, 6.991, 3.118, 3.035
1973, 4, 1.81, 2.978, 13.11, 12.61, 3.636, 3.568
1973, 5, 1.044, 1.435, 18.64, 18.84, 2.706, 2.651
1973, 6, 0, 0, 22.99, 23.01, 2.805, 2.753
1973, 7, 0, 0, 24.92, 25.39, 2.905, 2.858
1973, 8, 0.1146, 0.176, 25.22, 25.6, 2.358, 2.306
1973, 9, 0, 0, 21.12, 21.37, 2.656, 2.596
1973, 10, 4.552, 5.105, 17.49, 17, 1.88, 1.835
1973, 11, 48.54, 49.33, 10.58, 10.13, 3.071, 3.008
1973, 12, 10.39, 17.09, 9.565, 8.725, 2.962, 2.909
1974, 1, 178.9, 179.8, 6.107, 5.015, 2.775, 2.727
1974, 2, 1.024, 1.129, 9.322, 8.545, 3.024, 2.965
1974, 3, 88.43, 87.11, 10.55, 10.09, 2.59, 2.537
1974, 4, 12.09, 12.47, 12.45, 11.61, 3.346, 3.271
1974, 5, 2.452, 3.527, 17.55, 17.33, 3.56, 3.485
1974, 6, 0, 0, 23.58, 23.61, 2.984, 2.923
1974, 7, 0.6015, 0.6944, 25.27, 25.19, 2.592, 2.553
1974, 8, 0, 0, 24.94, 25.18, 2.681, 2.634
1974, 9, 0, 0, 25.21, 25.41, 1.996, 1.949
1974, 10, 27.92, 29.75, 17.16, 17.03, 2.068, 2.019
1974, 11, 4.189, 3.361, 12.14, 11.52, 2.461, 2.405
1974, 12, 65.45, 77.08, 7.741, 6.866, 2.835, 2.781
1975, 1, 3.792, 3.595, 8.915, 8.088, 2.822, 2.777
1975, 2, 87.96, 91.43, 8.069, 7.414, 3.044, 2.988
1975, 3, 150.2, 139.4, 8.998, 8.278, 3.609, 3.533
1975, 4, 75.29, 79.17, 8.71, 8.07, 3.538, 3.462
1975, 5, 1.718, 1.456, 17.47, 17.33, 3.258, 3.198
