# Created by WEAP: 12/14/2020 6:11:40 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: MT_SE_Middle Yellowstone (3,408,162 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (211,264 ha),  1000 - 2000 m (2,050,385 ha),  2000 - 3000 m (1,032,106 ha),  3000 - 4000 m (114,407 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 15.44, 22.16, 102.8, 186.7, -5.715, -4.784, -9.155, -11.31, 4.638, 4.442, 4.139, 4.318
1970, 2, 33.22, 20.42, 46.26, 78.1, 2.002, 1.527, -5.117, -7.284, 4.393, 3.978, 3.409, 3.601
1970, 3, 21.38, 35.75, 86.1, 153.5, 0.9523, -0.7145, -6.351, -9.015, 3.643, 3.35, 2.994, 3.138
1970, 4, 71.81, 59.08, 84.36, 151, 5.776, 3.283, -3.692, -6.798, 4.966, 4.104, 3.335, 3.505
1970, 5, 88.96, 105.5, 102.5, 130.2, 15.1, 12.54, 5.555, 2.767, 2.997, 2.557, 2.161, 2.252
1970, 6, 48.96, 52.49, 67.69, 79.58, 20.98, 18.29, 11.29, 8.435, 3.045, 2.626, 2.269, 2.389
1970, 7, 14.85, 31.03, 56.74, 49.37, 24.38, 21.94, 14.89, 12.08, 2.261, 1.911, 1.68, 1.722
1970, 8, 3.641, 7.283, 30.34, 29.55, 24.59, 22.45, 15.66, 12.91, 2.204, 1.898, 1.721, 1.728
1970, 9, 50.32, 63.72, 94.05, 119, 15.6, 12.72, 5.882, 3.103, 3.339, 3.054, 2.706, 2.786
1970, 10, 26.43, 28.06, 43.86, 50.19, 9.085, 7.078, 0.5833, -1.878, 3.871, 3.48, 3.065, 3.188
1970, 11, 21.45, 24.07, 87.47, 158.6, 1.736, 1.06, -4.242, -6.976, 3.824, 3.744, 3.529, 3.627
1970, 12, 12.25, 15.28, 72.35, 88.68, -3.811, -3.723, -9.275, -11.19, 4.965, 4.527, 3.973, 4.188
1971, 1, 36.33, 28, 121.9, 230.9, -6.81, -5.44, -9.409, -11.69, 5.032, 4.789, 4.446, 4.622
1971, 2, 14.16, 26.01, 97.91, 162.5, -2.267, -2.004, -8.168, -10.71, 4.469, 4.055, 3.562, 3.75
1971, 3, 16.35, 24.2, 62.56, 125.3, 3.123, 1.017, -6.212, -8.904, 4.331, 3.919, 3.455, 3.607
1971, 4, 32.24, 57.07, 95.5, 183.1, 9.164, 6.498, -0.02081, -3.05, 3.765, 3.312, 2.882, 3.03
1971, 5, 37.07, 59.93, 64.4, 82.52, 14.9, 12.43, 5.736, 2.647, 3.355, 2.856, 2.502, 2.58
1971, 6, 33.89, 37.07, 48.24, 33.03, 20.02, 17.15, 10.21, 7.46, 2.431, 2.081, 1.801, 1.835
1971, 7, 7.672, 13, 33.1, 45.09, 22.52, 20, 13.32, 10.25, 2.204, 1.93, 1.667, 1.725
1971, 8, 28.9, 23.8, 38.48, 48.88, 26.34, 23.96, 16.67, 13.92, 2.064, 1.609, 1.342, 1.381
1971, 9, 43.93, 61.19, 72.73, 93.43, 15.56, 13.03, 6.574, 3.947, 2.848, 2.601, 2.42, 2.457
1971, 10, 80.63, 65.88, 55.06, 93.79, 9.144, 7.021, 1.265, -1.454, 4.077, 3.581, 3.089, 3.22
1971, 11, 2.899, 14.82, 64.37, 105.3, 4.047, 1.994, -4.825, -7.132, 4.455, 4.094, 3.598, 3.77
1971, 12, 18.74, 22.19, 90.51, 153.7, -6.25, -5.936, -11.49, -13.96, 4.844, 4.601, 4.144, 4.342
1972, 1, 31.38, 38.8, 126.6, 279.9, -8.94, -8.358, -12.46, -15.22, 5.556, 5.218, 4.814, 4.997
1972, 2, 17.4, 15.68, 69.77, 129.1, -2.131, -1.211, -6.81, -9.099, 4.567, 4.518, 4.158, 4.341
1972, 3, 12.69, 17.01, 60.76, 89.99, 6.219, 5.598, -1.255, -4.047, 4.102, 4.005, 3.687, 3.841
1972, 4, 31.29, 30.4, 47.78, 59.47, 9.369, 6.696, 0.1483, -3.085, 3.496, 3.27, 3.074, 3.159
1972, 5, 52.22, 61.15, 52.17, 79.17, 14.67, 11.96, 5.887, 3.137, 3.246, 2.682, 2.266, 2.361
1972, 6, 25.93, 49.23, 77.92, 88.99, 21.32, 18.39, 11.08, 8.119, 2.591, 2.278, 2.12, 2.138
1972, 7, 38.43, 50.94, 57.98, 67.96, 21.28, 18.72, 12.41, 9.293, 2.596, 2.266, 2.028, 2.065
1972, 8, 70.77, 63.25, 72.37, 80.84, 23.37, 20.79, 13.98, 10.95, 2.291, 1.944, 1.697, 1.775
1972, 9, 28.33, 48.45, 107.2, 120.1, 15.06, 12.7, 6.531, 3.674, 3.414, 3.196, 2.982, 3.059
1972, 10, 50.68, 46.49, 64.06, 72.52, 9.097, 7.252, 2.139, -0.4383, 2.932, 2.594, 2.31, 2.394
1972, 11, 9.85, 16.29, 34.17, 48.5, 2.622, 0.9666, -4.991, -7.586, 4.071, 3.549, 3.013, 3.163
1972, 12, 17.77, 19.64, 73.71, 159.3, -6.592, -7.245, -12.67, -14.85, 4.722, 4.305, 3.726, 3.962
1973, 1, 14.86, 17.23, 48.31, 93.59, -4.115, -5.146, -10.96, -12.55, 4.683, 4.03, 3.341, 3.548
1973, 2, 5.076, 7.135, 27.96, 39.61, -0.07053, -1.632, -7.065, -8.93, 3.806, 3.336, 2.769, 2.956
1973, 3, 24.29, 41.11, 54.05, 108.9, 5.565, 2.714, -4.165, -7.064, 3.402, 3.027, 2.588, 2.719
1973, 4, 67.14, 72.4, 85.27, 157.4, 6.984, 4.571, -1.975, -5.476, 4.117, 3.629, 3.115, 3.288
1973, 5, 25.13, 26.71, 47.55, 43.29, 14.18, 11.88, 5.454, 2.556, 3.654, 3.276, 2.836, 2.954
1973, 6, 43.98, 37.01, 60.29, 57.89, 20.03, 17.49, 10.67, 8.09, 3.903, 3.354, 2.925, 3.021
1973, 7, 9.698, 17.66, 35.76, 37.91, 23.15, 21.09, 14.24, 11.35, 2.369, 2.025, 1.78, 1.814
1973, 8, 46.34, 35.4, 48.3, 36.94, 23.92, 21.5, 14.39, 11.68, 2.455, 2.163, 1.959, 2.015
1973, 9, 67.74, 68.5, 81.88, 103.8, 15.7, 13.69, 7.711, 4.811, 3.166, 2.66, 2.297, 2.38
1973, 10, 28.44, 29.13, 35.84, 40.45, 12.01, 10.08, 3.946, 1.649, 3.437, 3.175, 2.951, 3.047
1973, 11, 22.64, 34.93, 84, 105.5, -0.3618, -1.005, -5.515, -8.113, 3.718, 3.574, 3.389, 3.517
1973, 12, 28.49, 28.25, 64.95, 112.7, -0.2927, -0.9272, -7.346, -9.457, 4.115, 4.029, 3.625, 3.816
1974, 1, 12.94, 12.21, 65.42, 126.7, -4.439, -5.305, -11, -13.47, 4.864, 4.499, 3.95, 4.131
1974, 2, 4.205, 5.907, 35.17, 68.83, 2.512, 1.344, -6.672, -8.703, 5.062, 4.615, 3.895, 4.119
1974, 3, 18.67, 34.57, 130.7, 191, 4.255, 2.203, -4.664, -7.28, 3.96, 3.664, 3.348, 3.487
1974, 4, 55.88, 41.87, 54.88, 96.89, 10.88, 8.691, 1.447, -1.292, 3.711, 3.424, 3.145, 3.261
1974, 5, 68.83, 82.82, 83.89, 121, 12.26, 10.14, 3.842, 0.6751, 3.579, 3.05, 2.533, 2.607
1974, 6, 51.4, 41.2, 49.72, 85.12, 20.75, 18.9, 12.19, 9.265, 2.748, 2.596, 2.465, 2.508
1974, 7, 21.99, 33.52, 39.09, 57.5, 25.29, 22.68, 15.65, 12.6, 2.827, 2.309, 1.982, 2.049
1974, 8, 63.98, 63.61, 66.46, 71.06, 19.95, 17.9, 11.91, 8.668, 2.466, 2.079, 1.798, 1.849
1974, 9, 40.85, 46.08, 34.07, 53.95, 15.11, 13.79, 8.536, 5.49, 2.468, 2.28, 2.169, 2.204
1974, 10, 49.96, 69.71, 79.4, 140, 12.16, 10.68, 4.387, 1.825, 3.391, 2.851, 2.254, 2.379
1974, 11, 9.107, 11.3, 24.56, 38.85, 3.679, 2.569, -3.807, -6.186, 4.285, 3.84, 3.205, 3.41
1974, 12, 10.71, 11.7, 61.3, 81.85, -0.1796, -1.477, -9.313, -10.94, 5.103, 4.567, 3.757, 3.989
1975, 1, 31.37, 41.61, 123.6, 272, -3.144, -4.696, -11.48, -13.5, 5.459, 4.843, 4.083, 4.304
