# Created by WEAP: 12/14/2020 6:12:07 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: CA_SCE_VLY_Upr NF Kern (204,302 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (34,267 ha),  2000 - 3000 m (100,506 ha),  3000 - 4000 m (68,838 ha),  4000 - 5000 m (691 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 4000 to 5000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 4000 to 5000 m

1970, 1, 449, 342.5, 279, 281.5, 2.211, -2.554, -7.98, -10.17, 1.703, 1.763, 1.876, 1.926
1970, 2, 118.6, 89.74, 57.63, 61.48, 4.819, -0.1404, -5.678, -7.539, 1.729, 1.773, 1.841, 1.889
1970, 3, 162.7, 123.8, 97.4, 91.07, 4.745, 0.1653, -5.137, -6.605, 1.881, 1.9, 1.932, 1.972
1970, 4, 53.71, 41.08, 37.45, 39.21, 5.516, 0.9523, -4.435, -5.752, 2.523, 2.526, 2.539, 2.562
1970, 5, 0, 0.02755, 0.3253, 1.015, 13.14, 8.713, 3.363, 1.97, 2.246, 2.273, 2.323, 2.363
1970, 6, 7.873, 8.469, 12.45, 12.53, 16.6, 12.74, 7.877, 6.728, 2.209, 2.218, 2.239, 2.252
1970, 7, 0.5311, 1.435, 4.546, 9.801, 22.15, 17.66, 12.42, 11.15, 1.856, 1.908, 1.998, 2.049
1970, 8, 0.9284, 1.858, 2.789, 5.518, 21.27, 16.82, 11.67, 10.47, 1.611, 1.663, 1.758, 1.812
1970, 9, 0, 0, 0, 0, 15.75, 11.55, 6.391, 4.827, 1.845, 1.89, 1.965, 2.017
1970, 10, 1.269, 1.278, 2.183, 2.487, 10.83, 6.335, 1.247, -0.3242, 1.742, 1.796, 1.882, 1.945
1970, 11, 288.9, 220.9, 184.6, 204.4, 6.105, 1.522, -3.657, -5.469, 1.931, 1.975, 2.054, 2.103
1970, 12, 255.7, 189.2, 164.4, 167.1, -0.6754, -5.316, -10.62, -12.5, 1.857, 1.929, 2.054, 2.115
1971, 1, 93.52, 71.35, 63.38, 59.83, 0.9565, -3.943, -8.945, -10.22, 2.072, 2.131, 2.23, 2.283
1971, 2, 44.42, 37.89, 39.17, 39.11, 1.967, -2.444, -7.231, -8.213, 1.961, 1.994, 2.051, 2.098
1971, 3, 62.75, 46.41, 39.78, 38.18, 4.696, 0.1045, -4.964, -6.116, 2.024, 2.037, 2.056, 2.096
1971, 4, 66.2, 49.31, 40.36, 40.88, 6.088, 1.851, -3.018, -3.84, 2.589, 2.601, 2.624, 2.659
1971, 5, 80.27, 77.13, 80.69, 103.1, 8.815, 4.737, -0.1253, -1.149, 2.435, 2.452, 2.485, 2.516
1971, 6, 0, 0, 0, 0, 15.73, 11.71, 7.099, 6.315, 2.417, 2.44, 2.486, 2.51
1971, 7, 19.29, 16.43, 8.089, 9.661, 20.98, 16.93, 12.18, 11.19, 2.184, 2.24, 2.339, 2.384
1971, 8, 8.416, 3.671, 0.2937, 0.06038, 21.47, 17.19, 12.3, 11.18, 1.833, 1.849, 1.887, 1.901
1971, 9, 4.655, 6.62, 11.36, 12.3, 16.9, 12.45, 7.256, 5.889, 1.509, 1.558, 1.648, 1.705
1971, 10, 12.56, 12.32, 14.03, 17.3, 8.926, 4.532, -0.6861, -2.21, 1.638, 1.687, 1.768, 1.825
1971, 11, 80.71, 68.66, 65.17, 62.19, 3.871, -0.6403, -5.843, -7.43, 1.701, 1.761, 1.864, 1.93
1971, 12, 334.5, 240.6, 211.4, 229.4, -1.968, -6.666, -12.02, -13.57, 2.282, 2.345, 2.453, 2.515
1972, 1, 32.93, 29.02, 32.83, 32.21, -0.2683, -5.242, -10.34, -11.64, 2.178, 2.224, 2.3, 2.343
1972, 2, 57.52, 42.11, 31.12, 29.81, 3.912, -0.6891, -5.801, -7.154, 1.65, 1.655, 1.666, 1.687
1972, 3, 0, 0, 0, 0, 8.428, 4.017, -0.9821, -1.969, 1.79, 1.777, 1.761, 1.774
1972, 4, 64.31, 45.27, 41.88, 45.65, 8.034, 3.816, -1.208, -2.358, 2.3, 2.327, 2.374, 2.422
1972, 5, 12.61, 11.95, 11.14, 11.22, 12.95, 8.74, 3.756, 2.618, 1.999, 2.026, 2.076, 2.111
1972, 6, 21.32, 25.75, 30.98, 30.2, 17.78, 13.56, 8.702, 7.595, 1.862, 1.899, 1.973, 2.012
1972, 7, 0.02085, 0.7428, 3.878, 7.637, 21.95, 17.89, 13.43, 12.57, 2.105, 2.153, 2.235, 2.285
1972, 8, 20.76, 11.64, 11.02, 11.51, 19.3, 15.61, 11.18, 9.931, 1.711, 1.72, 1.75, 1.759
1972, 9, 1.756, 10.43, 35.01, 54.67, 15.22, 10.74, 5.072, 3.011, 1.258, 1.317, 1.427, 1.489
1972, 10, 41.79, 32.99, 19.43, 20.02, 8.925, 4.615, -0.4844, -2.07, 1.587, 1.639, 1.73, 1.782
1972, 11, 234.6, 180.2, 147.4, 155, 2.538, -2.151, -7.209, -8.435, 1.92, 1.981, 2.082, 2.139
1972, 12, 225.5, 151, 107.3, 108.9, -1.123, -5.963, -11.19, -12.57, 2.071, 2.132, 2.233, 2.291
1973, 1, 449.6, 345.3, 318.5, 427.1, -0.8596, -5.709, -11.15, -13.25, 2.297, 2.341, 2.418, 2.459
1973, 2, 301.9, 241.7, 213.8, 234.1, 2.302, -2.325, -7.716, -9.515, 2.412, 2.465, 2.558, 2.599
1973, 3, 278.2, 211, 161.3, 153.9, 1.526, -2.964, -8.161, -9.335, 1.972, 2.026, 2.128, 2.189
1973, 4, 39.3, 28.59, 19.04, 18.55, 7.233, 2.98, -2.148, -3.348, 2.473, 2.508, 2.564, 2.62
1973, 5, 26.61, 19.21, 18.99, 27.65, 14.3, 9.927, 4.76, 3.726, 1.841, 1.851, 1.878, 1.901
1973, 6, 0.8185, 1.772, 0.8863, 0.5546, 18.26, 14.1, 9.133, 8.087, 2.197, 2.255, 2.356, 2.425
1973, 7, 0.1238, 0.2898, 0.5884, 1.539, 20.92, 16.61, 11.6, 10.63, 2.393, 2.432, 2.508, 2.541
1973, 8, 2.074, 5.743, 19.8, 30.9, 19.6, 15.48, 10.56, 9.346, 1.888, 1.947, 2.057, 2.113
1973, 9, 0, 0, 0, 0, 15.81, 11.54, 6.557, 5.345, 1.771, 1.786, 1.825, 1.85
1973, 10, 40.14, 41.62, 48.16, 49.86, 11.11, 6.619, 1.397, -0.1332, 1.42, 1.489, 1.609, 1.681
1973, 11, 152.1, 135.5, 145.1, 155, 3.784, -0.6143, -5.885, -7.518, 2.026, 2.066, 2.142, 2.195
1973, 12, 184, 136.2, 101.6, 96.46, 2.179, -2.698, -7.98, -9.516, 1.963, 1.981, 2.009, 2.039
1974, 1, 307, 243.7, 200.7, 212.2, -0.08669, -4.796, -10.36, -13.05, 1.819, 1.829, 1.848, 1.866
1974, 2, 33.89, 29.42, 25.93, 25.57, 2.45, -2.071, -7.116, -8.513, 1.92, 1.942, 1.979, 2.018
1974, 3, 243, 193.7, 237.3, 320.4, 4.793, 0.4395, -4.507, -5.692, 1.815, 1.863, 1.95, 2.009
1974, 4, 146.9, 111.3, 85.37, 91.98, 6.93, 2.31, -2.805, -3.799, 2.241, 2.292, 2.378, 2.451
1974, 5, 17.28, 14.42, 12.64, 16.27, 12.41, 8.383, 3.72, 2.987, 2.326, 2.341, 2.371, 2.406
1974, 6, 0, 0, 0, 0, 17.91, 13.88, 9.242, 8.423, 2.113, 2.129, 2.165, 2.191
1974, 7, 7.784, 7.716, 11.94, 16.69, 19.94, 16.02, 11.3, 10.25, 2.263, 2.318, 2.417, 2.468
1974, 8, 3.179, 5.445, 3.643, 2.908, 19.81, 15.6, 10.66, 9.408, 2.04, 2.061, 2.105, 2.124
1974, 9, 0, 0, 0, 0, 19.05, 14.81, 9.841, 8.515, 1.327, 1.347, 1.386, 1.42
