# Created by WEAP: 12/14/2020 6:12:36 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: AZ_SE_Gila Headwaters (3,365,936 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (232,630 ha),  1000 - 2000 m (2,177,707 ha),  2000 - 3000 m (951,412 ha),  3000 - 4000 m (4,188 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 3000 to 4000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 3000 to 4000 m

1970, 1, 0.7355, 1.473, 1.151, 1.645, 8.017, 5.137, -0.5016, -3.227, 1.843, 1.914, 1.742, 1.756
1970, 2, 13.84, 23.33, 35.96, 77.95, 11.69, 8.733, 3.212, 0.2377, 2.129, 2.144, 1.872, 1.909
1970, 3, 49.89, 44.91, 49.85, 129.3, 12.54, 9.449, 3.349, 0.6657, 2.541, 2.675, 2.538, 2.546
1970, 4, 8.995, 12.2, 19.34, 35.53, 15.46, 12.6, 6.35, 3.636, 2.525, 2.66, 2.534, 2.525
1970, 5, 0.0726, 1.117, 4.007, 3.343, 23.13, 19.86, 13.09, 10.4, 2.156, 2.291, 2.214, 2.214
1970, 6, 3.633, 9.361, 17.26, 25.7, 28.84, 24.76, 17.38, 14.66, 1.883, 1.982, 1.971, 1.926
1970, 7, 22.19, 56.13, 84.35, 94.5, 31.25, 27.14, 20.68, 17.88, 1.595, 1.519, 1.346, 1.347
1970, 8, 33.56, 52.24, 69.53, 81.26, 30.09, 25.91, 19.32, 16.54, 1.425, 1.597, 1.548, 1.517
1970, 9, 49.16, 40.21, 27.2, 44.38, 24.7, 21.62, 15.53, 12.77, 1.995, 2.046, 1.883, 1.901
1970, 10, 16.75, 36.26, 61.79, 106.2, 16.88, 13.92, 8.24, 5.543, 2.015, 2.08, 2.046, 2.021
1970, 11, 3.257, 1.484, 0.7034, 0.682, 13.25, 10.47, 5.147, 2.256, 2.126, 2.204, 2.069, 2.064
1970, 12, 7.664, 13.65, 12.8, 26, 9.42, 7.06, 1.583, -1.251, 1.777, 1.806, 1.7, 1.694
1971, 1, 4.233, 6.557, 10.3, 17.02, 8.633, 6.15, 0.3789, -2.089, 2.117, 2.056, 1.799, 1.824
1971, 2, 12.33, 15.05, 15.26, 23.09, 10.81, 7.913, 1.896, -0.7838, 2.032, 2.152, 2.134, 2.094
1971, 3, 0.7332, 1.315, 1.633, 1.742, 15.02, 11.91, 5.85, 3.2, 2.331, 2.518, 2.491, 2.463
1971, 4, 5.28, 9.526, 14.68, 31.27, 17.93, 14.55, 7.95, 5.468, 2.248, 2.408, 2.37, 2.333
1971, 5, 0.02181, 0.6473, 1.95, 1.732, 21.71, 18.18, 11.43, 8.796, 2.344, 2.527, 2.485, 2.462
1971, 6, 0.1877, 1.807, 2.874, 9.527, 28.37, 24.55, 17.61, 14.94, 2.024, 2.081, 1.915, 1.945
1971, 7, 28.7, 48.16, 63.52, 108.6, 31.69, 27.89, 21.21, 18.55, 1.694, 1.615, 1.562, 1.489
1971, 8, 64.4, 88.11, 115.2, 127.8, 28.61, 24.66, 18.28, 15.43, 1.564, 1.62, 1.485, 1.476
1971, 9, 28.29, 51.41, 68.89, 91.22, 26.09, 22.33, 15.56, 12.92, 1.886, 1.893, 1.822, 1.828
1971, 10, 61.88, 81.06, 137.6, 187.6, 17.99, 14.6, 8.667, 5.944, 2.659, 2.673, 2.388, 2.45
