# Created by WEAP: 12/14/2020 6:11:09 PM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Documents\NCAR\Hyperion\Switch\livnehmon_1970-2013.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1970 - December 2013 (528 data points)
# Variables extracted:
#      Prcp: Precipitation[mm]
#      Tavg: Daily maximum temperature[C]
#      wind: mean daily wind speed[m/s]

# WEAP Catchment: WA_ID_AVA_Clearwater (1,802,432 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (567,402 ha),  1000 - 2000 m (1,071,488 ha),  2000 - 3000 m (163,543 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Tavg[C]:Elevation 0 to 1000 m, Tavg[C]:Elevation 1000 to 2000 m, Tavg[C]:Elevation 2000 to 3000 m, wind[m/s]:Elevation 0 to 1000 m, wind[m/s]:Elevation 1000 to 2000 m, wind[m/s]:Elevation 2000 to 3000 m

1970, 1, 167.2, 218.4, 305.9, -1.192, -5.174, -7.948, 3.382, 3.316, 3.295
1970, 2, 61.05, 80.3, 92.46, 3.716, -0.8526, -3.571, 2.825, 2.736, 2.694
1970, 3, 74.09, 112, 131.1, 3.674, -0.844, -3.458, 2.305, 2.277, 2.284
1970, 4, 72.9, 126, 129.4, 5.549, 1.022, -1.379, 2.731, 2.713, 2.728
1970, 5, 45.67, 72.03, 92.7, 13.16, 8.728, 6.448, 1.737, 1.734, 1.745
1970, 6, 78.87, 109.1, 138.8, 18.96, 14.76, 12.34, 1.93, 1.867, 1.836
1970, 7, 41.66, 49.44, 66.57, 21.97, 17.65, 15.29, 1.458, 1.389, 1.354
1970, 8, 2.064, 2.791, 4.361, 21.81, 17.33, 15.1, 1.515, 1.473, 1.452
1970, 9, 75.96, 113.5, 127.6, 12.48, 8.269, 6.085, 2.228, 2.235, 2.242
1970, 10, 56.83, 74.33, 82.38, 8.308, 3.911, 1.191, 2.339, 2.303, 2.296
1970, 11, 94, 134.8, 164.3, 3.178, -0.9459, -3.575, 3.331, 3.19, 3.125
1970, 12, 58.29, 112.4, 156, -1.89, -6.399, -9.102, 3.301, 3.214, 3.183
1971, 1, 117.9, 235.5, 340.9, -0.5014, -5.125, -7.925, 3.85, 3.747, 3.723
1971, 2, 62.58, 112.7, 162.2, 1.485, -3.345, -6.041, 2.787, 2.702, 2.68
1971, 3, 68.99, 106.8, 130.3, 2.55, -1.918, -4.278, 2.766, 2.745, 2.754
1971, 4, 66.52, 105.3, 157.7, 7.871, 3.3, 1.11, 2.323, 2.253, 2.223
