NM_S_TX_EPE_GW , Muni Flow Plus GW, -106.751092580455,32.3328782076403
2010,1,25603519
2010,2,22365257
2010,3,22797675
2010,4,25211631
2010,5,26951760
2010,6,27818080
2010,7,26383694
2010,8,27063245
2010,9,25868720
2010,10,23774264
2010,11,23105421
2010,12,21183334
2011,1,21270467
2011,2,22347280
2011,3,24316278
2011,4,25803070
2011,5,27170919
2011,6,28162622
2011,7,25917136
2011,8,25740804
2011,9,25149740
2011,10,24935922
2011,11,22386499
2011,12,21211513
2012,1,22264112
2012,2,23459227
2012,3,24013201
2012,4,25144369
2012,5,27503655
2012,6,28069485
2012,7,27978469
2012,8,27771317
2012,9,26340280
2012,10,25303934
2012,11,23491682
2012,12,21924750
2013,1,22164337
2013,2,22371267
2013,3,24354086
2013,4,25822439
2013,5,27897558
2013,6,28866619
2013,7,27315031
2013,8,28419002
2013,9,27523307
2013,10,25500932
2013,11,23475775
2013,12,22026793
2014,1,22131173
2014,2,23367613
2014,3,24572326
2014,4,26196854
2014,5,27433910
2014,6,29171769
2014,7,28624177
2014,8,26047644
2014,9,27199613
2014,10,25304552
2014,11,23395340
2014,12,22676852
2015,1,22610435
2015,2,22732772
2015,3,24260253
2015,4,25687405
2015,5,27556871
2015,6,28600548
2015,7,28801350
2015,8,27184256
2015,9,26218124
2015,10,24029847
2015,11,23554380
2015,12,22253748
2016,1,22876039
2016,2,23211757
2016,3,24698142
2016,4,26101082
2016,5,27964005
2016,6,29059817
2016,7,29515452
2016,8,28748863
2016,9,27253224
2016,10,25385621
2016,11,24059957
2016,12,22937485
2017,1,22888472
2017,2,23277465
2017,3,24352053
2017,4,26451892
2017,5,27669724
2017,6,29481667
2017,7,29031890
2017,8,27895499
2017,9,26924943
2017,10,25461549
2017,11,23617668
2017,12,22492643
2018,1,22894513
2018,2,23902862
2018,3,25195282
2018,4,26716050
2018,5,28210769
2018,6,29726019
2018,7,29705411
2018,8,26375756
2018,9,24940365
2018,10,23672042
2018,11,23975708
2018,12,22953420
2019,1,23263073
2019,2,24159641
2019,3,25596046
2019,4,26620434
2019,5,28751326
2019,6,29632368
2019,7,29933324
2019,8,28742224
2019,9,28167746
2019,10,26505119
2019,11,24451977
2019,12,22951043
2020,1,23096796
2020,2,23472372
2020,3,25511984
2020,4,27351754
2020,5,28745560
2020,6,30424852
2020,7,30420476
2020,8,27795771
2020,9,27655843
2020,10,26526338
2020,11,24259861
2020,12,23407620
2021,1,23502459
2021,2,24507779
2021,3,25513386
2021,4,27561648
2021,5,28574474
2021,6,30179352
2021,7,30169835
2021,8,27391549
2021,9,27514789
2021,10,26362923
2021,11,24672357
2021,12,23803075
2022,1,23856783
2022,2,24114580
2022,3,25610200
2022,4,27383688
2022,5,29278626
2022,6,30179815
2022,7,28323267
2022,8,28059215
2022,9,28073704
2022,10,26958522
2022,11,25058083
2022,12,23302055
2023,1,24051275
2023,2,24169129
2023,3,25582397
2023,4,27196297
2023,5,29578911
2023,6,30442377
2023,7,30088767
2023,8,28691563
2023,9,25599504
2023,10,25558081
2023,11,25335007
2023,12,23862245
2024,1,24363319
2024,2,25262104
2024,3,26064042
2024,4,28107307
2024,5,29260429
2024,6,30640064
2024,7,29285762
2024,8,27652805
2024,9,27554706
2024,10,26655736
2024,11,25110835
2024,12,24114490
2025,1,24812325
2025,2,25276929
2025,3,26781592
2025,4,28173098
2025,5,29797489
2025,6,31108008
2025,7,29254103
2025,8,30200401
2025,9,29529573
2025,10,27806057
2025,11,26020882
2025,12,24392787
2026,1,24825769
2026,2,25229980
2026,3,26866687
2026,4,28396901
2026,5,30435058
2026,6,31785249
2026,7,30779420
2026,8,30562403
2026,9,29769111
2026,10,26793861
2026,11,25356179
2026,12,23557921
2027,1,24724306
2027,2,25385370
2027,3,27206568
2027,4,28808641
2027,5,30591720
2027,6,31959579
2027,7,31424810
2027,8,30291304
2027,9,29884328
2027,10,28402609
2027,11,26618368
2027,12,25086959
2028,1,25045610
2028,2,25453939
2028,3,26695915
2028,4,28885601
2028,5,30396218
2028,6,31532484
2028,7,31335385
2028,8,29251513
2028,9,28549606
2028,10,28240072
2028,11,26216990
2028,12,25266388
2029,1,25742440
2029,2,26501059
2029,3,27538465
2029,4,29283699
2029,5,31206378
2029,6,32466552
2029,7,32471920
2029,8,30086363
2029,9,29734003
2029,10,28198490
2029,11,26607046
2029,12,25342354
2030,1,25609338
2030,2,26290658
2030,3,27514949
2030,4,29160204
2030,5,31162501
2030,6,32215067
2030,7,30500162
2030,8,31132984
2030,9,28730635
2030,10,28277968
2030,11,26703633
2030,12,25348701
2031,1,25696953
2031,2,26967521
2031,3,28265541
2031,4,30004722
2031,5,30428592
2031,6,31951408
2031,7,32486452
2031,8,31005044
2031,9,30615970
2031,10,29192072
2031,11,27284763
2031,12,26083892
2032,1,26403869
2032,2,27050331
2032,3,28605848
2032,4,30016375
2032,5,31789429
2032,6,32858507
2032,7,33091345
2032,8,30168577
2032,9,30626578
2032,10,26865762
2032,11,26362724
2032,12,25817022
2033,1,26493510
2033,2,27009332
2033,3,28523525
2033,4,30110777
2033,5,31770146
2033,6,33273181
2033,7,29264500
2033,8,31793980
2033,9,30767716
2033,10,29092263
2033,11,27443450
2033,12,26323245
2034,1,26334069
2034,2,27257309
2034,3,28731407
2034,4,29071846
2034,5,32082848
2034,6,33073175
2034,7,33437011
2034,8,28869066
2034,9,30479545
2034,10,29316145
2034,11,28068471
2034,12,26904532
2035,1,26998579
2035,2,27497345
2035,3,28772005
2035,4,30552894
2035,5,32515326
2035,6,33625047
2035,7,32786026
2035,8,33391718
2035,9,29047242
2035,10,29413730
2035,11,28225122
2035,12,26542965
2036,1,26931459
2036,2,27836365
2036,3,29604625
2036,4,30672665
2036,5,32215146
2036,6,33676451
2036,7,29866944
2036,8,29329198
2036,9,26766931
2036,10,29364791
2036,11,28077015
2036,12,26499319
2037,1,26908058
2037,2,27333958
2037,3,29956705
2037,4,31393368
2037,5,33373603
2037,6,34596038
2037,7,33489176
2037,8,31154267
2037,9,29480602
2037,10,27687189
2037,11,27939405
2037,12,27246719
2038,1,26401688
2038,2,28333941
2038,3,29615671
2038,4,31453946
2038,5,33439635
2038,6,34781772
2038,7,34171605
2038,8,32409506
2038,9,31157526
2038,10,28428239
2038,11,28189290
2038,12,27291318
2039,1,27673056
2039,2,28472897
2039,3,30336469
2039,4,31554528
2039,5,33299823
2039,6,34471356
2039,7,35034075
2039,8,30322547
2039,9,30714757
2039,10,30770978
2039,11,28462571
2039,12,27272616
2040,1,27934300
2040,2,28891407
2040,3,29537162
2040,4,31573398
2040,5,33745196
2040,6,35038998
2040,7,33537881
2040,8,33202392
2040,9,32871195
2040,10,30881672
2040,11,29094052
2040,12,28071810
2041,1,28183879
2041,2,28971190
2041,3,30413749
2041,4,32130179
2041,5,34128716
2041,6,35285376
2041,7,34130153
2041,8,34615649
2041,9,33208649
2041,10,31657206
2041,11,29750136
2041,12,28150495
2042,1,28548018
2042,2,28817703
2042,3,30768487
2042,4,32699207
2042,5,34472431
2042,6,35657666
2042,7,35257595
2042,8,34061706
2042,9,34049486
2042,10,31869333
2042,11,29745408
2042,12,28397410
2043,1,29040267
2043,2,29217677
2043,3,31094657
2043,4,32426316
2043,5,34887999
2043,6,36129557
2043,7,34096034
2043,8,33091636
2043,9,31803801
2043,10,31800244
2043,11,30359496
2043,12,28930947
2044,1,29200459
2044,2,29819286
2044,3,31589155
2044,4,33167648
2044,5,34946324
2044,6,36142100
2044,7,34921820
2044,8,35427832
2044,9,30554024
2044,10,32137710
2044,11,29920192
2044,12,29056987
2045,1,28982139
2045,2,29606447
2045,3,31180365
2045,4,33249764
2045,5,35168595
2045,6,36689958
2045,7,35754925
2045,8,35670868
2045,9,34555052
2045,10,32882646
2045,11,29985794
2045,12,29388427
2046,1,29668679
2046,2,29197799
2046,3,31744164
