# Created by WEAP: 5/10/2021 8:13:37 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_MPI-ESM-LR_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_McCloud (110,591 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (6,589 ha),  1000 - 2000 m (95,260 ha),  2000 - 3000 m (7,726 ha),  3000 - 4000 m (920 ha),  4000 - 5000 m (97 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 1.58, -1.061, -6.014, -9.408, -12.31, 332.9, 305.1, 258.9, 301.7, 330.6
2006, 2, 4.416, 2.078, -2.806, -6.339, -9.267, 107, 93.09, 82.75, 100.5, 110.2
2006, 3, 3.623, 1.416, -3.589, -7.077, -9.919, 190.8, 161.6, 150.9, 187.3, 202.9
2006, 4, 11.22, 8.743, 3.546, 0.04216, -2.864, 86.92, 79.17, 65.64, 83.52, 96.07
2006, 5, 15.97, 13.48, 8.312, 4.881, 1.935, 12.9, 7.465, 14.13, 19.78, 26.44
2006, 6, 18.5, 15.69, 10.28, 6.871, 3.889, 2.476, 1.69, 2.594, 3.573, 5.061
2006, 7, 22.18, 19.89, 14.8, 11.35, 8.419, 1.668, 1.762, 1.169, 1.438, 1.516
2006, 8, 23.63, 21.36, 16.14, 12.59, 9.605, 0.5187, 0.808, 1.93, 2.716, 3.634
2006, 9, 17.93, 15.42, 10.39, 7.014, 4.13, 0.2751, 0.7881, 1.598, 2.008, 1.989
2006, 10, 18.72, 16.18, 10.73, 7.255, 4.191, 23.27, 22.79, 20.31, 24.18, 29.35
2006, 11, 9.306, 6.721, 1.5, -1.978, -4.964, 138.1, 122.4, 121.2, 142.4, 163.5
2006, 12, 3.65, 0.7975, -4.627, -8.027, -11.03, 171.2, 181.4, 151.7, 175.7, 198.8
2007, 1, 3.382, 0.732, -4.473, -7.857, -10.81, 326.9, 336.7, 281.2, 322, 369.2
2007, 2, 3.665, 1.097, -4.178, -7.662, -10.6, 106.4, 101.5, 97.73, 115.3, 125.7
2007, 3, 5.346, 3.1, -2.064, -5.545, -8.429, 152.2, 126.3, 122.9, 154.8, 171.3
2007, 4, 10.38, 7.702, 2.595, -0.8684, -3.808, 70.23, 66.54, 66.26, 84.8, 101.2
2007, 5, 13.34, 10.87, 5.842, 2.489, -0.3548, 11.4, 14.32, 15.72, 21.52, 29.43
2007, 6, 22.89, 20.1, 14.68, 11.18, 8.094, 0.9235, 1.414, 1.495, 1.83, 2.42
2007, 7, 24.5, 21.82, 16.49, 13.01, 9.996, 1.167, 0.8658, 0.7594, 0.8045, 0.6262
2007, 8, 22.77, 20.19, 14.95, 11.51, 8.584, 6.738, 9.195, 19.36, 21.43, 25.85
2007, 9, 18.25, 15.68, 10.64, 7.202, 4.298, 107.7, 102.6, 93.62, 117.8, 146.7
2007, 10, 13.03, 10.53, 5.351, 1.929, -1.056, 153.5, 137.6, 144.6, 182.7, 218.8
2007, 11, 6.753, 4.565, -0.254, -3.75, -6.554, 269.6, 241.8, 201.3, 236.9, 279.2
2007, 12, 4.626, 1.946, -3.225, -6.645, -9.601, 236.7, 221.7, 214.9, 259.1, 302.2
2008, 1, 2.018, -0.1792, -5.342, -8.819, -11.69, 758.4, 696, 638.7, 755.8, 858.1
2008, 2, 2.894, 0.4526, -4.592, -8.104, -10.99, 417.6, 384.1, 368, 449.1, 496.4
2008, 3, 2.98, 0.7474, -4.191, -7.685, -10.51, 234.4, 210.5, 223.4, 282.7, 339.1
2008, 4, 9.3, 6.959, 1.889, -1.579, -4.502, 32.81, 33.83, 32.68, 39.4, 42.18
2008, 5, 15.56, 13.15, 8.11, 4.748, 1.91, 26.75, 31.03, 35.82, 45.17, 57.44
2008, 6, 17.92, 15.25, 9.917, 6.449, 3.471, 15.01, 19.43, 29.39, 34.4, 45.87
2008, 7, 24.08, 21.4, 16.12, 12.65, 9.692, 0.6038, 1.089, 2.969, 3.529, 4.663
2008, 8, 22.03, 19.6, 14.61, 11.12, 8.211, 0, 0.0276, 0, 0, 0
2008, 9, 17.73, 15.36, 10.42, 6.934, 4.035, 76, 74.42, 54.48, 66.89, 81.77
2008, 10, 12.47, 9.699, 4.427, 0.9744, -2.016, 55.46, 48.19, 50, 58.34, 69.49
2008, 11, 4.668, 1.813, -3.375, -6.758, -9.707, 59.18, 45.72, 40.35, 46.5, 50.11
2008, 12, 2.994, 0.5182, -4.614, -8.125, -11.05, 98.14, 86.32, 65.9, 78.1, 84.01
2009, 1, 4.012, 1.724, -3.113, -6.558, -9.401, 528.9, 497.9, 446.5, 510.7, 558.8
2009, 2, 5.18, 2.57, -2.582, -6.001, -8.879, 100.2, 100.5, 93.2, 110.9, 130.4
2009, 3, 8.917, 6.52, 1.511, -1.963, -4.798, 123.4, 108.2, 108.9, 136.4, 162.6
2009, 4, 12.14, 9.658, 4.519, 1.073, -1.822, 35.98, 33.22, 39.32, 49.8, 60.66
2009, 5, 16.21, 13.78, 8.434, 4.99, 2.047, 25.58, 24.01, 41.09, 54.44, 73.23
2009, 6, 18.37, 15.73, 10.41, 6.909, 3.918, 60.95, 60.82, 61.1, 75.19, 95.74
2009, 7, 23.91, 21.42, 16.33, 12.87, 9.936, 0.534, 0.68, 0.8294, 0.6584, 0.6579
2009, 8, 22.9, 20.23, 15.01, 11.57, 8.617, 17.51, 14.66, 20.06, 23.04, 22.39
2009, 9, 17.49, 15.13, 10.15, 6.701, 3.811, 5.54, 6.279, 6.508, 7.208, 8.457
2009, 10, 13.59, 10.96, 5.585, 2.083, -0.9492, 76.08, 76.04, 65.18, 77.21, 93.62
2009, 11, 8.267, 5.532, 0.3785, -3.074, -6.067, 111.6, 104.4, 86.31, 100.9, 110.1
2009, 12, 2.01, -0.5504, -5.791, -9.244, -12.2, 325.9, 310.1, 281.1, 334.1, 381.5
2010, 1, 5.434, 3.208, -1.738, -5.192, -8.03, 578.6, 543.7, 515.5, 610.3, 695.6
2010, 2, 2.137, -0.4443, -5.623, -9.095, -12.12, 190.9, 163.8, 145, 182, 201.1
2010, 3, 7.762, 5.313, 0.3129, -3.159, -6.061, 108.4, 107.5, 82.27, 100.8, 117.5
2010, 4, 9.358, 6.851, 1.825, -1.609, -4.478, 171.2, 157.2, 168, 221.1, 265.2
2010, 5, 13.32, 10.83, 5.682, 2.316, -0.5564, 10.8, 10.96, 11.37, 13.37, 16.63
2010, 6, 22.5, 19.71, 14.27, 10.81, 7.795, 2.36, 2.544, 3.755, 4.975, 7.626
2010, 7, 22.87, 20.37, 15.22, 11.82, 8.907, 0.8849, 1.327, 2.558, 3.052, 3.945
2010, 8, 21.13, 18.58, 13.58, 10.16, 7.293, 0.5701, 1.531, 1.48, 2.355, 3.789
2010, 9, 17.19, 14.92, 10.06, 6.584, 3.699, 11.88, 8.068, 9.308, 11.53, 14.08
2010, 10, 14.2, 11.42, 6.146, 2.672, -0.3426, 25.14, 23.15, 24.89, 31.59, 36.9
2010, 11, 4.386, 1.539, -3.576, -6.929, -9.891, 61.89, 64.79, 55.17, 65.71, 80.06
2010, 12, 1.361, -1.486, -6.865, -10.27, -13.28, 1.364, 3.615, 6.13, 5.771, 5.887
2011, 1, 3.163, 0.5751, -4.604, -8.07, -11, 226.1, 214.8, 190.2, 225.4, 254.2
2011, 2, 1.085, -1.262, -6.155, -9.595, -12.44, 305.2, 279.5, 276.5, 346.7, 387.9
2011, 3, 3.452, 1.014, -3.767, -7.18, -9.966, 346.7, 276, 305, 387.2, 435.6
2011, 4, 9.585, 7.244, 2.232, -1.269, -4.132, 174.9, 171.2, 191.4, 253, 318
2011, 5, 10.8, 8.443, 3.501, 0.09659, -2.796, 114.7, 108.3, 127.5, 160, 199.9
2011, 6, 17.68, 15.14, 9.946, 6.481, 3.515, 14.39, 19.44, 18.51, 21.42, 27.71
2011, 7, 23.31, 20.82, 15.52, 12, 9.043, 6.544, 8.899, 17.59, 22.45, 28.44
2011, 8, 21.56, 18.93, 13.74, 10.23, 7.222, 2.507, 2.461, 7.304, 9.752, 13.48
2011, 9, 19.98, 17.47, 12.42, 8.955, 6.052, 9.607, 11.43, 15.37, 18.78, 24.68
2011, 10, 16.85, 14.05, 8.564, 5.095, 2.069, 103.9, 95.97, 89.74, 105, 120.4
2011, 11, 8.176, 5.85, 0.8955, -2.572, -5.443, 610.5, 566.7, 568.2, 681.5, 800.3
2011, 12, 4.874, 2.589, -2.324, -5.903, -8.771, 979.7, 897.5, 851.6, 1010, 1165
2012, 1, 2.422, 0.0802, -4.905, -8.307, -11.19, 363.7, 351.3, 277.9, 316.7, 348.6
2012, 2, 4.8, 2.257, -2.899, -6.42, -9.403, 5.694, 3.753, 2.582, 3.239, 3.585
2012, 3, 8.228, 6.005, 0.9745, -2.501, -5.321, 221.1, 188.7, 191.9, 243.7, 276
2012, 4, 9.665, 7.099, 1.989, -1.448, -4.351, 9.768, 11.46, 10.13, 12.64, 14.5
2012, 5, 13.38, 10.89, 5.8, 2.352, -0.5811, 121, 115.4, 151.4, 206.2, 273
2012, 6, 20.96, 18.28, 12.91, 9.384, 6.373, 57.03, 49.36, 45.77, 54.82, 68.61
2012, 7, 22.1, 19.72, 14.54, 11, 8.046, 31.37, 37.27, 35.18, 38.56, 49.01
2012, 8, 23.48, 21.15, 16.03, 12.55, 9.64, 5.066, 3.732, 2.438, 2.632, 2.81
2012, 9, 20.7, 18.23, 13.03, 9.504, 6.548, 0.0771, 0.594, 1.635, 1.908, 2.851
2012, 10, 13.56, 11.02, 5.736, 2.204, -0.8084, 195.2, 182.2, 201.5, 245.1, 300.5
2012, 11, 5.361, 2.474, -2.823, -6.199, -9.219, 110.1, 101.9, 75.6, 88.92, 96.76
2012, 12, -0.4793, -3.596, -9.003, -12.34, -15.33, 110.1, 103.4, 90.55, 109.4, 121.7
2013, 1, 3.911, 1.444, -3.362, -6.696, -9.477, 291.9, 284.3, 230.1, 272.3, 310.6
2013, 2, 4.017, 1.542, -3.578, -6.99, -9.905, 118.6, 109.7, 91.53, 107.3, 115.9
2013, 3, 9.433, 6.997, 2.143, -1.467, -4.399, 189, 160.9, 165.8, 214.1, 252.6
2013, 4, 11.28, 8.829, 3.617, 0.1153, -2.783, 70.36, 67.51, 67.27, 87.07, 103
2013, 5, 17.13, 14.57, 9.311, 5.88, 2.888, 3.055, 4.308, 9.566, 12.61, 18.01
2013, 6, 22.48, 19.61, 14.18, 10.71, 7.664, 6.027, 9.151, 8.151, 9.317, 12.72
2013, 7, 21.6, 19.31, 14.32, 10.86, 7.968, 0.1907, 0.5618, 0.7027, 0.4863, 0.5031
2013, 8, 22.46, 20.07, 15.1, 11.64, 8.747, 56.44, 63.52, 128, 182.3, 255.2
2013, 9, 20.54, 18.06, 12.81, 9.286, 6.33, 51.89, 54.79, 48.92, 59.89, 72.64
2013, 10, 12.26, 9.566, 4.283, 0.8113, -2.183, 139.7, 129.6, 124.7, 148.4, 178.5
2013, 11, 7.077, 4.451, -0.7009, -4.059, -6.959, 137.8, 126.3, 112.8, 138.8, 168.3
2013, 12, 4.427, 1.596, -3.873, -7.27, -10.29, 57.58, 58.19, 45.62, 50.43, 50.87
2014, 1, 8.901, 6.291, 1.181, -2.281, -5.281, 55.67, 52.28, 41.9, 48.08, 50.02
2014, 2, 7.714, 5.178, 0.05807, -3.398, -6.333, 193.4, 183.5, 140.9, 162, 172.8
2014, 3, 11.18, 8.837, 3.846, 0.3022, -2.563, 136.6, 119.1, 134.6, 173.4, 202.4
2014, 4, 12.04, 9.71, 4.689, 1.072, -1.878, 297.6, 260.6, 277.7, 354.9, 417.9
2014, 5, 11.66, 9.418, 4.275, 0.8033, -2.08, 181.9, 191.9, 211.2, 272.1, 347
2014, 6, 19.29, 16.78, 11.53, 8.104, 5.16, 98.76, 87.62, 94.49, 117.4, 151.2
2014, 7, 23.52, 20.98, 15.79, 12.28, 9.289, 3.194, 4.725, 11.12, 12.65, 16.63
2014, 8, 20.86, 18.37, 13.25, 9.711, 6.684, 45.2, 47.27, 72.07, 95.66, 125.7
2014, 9, 20.02, 17.57, 12.48, 8.986, 6.031, 155.4, 144, 130.5, 156.6, 190.3
2014, 10, 14.65, 11.84, 6.275, 2.773, -0.282, 68.32, 68.82, 71.92, 89.02, 107.7
2014, 11, 8.79, 5.838, 0.4345, -2.95, -5.969, 87.6, 81.34, 69.2, 80.54, 93.36
2014, 12, 5.945, 3.295, -2.054, -5.526, -8.464, 401.7, 394, 306.1, 360, 410.5
2015, 1, 5.044, 2.757, -2.155, -5.623, -8.51, 408.5, 387, 337.5, 403.3, 447.2
2015, 2, 6.205, 3.889, -0.9107, -4.34, -7.174, 261.4, 240, 217.3, 262.4, 296.5
2015, 3, 7.186, 5.071, 0.2021, -3.349, -6.206, 342.2, 300.8, 324.2, 431, 497.4
2015, 4, 10.35, 7.858, 2.731, -0.7539, -3.696, 60.2, 57.92, 61.89, 80.28, 93.52
2015, 5, 13.69, 11.25, 6.11, 2.697, -0.1844, 63.4, 57.32, 67.35, 87.76, 107.8
2015, 6, 17.18, 14.54, 9.256, 5.783, 2.826, 53.13, 51.18, 61.8, 73.17, 93.54
2015, 7, 23.07, 20.51, 15.25, 11.81, 8.841, 1.159, 1.91, 3.03, 3.706, 4.843
2015, 8, 21.62, 19.3, 14.27, 10.78, 7.852, 19.08, 18.23, 29.29, 33.92, 41.39
2015, 9, 19.95, 17.35, 12.23, 8.789, 5.873, 0.2594, 0.2472, 0.2735, 0.5465, 0.9851
2015, 10, 12.53, 9.565, 4.298, 0.9356, -2.068, 19.73, 20.18, 23.54, 28.67, 35.81
