# Created by WEAP: 5/10/2021 8:14:09 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_MPI-ESM-LR_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CO_E_Arkansas (5,256,214 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (4,487,915 ha),  2000 - 3000 m (690,944 ha),  3000 - 4000 m (76,675 ha),  4000 - 5000 m (680 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, -1.404, -2.999, -8.378, -11.1, 7.378, 18.46, 41.39, 43.49
2006, 2, 2.32, -1.008, -6.321, -8.88, 8.48, 30.06, 68.64, 74.66
2006, 3, 11.16, 6.257, 0.7994, -2.063, 3.185, 8.227, 15.82, 16.98
2006, 4, 10.99, 6.272, 0.9312, -1.565, 55.73, 123.9, 209.7, 241.1
2006, 5, 15.4, 10.91, 5.549, 3.057, 37.96, 41.69, 53.59, 51.33
2006, 6, 23.05, 17.88, 12.55, 9.631, 40.56, 55.11, 67.52, 55.8
2006, 7, 25.02, 19.34, 13.95, 11.31, 64.68, 91.82, 108.9, 102
2006, 8, 22.93, 17.98, 12.63, 9.866, 45.62, 54.9, 64.95, 65.52
2006, 9, 20.36, 16.1, 10.57, 7.897, 6.787, 13.94, 23.05, 30.77
2006, 10, 14.86, 11.7, 6.248, 3.672, 2.598, 12.06, 19.22, 16.91
2006, 11, 9.574, 6.69, 1.291, -1.4, 7.588, 24.17, 51.36, 53.14
2006, 12, -0.1478, -1.803, -7.552, -10.23, 4.11, 14.11, 27.58, 27.69
2007, 1, 5.515, 3.701, -2.381, -5.44, 2.594, 6.358, 14.83, 15.24
2007, 2, 6.715, 3.672, -1.956, -4.765, 4.407, 21.28, 50.04, 50.1
2007, 3, 5.989, 1.836, -3.531, -6.11, 11.15, 26.05, 53.9, 56.57
2007, 4, 14.62, 9.379, 3.744, 0.8406, 11.38, 17.67, 36.82, 40.95
2007, 5, 21.13, 16.12, 10.65, 7.948, 42.7, 47.46, 68.25, 72.21
2007, 6, 25.42, 20.75, 15.5, 12.77, 30.42, 20.92, 21.93, 25.76
2007, 7, 23.76, 18.85, 13.73, 11.07, 100.3, 157.6, 190.5, 183.8
2007, 8, 22.73, 17.35, 12.06, 9.39, 57.41, 94.2, 136.3, 137.3
2007, 9, 18.32, 14.02, 8.768, 6.216, 33.39, 52.57, 82.68, 92.38
2007, 10, 13.12, 9.021, 3.576, 1.02, 1.068, 3.705, 7.582, 9.259
2007, 11, 11.93, 8.275, 2.47, -0.5097, 1.611, 1.809, 4.34, 5.64
2007, 12, 2.323, 0.4959, -5.241, -7.827, 7.426, 23.03, 46.27, 47.86
2008, 1, 3.531, 0.8874, -5.219, -8.248, 4.385, 8.617, 19.08, 22.94
2008, 2, 4.073, 0.08111, -5.805, -8.33, 15.8, 35.25, 74.62, 76.12
2008, 3, 4.741, 0.1198, -5.008, -7.56, 35.91, 47.02, 83.21, 86.62
2008, 4, 12.06, 7.899, 2.708, 0.2082, 48.69, 55.8, 78.76, 72.32
2008, 5, 21.08, 15.87, 10.38, 7.58, 25.17, 24.24, 27.69, 31.34
2008, 6, 24.67, 20.02, 14.5, 11.55, 10.75, 6.302, 5.28, 3.917
2008, 7, 27.07, 21.48, 15.87, 13.13, 33.75, 62.81, 77.32, 69.06
2008, 8, 24.95, 19.2, 13.57, 10.82, 52.23, 81.43, 114.7, 100.4
2008, 9, 23.71, 18.59, 13.02, 10.35, 4.118, 11.21, 16.83, 22.13
2008, 10, 12.86, 9.999, 4.59, 2.02, 5.307, 5.187, 6.177, 9.405
2008, 11, 7.095, 3.376, -2.275, -5.167, 20.27, 37.49, 53.44, 65.06
2008, 12, 0.1606, -1.602, -7.47, -10.15, 6.03, 15.01, 38.97, 48.89
2009, 1, 0.7321, -0.4004, -6.143, -9.06, 9.127, 22.22, 55.38, 66.63
2009, 2, 4.235, 0.4284, -5.149, -7.867, 19.28, 32.68, 61.25, 62.61
2009, 3, 5.566, 1.579, -3.632, -6.254, 43.11, 72.65, 129, 126.4
2009, 4, 10.68, 7.053, 1.914, -0.7979, 26.5, 52.58, 81.55, 78.25
2009, 5, 17.85, 13.61, 8.351, 5.81, 76.78, 86.49, 112.5, 115.1
2009, 6, 23.46, 17.94, 12.44, 9.699, 51.75, 47.33, 58.77, 65.29
2009, 7, 26.71, 21.04, 15.46, 12.76, 64.25, 87.45, 123.3, 130.3
2009, 8, 24.16, 18.68, 13.12, 10.41, 27.25, 57.71, 70.05, 83.58
2009, 9, 20.8, 15.79, 10.31, 7.792, 91.6, 130.4, 191.7, 216.9
2009, 10, 14.15, 9.546, 4.08, 1.725, 44.85, 68.22, 103.8, 102.8
2009, 11, 5.544, 2.07, -3.538, -6.183, 10.02, 20.5, 39.26, 39.2
2009, 12, 1.484, -1.164, -6.901, -9.589, 9.05, 19.5, 39.84, 50.92
2010, 1, 7.232, 3.919, -2.408, -5.805, 2.865, 8.952, 19.41, 17.67
2010, 2, 2.836, -1.501, -7.467, -10.14, 4.539, 11.36, 20.64, 17.81
2010, 3, 6.274, 2.477, -2.752, -5.309, 11.18, 24.34, 43.85, 39.45
2010, 4, 12.37, 8.21, 2.822, -0.008278, 34.55, 54.12, 94.19, 88.75
2010, 5, 18.29, 12.67, 7.079, 4.637, 12.08, 26.04, 46.43, 47.8
2010, 6, 22.21, 17.07, 11.7, 8.999, 46.76, 62.16, 77.94, 82.85
2010, 7, 25.78, 20.09, 14.59, 11.8, 68.02, 102, 152.1, 150.5
2010, 8, 26.25, 20.11, 14.5, 11.71, 21.88, 52.57, 81.14, 76.19
2010, 9, 23.34, 18.51, 12.86, 10.12, 2.923, 8.921, 13.41, 21.42
2010, 10, 13.66, 9.577, 3.849, 1.234, 37.08, 54.81, 76.32, 80.22
2010, 11, 2.247, -0.6173, -6.109, -8.726, 12.64, 35.38, 65.69, 66.77
2010, 12, -2.195, -3.212, -8.46, -10.83, 14.52, 39.77, 90.76, 97.53
2011, 1, -0.1651, -2.402, -8.456, -11.61, 6.998, 14.48, 31.16, 33.2
2011, 2, 3.307, -0.7959, -6.348, -9.051, 3.402, 9.989, 21.63, 24.24
2011, 3, 9.715, 5.052, -0.3629, -3.087, 9.704, 23.69, 44.58, 41.98
2011, 4, 11.92, 8.326, 3.247, 0.6406, 38.77, 60.92, 103.8, 101
2011, 5, 17.02, 11.85, 6.183, 3.566, 90.13, 104.8, 150.9, 130.3
2011, 6, 23.58, 18.06, 12.53, 9.749, 62.34, 52.48, 55.31, 63.91
2011, 7, 24.63, 19.72, 14.35, 11.65, 62.81, 89.61, 120.1, 105.2
2011, 8, 24.15, 18.71, 13.17, 10.38, 22.78, 40.33, 54.66, 48.46
2011, 9, 20.82, 16.2, 10.78, 8.21, 16.39, 21.39, 27.34, 24.46
2011, 10, 15.32, 13.09, 7.844, 5.369, 11.11, 17.89, 29.06, 33.94
2011, 11, 11.78, 8.675, 2.949, 0.06611, 0.3757, 0.8867, 4.151, 4.089
2011, 12, 7.845, 4.506, -1.872, -4.622, 3.087, 8.412, 15.81, 17.13
2012, 1, -1.146, -3.241, -9.253, -12.2, 23.32, 46.13, 97.98, 108.8
2012, 2, -1.091, -4.472, -9.982, -12.36, 11.28, 25.02, 47.71, 43.94
2012, 3, 13.04, 9.129, 3.699, 0.9585, 18.16, 30.44, 54.62, 61.26
2012, 4, 8.677, 4.304, -0.8392, -3.523, 23.67, 46.34, 86.12, 94.67
2012, 5, 19, 13.82, 8.386, 5.834, 47.26, 58.71, 91.88, 102
2012, 6, 23.73, 19.11, 13.84, 10.94, 55.25, 69.05, 88.31, 83.48
2012, 7, 24.51, 19.37, 14.07, 11.4, 48.78, 76.75, 88.73, 88.84
2012, 8, 23.69, 18.78, 13.5, 10.73, 40.99, 88.43, 118.1, 109.5
2012, 9, 22.55, 17.74, 12.16, 9.522, 8.001, 14.81, 19.14, 18.68
2012, 10, 17.98, 13.73, 8.232, 5.694, 13.79, 13.94, 22.68, 28.55
2012, 11, 5.267, 1.766, -4.009, -6.707, 3.433, 8.296, 20.52, 22.53
2012, 12, -0.2537, -1.909, -8.115, -11.03, 3.487, 11.94, 25, 25.71
2013, 1, -1.887, -3.39, -8.991, -11.93, 14.84, 21.36, 43.52, 43.23
2013, 2, -1.479, -4.541, -9.949, -12.35, 14.44, 26.7, 65.37, 70.49
2013, 3, 6.392, 3.287, -1.761, -4.235, 43.35, 92.26, 188.9, 187.9
2013, 4, 11.97, 8.415, 3.154, 0.5059, 22.3, 42.89, 77.46, 86.02
2013, 5, 19.29, 14.34, 8.77, 5.968, 39.81, 45.35, 57.04, 54.43
2013, 6, 22.76, 16.92, 11.34, 8.495, 86.73, 99.22, 134.3, 127
2013, 7, 26.41, 20.37, 14.71, 11.96, 85.45, 126.7, 158.5, 146.6
2013, 8, 26.47, 20.48, 14.74, 11.88, 21.14, 43.24, 63.36, 66.75
2013, 9, 21.68, 16.32, 10.82, 8.337, 24.31, 44.91, 64.84, 82.73
2013, 10, 15.29, 10.28, 4.592, 1.948, 16.11, 14, 18.37, 15.27
2013, 11, 5.736, 2.764, -2.82, -5.41, 8.951, 31.81, 61.74, 63.21
2013, 12, -7.905, -8.401, -13.74, -16.14, 20.29, 52.13, 99.38, 106.3
2014, 1, 6.428, 4.053, -2.221, -5.387, 3.316, 5.105, 8.991, 8.841
2014, 2, 4.546, 0.776, -4.882, -7.391, 34.45, 69.64, 161.3, 183.7
2014, 3, 8.957, 4.427, -0.8718, -3.38, 67.11, 86.1, 136.5, 151.8
2014, 4, 13.49, 9.326, 4.028, 1.53, 29.26, 35.42, 57.73, 48.79
2014, 5, 19.01, 14, 8.539, 5.886, 31.51, 16.58, 21.73, 23.01
2014, 6, 23.96, 18.62, 13.28, 10.52, 42.19, 49.08, 57.83, 53.85
2014, 7, 26.36, 21.22, 15.92, 13.26, 54.46, 59.14, 62.67, 65.74
2014, 8, 28.5, 22.61, 16.99, 14.2, 36.34, 58.04, 78.8, 104.9
2014, 9, 20.03, 15.45, 10.02, 7.409, 41.68, 62.4, 86.34, 90.83
2014, 10, 14.76, 11.07, 5.503, 2.933, 17.32, 22.87, 36.06, 33.85
2014, 11, 4.047, 1.494, -4.149, -6.657, 16.52, 25.41, 39.23, 41.69
2014, 12, 4.454, 1.408, -4.804, -7.613, 5.53, 24.89, 50.61, 48.04
2015, 1, 6.038, 3.786, -2.432, -5.596, 2.698, 4.296, 10.16, 13.06
2015, 2, 4.83, 0.9664, -4.651, -7.212, 5.103, 10.75, 18.57, 17.48
2015, 3, 9.159, 4.272, -0.8844, -3.56, 38.87, 55.8, 96.14, 96.71
2015, 4, 12.48, 7.918, 2.656, 0.1401, 40.14, 54.29, 85.97, 94.04
2015, 5, 17.13, 12.91, 7.618, 5.002, 86.75, 87.62, 102.8, 93.38
2015, 6, 24.94, 19.8, 14.4, 11.58, 36.13, 32.65, 37.1, 41.5
2015, 7, 28.39, 23.59, 18.14, 15.44, 38.37, 46.52, 68.84, 81.86
2015, 8, 25.77, 20.48, 14.95, 12.11, 63.25, 101.9, 129.1, 121.7
2015, 9, 20.75, 16.48, 10.88, 8.269, 22.93, 27.11, 35.91, 36.43
2015, 10, 16.05, 11.83, 6.141, 3.614, 7.001, 13.49, 20.22, 29.7
2015, 11, 7.818, 4.112, -1.317, -3.835, 26.98, 62.83, 122.3, 142.9
2015, 12, -2.039, -3.684, -9.337, -11.84, 19.13, 43.36, 92.71, 95.58
2016, 1, 1.425, -0.5585, -6.58, -9.545, 12.83, 27.84, 64.54, 70.27
2016, 2, 1.313, -1.974, -7.409, -9.733, 28.93, 59.65, 141.5, 152.7
2016, 3, 8.597, 3.456, -1.865, -4.504, 3.921, 13.04, 26.86, 32.92
2016, 4, 13.58, 8.457, 3.049, 0.1916, 21.44, 27.53, 43.26, 45.11
2016, 5, 16.27, 11.58, 6.099, 3.445, 30.27, 28.45, 42.57, 40.82
2016, 6, 22.23, 17.16, 11.73, 8.814, 46.09, 49.24, 58.45, 57.07
2016, 7, 28.21, 22.5, 16.91, 14.07, 49.86, 64.31, 84.54, 94
2016, 8, 26.94, 20.9, 15.31, 12.52, 31.36, 36.91, 40.19, 43.36
2016, 9, 21.75, 17.61, 12.16, 9.523, 18.84, 17.19, 16.82, 16.13
2016, 10, 14.96, 11.58, 6.116, 3.547, 12.3, 13.3, 17.03, 18.13
2016, 11, 4.518, 1.265, -4.456, -7.203, 27.1, 51.91, 80.37, 80.94
2016, 12, 3.682, 0.7366, -5.682, -8.65, 2.103, 6.754, 10.8, 10.1
2017, 1, 1.028, -0.03055, -6.008, -9.145, 7.854, 14.09, 33.39, 38.28
2017, 2, 5.759, 1.889, -3.611, -6.362, 2.244, 11.7, 30.25, 31.97
2017, 3, 6.814, 2.312, -3.002, -5.79, 18.12, 41.04, 83.24, 82.93
2017, 4, 14.53, 9.834, 4.138, 1.228, 16.66, 23.41, 37.8, 41.31
2017, 5, 21.33, 17.39, 11.87, 9.168, 24.04, 9.943, 13.86, 14.98
2017, 6, 26.38, 21.41, 15.99, 12.97, 56.84, 47.78, 56.13, 48.59
2017, 7, 27.85, 22.62, 17.27, 14.49, 37.49, 61.36, 80.91, 88.45
2017, 8, 23.1, 18.57, 13.47, 10.68, 79.12, 128.6, 167.1, 137.4
2017, 9, 21.45, 16.65, 11.05, 8.453, 5.421, 12.02, 16.8, 13.95
2017, 10, 14.16, 10.86, 5.32, 2.66, 6.885, 6.807, 7.821, 8.315
2017, 11, 10.69, 7.34, 1.462, -1.308, 2.488, 1.524, 2.916, 2.962
