# Created by WEAP: 5/10/2021 8:12:36 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_MPI-ESM-LR_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_CEN_KIngs (301,056 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (46,690 ha),  1000 - 2000 m (61,276 ha),  2000 - 3000 m (96,982 ha),  3000 - 4000 m (95,816 ha),  4000 - 5000 m (292 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 7.135, 2.299, -4.053, -8.427, -10.34, 263.6, 352.4, 416.9, 454.7, 451.7
2006, 2, 9.236, 4.218, -1.725, -5.473, -7.006, 68.35, 87.63, 82.18, 73.81, 72.62
2006, 3, 10.42, 4.859, -0.9467, -4.273, -5.534, 85.22, 120.1, 122.8, 103.5, 76.5
2006, 4, 14.08, 8.376, 2.72, -0.2309, -1.262, 32.35, 42.34, 45.66, 49.01, 44.64
2006, 5, 19.28, 13.56, 7.931, 5.037, 4.064, 15.36, 19.83, 14.6, 15.22, 15.38
2006, 6, 23.52, 17.79, 12.3, 9.598, 8.674, 4.265, 9.022, 12.06, 13.32, 14.51
2006, 7, 27.69, 22.14, 16.51, 13.34, 12.21, 0.03827, 0.3429, 1.641, 3.008, 4.04
2006, 8, 29.43, 23.89, 18.02, 14.44, 13.02, 0.3743, 1.616, 5.124, 8.889, 10.34
2006, 9, 23.6, 18.01, 11.99, 8.361, 6.898, 0.01756, 0.1429, 0.6085, 1.388, 1.99
2006, 10, 23.11, 17.95, 11.82, 7.951, 6.357, 4.246, 5.162, 6.39, 6.342, 6.01
2006, 11, 15.21, 10.64, 4.656, 0.7832, -0.7741, 52.98, 57.04, 56.15, 60.06, 63.73
2006, 12, 7.506, 3.04, -3.068, -7.055, -8.769, 54.67, 76.84, 88.28, 93.14, 98
2007, 1, 10.35, 5.675, -0.6196, -4.966, -6.921, 153.5, 224.1, 244, 240.6, 207.6
2007, 2, 9.524, 4.226, -1.703, -5.449, -7.12, 306.2, 400.5, 448.6, 466.2, 491.7
2007, 3, 11.5, 5.844, -0.09649, -3.505, -4.801, 134.9, 158, 151, 132.2, 117.3
2007, 4, 16.22, 10.49, 4.659, 1.47, 0.3368, 43.67, 65.71, 64.64, 54.75, 49.51
2007, 5, 17.8, 11.98, 6.308, 3.389, 2.496, 18.56, 21.95, 28.05, 44.06, 53.27
2007, 6, 26.43, 21.01, 15.55, 12.59, 11.5, 1.451, 3.823, 5.567, 7.968, 9.629
2007, 7, 28.94, 23.49, 17.88, 14.65, 13.49, 11.11, 16.82, 19.15, 19.14, 19.83
2007, 8, 27.3, 21.66, 15.82, 12.45, 11.16, 1.007, 8.312, 19.42, 26.45, 30.6
2007, 9, 24.58, 18.83, 12.89, 9.389, 7.869, 57.7, 94.75, 98.83, 90.98, 89.19
2007, 10, 18.81, 13.4, 7.475, 3.901, 2.428, 40.16, 52.38, 47.1, 42.94, 48.95
2007, 11, 13.13, 8.306, 2.168, -1.657, -3.239, 31.77, 36.99, 35.68, 34.18, 36.99
2007, 12, 10.18, 5.787, -0.2868, -4.327, -6.124, 40.08, 59.99, 65.39, 57.07, 53.26
2008, 1, 9.002, 4.186, -1.836, -6.076, -8.091, 707.3, 1056, 1386, 1532, 1416
2008, 2, 7.812, 1.945, -4.292, -8.316, -10.14, 369.6, 494.3, 547.1, 574.3, 551.7
2008, 3, 5.981, 0.06855, -5.751, -9.27, -10.7, 193.9, 250, 263.1, 245.6, 221.6
2008, 4, 14.47, 8.562, 2.803, -0.2508, -1.345, 8.638, 18.56, 22.59, 22.14, 23.56
2008, 5, 18.31, 12.51, 6.994, 4.166, 3.257, 27.73, 47.15, 50.99, 53.97, 62.03
2008, 6, 20.88, 14.92, 9.374, 6.798, 6.114, 2.888, 3.466, 3.406, 3.738, 3.482
2008, 7, 27.34, 21.73, 16, 12.81, 11.69, 0.04414, 0.4869, 2.765, 5.683, 7.077
2008, 8, 26.47, 20.65, 14.85, 11.61, 10.41, 2.687, 7.444, 9.547, 8.164, 9.146
2008, 9, 22.77, 17.19, 11.61, 8.346, 7.096, 190.2, 329.7, 378.8, 331.4, 322.7
2008, 10, 17.46, 11.68, 5.379, 1.707, 0.3269, 4.095, 3.538, 3.914, 5.802, 7.222
2008, 11, 8.277, 3.142, -2.995, -6.664, -8.039, 34.08, 41.47, 45.66, 49.1, 54.13
2008, 12, 7.664, 2.85, -3.573, -7.781, -9.62, 76.5, 100.1, 110.4, 105.6, 89.06
2009, 1, 8.337, 3.515, -2.781, -6.993, -8.784, 171.3, 213.2, 238.6, 271.4, 272.7
