# Created by WEAP: 5/10/2021 8:13:48 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_MPI-ESM-LR_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_N_CEN_Interior Coulee (1,197,238 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (1,197,238 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 0 to 1000 m

2006, 1, -4.399, 35.79
2006, 2, 3.432, 22.35
2006, 3, 6.254, 14.93
2006, 4, 11.89, 3.229
2006, 5, 17.53, 6.166
2006, 6, 17.7, 9.005
2006, 7, 23.55, 28.02
2006, 8, 25.29, 2.86
2006, 9, 16.52, 2.773
2006, 10, 14.96, 8.653
2006, 11, 6.185, 36.18
2006, 12, -3.297, 19.03
2007, 1, -2.664, 16.91
2007, 2, 0.7852, 9.607
2007, 3, 6.749, 29
2007, 4, 11.23, 18.4
2007, 5, 12.88, 2.105
2007, 6, 20.85, 7.913
2007, 7, 24.8, 1.927
2007, 8, 22.51, 5.851
2007, 9, 18.97, 6.8
2007, 10, 12.24, 15.09
2007, 11, 4.992, 95.7
2007, 12, 1.018, 40.89
2008, 1, -0.3851, 44.95
2008, 2, 4.752, 17.59
2008, 3, 7.934, 6.608
2008, 4, 10.95, 17.82
2008, 5, 17.96, 17.4
2008, 6, 19.45, 53.74
2008, 7, 23.77, 8.174
2008, 8, 22.77, 5.791
2008, 9, 19.47, 8.658
2008, 10, 10.2, 19.53
2008, 11, -1.558, 13.33
2008, 12, -0.7672, 27.06
2009, 1, 0.6328, 33.22
2009, 2, 2.759, 27.4
2009, 3, 7.843, 28.56
2009, 4, 11.85, 11.16
2009, 5, 17, 13.76
2009, 6, 18.8, 17.57
2009, 7, 23.16, 12.52
2009, 8, 23.65, 17.34
2009, 9, 18.08, 16.41
2009, 10, 12.09, 11.41
2009, 11, 4.844, 28.39
2009, 12, -2.888, 22.76
2010, 1, 3.2, 54.14
2010, 2, -0.8885, 52.2
2010, 3, 6.954, 36.6
2010, 4, 9.865, 20.67
2010, 5, 13.89, 19.47
2010, 6, 20.96, 2.488
2010, 7, 24.53, 6.038
2010, 8, 22.29, 19.19
2010, 9, 18.45, 10.46
2010, 10, 12.57, 8.901
2010, 11, 0.326, 13.47
2010, 12, -5.461, 0.5569
2011, 1, -0.517, 34.16
2011, 2, 2.427, 21.77
2011, 3, 7.63, 16.59
2011, 4, 12.08, 28.41
2011, 5, 13.13, 14.02
2011, 6, 19.48, 37.17
2011, 7, 23.01, 10.69
2011, 8, 20.73, 9.046
2011, 9, 19.07, 12.55
2011, 10, 13.47, 13.26
2011, 11, 5.009, 75.29
2011, 12, 3.472, 95.12
2012, 1, -0.5145, 27.8
2012, 2, 1.066, 33.05
2012, 3, 5.991, 40.58
2012, 4, 9.127, 11.34
2012, 5, 16.59, 12.71
2012, 6, 20.53, 6.54
2012, 7, 23.35, 24.07
2012, 8, 23.29, 0.6513
2012, 9, 20.46, 3.324
2012, 10, 12.47, 34
2012, 11, 0.5201, 25.3
2012, 12, -9.184, 23.92
2013, 1, -0.1589, 38.22
2013, 2, 0.9882, 33.62
2013, 3, 10.42, 20.9
2013, 4, 11.88, 5.389
2013, 5, 15.13, 6.779
2013, 6, 22.85, 10.4
2013, 7, 23.28, 3.438
2013, 8, 24.33, 25.46
2013, 9, 21.21, 22.06
2013, 10, 10.59, 28.24
2013, 11, 5.085, 35.23
2013, 12, 0.1645, 5.506
2014, 1, 6.362, 12.54
2014, 2, 6.694, 5.924
2014, 3, 12.36, 20.71
2014, 4, 14.11, 18.75
2014, 5, 15.36, 33.54
2014, 6, 21.12, 7.408
2014, 7, 25.57, 44.26
2014, 8, 23.08, 12.58
2014, 9, 21.77, 37.2
2014, 10, 12.54, 27.67
2014, 11, 5.549, 13.65
2014, 12, 2.159, 55.06
2015, 1, 0.04288, 32.3
2015, 2, 5.266, 60.82
2015, 3, 8.817, 35.5
2015, 4, 11.54, 8.691
2015, 5, 15.53, 41.35
2015, 6, 17.88, 30.92
2015, 7, 23.77, 14.49
2015, 8, 23.92, 18.9
2015, 9, 18.5, 11.64
2015, 10, 10.86, 12
2015, 11, 3.88, 31.2
2015, 12, 1.709, 53.82
2016, 1, 3.548, 26.99
2016, 2, 2.919, 20.72
2016, 3, 8.573, 22.69
2016, 4, 10.87, 14.66
2016, 5, 18.08, 16.78
2016, 6, 22.4, 31.89
2016, 7, 24.05, 12.34
2016, 8, 22.58, 31.87
2016, 9, 19.02, 22.18
2016, 10, 11.45, 23.5
2016, 11, 4.84, 57.45
2016, 12, -0.2451, 42.61
2017, 1, 0.4767, 34.26
2017, 2, 4.204, 19.95
2017, 3, 8.2, 27.87
2017, 4, 9.64, 18.65
2017, 5, 14.6, 15.79
2017, 6, 19.47, 17.46
2017, 7, 26.85, 11.35
2017, 8, 26.59, 1.523
2017, 9, 19.5, 5.669
2017, 10, 11.92, 32.58
2017, 11, 6.885, 34.46
2017, 12, -0.4428, 45.88
2018, 1, 3.934, 44.46
2018, 2, -3.675, 28.21
2018, 3, 6.386, 17.71
2018, 4, 13.66, 21.42
2018, 5, 16.31, 7.326
2018, 6, 18.24, 16.12
2018, 7, 23.92, 12.81
2018, 8, 24.27, 10.71
2018, 9, 17.78, 48.75
2018, 10, 13.58, 7.097
2018, 11, 7.135, 7.795
2018, 12, 4.158, 43.07
2019, 1, -2.698, 19.24
2019, 2, -6.143, 18.29
2019, 3, 7.147, 20.97
2019, 4, 11.38, 26.52
2019, 5, 12.52, 19.84
2019, 6, 19.13, 14.04
2019, 7, 24.83, 3.003
2019, 8, 24.18, 5.162E-6
2019, 9, 16.59, 7.499
2019, 10, 11.84, 10.72
2019, 11, 6.399, 17.27
2019, 12, -1.491, 57.99
2020, 1, -0.9176, 20.96
2020, 2, 3.99, 32.32
2020, 3, 7.254, 13.68
2020, 4, 10.91, 11.24
2020, 5, 16.13, 29.32
2020, 6, 22.14, 5.579
2020, 7, 24.97, 2.281
2020, 8, 26.66, 0.8337
2020, 9, 19, 18.17
2020, 10, 12.64, 8.547
2020, 11, 4.525, 12.64
2020, 12, 4.54, 8.323
2021, 1, 6.461, 19.83
2021, 2, 7.853, 7.842
2021, 3, 11.51, 8.564
2021, 4, 12.13, 6.903
2021, 5, 19.08, 16.02
2021, 6, 19.98, 26.88
2021, 7, 25.1, 2.879
2021, 8, 25.61, 19.73
2021, 9, 20.72, 7.265
2021, 10, 11.94, 18.05
2021, 11, 7.479, 70.83
2021, 12, -2.538, 11.3
2022, 1, -1.928, 32.87
2022, 2, 3.37, 26.72
2022, 3, 9.401, 10.2
2022, 4, 10.55, 18.04
2022, 5, 15.73, 37.8
2022, 6, 21.49, 19.98
2022, 7, 26.83, 27.61
2022, 8, 25.01, 1.999
2022, 9, 20.31, 7.984
2022, 10, 13.4, 21.52
2022, 11, 4.545, 38.34
2022, 12, 2.036, 40.7
2023, 1, 1.466, 45.09
2023, 2, 0.4654, 22.14
2023, 3, 7.052, 31.9
2023, 4, 11.63, 12.16
2023, 5, 14.88, 12.74
2023, 6, 20.3, 3.537
2023, 7, 25.98, 5.538
2023, 8, 27.14, 1.669
2023, 9, 17.32, 12.32
2023, 10, 10.91, 13.97
2023, 11, 8.078, 16.15
2023, 12, 1.866, 45.64
2024, 1, 0.4648, 40.11
2024, 2, -1.709, 26.83
2024, 3, 11.03, 8.24
2024, 4, 10.4, 32.79
2024, 5, 15.45, 30.99
2024, 6, 20.35, 13.6
2024, 7, 24.35, 15.32
2024, 8, 22.34, 10.53
2024, 9, 20.02, 11.33
2024, 10, 9.947, 26.5
2024, 11, 1.758, 44.24
2024, 12, -8.821, 23.61
2025, 1, -4.96, 30.92
2025, 2, 0.4727, 3.912
2025, 3, 10.66, 3.888
2025, 4, 13.47, 6.558
2025, 5, 18.59, 23.41
2025, 6, 19.02, 19.64
2025, 7, 22.48, 20.24
2025, 8, 22.55, 4.155
2025, 9, 16.86, 23.46
2025, 10, 10.63, 13.95
2025, 11, -2.258, 45.14
2025, 12, 2.92, 22.2
2026, 1, 0.5818, 40.49
2026, 2, 1.704, 19.55
2026, 3, 5.726, 16.36
2026, 4, 10.84, 18.83
2026, 5, 18.32, 15.95
2026, 6, 21.27, 24.91
2026, 7, 23.41, 9.53
2026, 8, 23.75, 14.56
2026, 9, 20.92, 9.868
2026, 10, 14.83, 9.164
2026, 11, 4, 17.41
2026, 12, -4.047, 22.88
2027, 1, 1.321, 28.29
2027, 2, 6.356, 30.79
2027, 3, 11.85, 34.31
2027, 4, 13.22, 23.99
2027, 5, 16.2, 31.93
2027, 6, 22.29, 26.36
2027, 7, 26.2, 7.082
2027, 8, 26.01, 2.628
2027, 9, 19, 17.22
2027, 10, 12.67, 31.23
2027, 11, 4.795, 66.72
2027, 12, 1.053, 90.72
2028, 1, -2.084, 44.06
2028, 2, -2.056, 32.86
2028, 3, 7.86, 28.27
2028, 4, 11.35, 30.8
2028, 5, 15.74, 2.038
2028, 6, 19.73, 8.548
2028, 7, 22.6, 23.26
2028, 8, 24.86, 12.89
2028, 9, 18.34, 17.59
2028, 10, 11.52, 41.34
2028, 11, 2.04, 30
2028, 12, 0.8561, 34.76
2029, 1, -0.7809, 24.91
2029, 2, 0.3288, 48.72
2029, 3, 6.657, 19.18
2029, 4, 11.36, 15.11
2029, 5, 14.36, 8.122
2029, 6, 19.54, 17.47
2029, 7, 22.59, 16.72
2029, 8, 23.15, 5.917
2029, 9, 17.99, 2.317
2029, 10, 11.75, 19.61
2029, 11, 2.759, 50.93
2029, 12, -0.6425, 46.58
2030, 1, 0.1778, 14.7
2030, 2, -1.63, 27.32
2030, 3, 5.867, 6.446
2030, 4, 11.45, 6.153
2030, 5, 14.31, 6.807
2030, 6, 20.37, 1.794
2030, 7, 23.71, 2.216
2030, 8, 25.02, 2.773
2030, 9, 19.39, 27.13
2030, 10, 10.52, 25.34
2030, 11, 0.3027, 45.68
2030, 12, 1.152, 69.33
2031, 1, -0.7587, 34.42
2031, 2, 5.121, 25.87
2031, 3, 7.084, 24.13
2031, 4, 6.001, 37.44
2031, 5, 17.31, 9.959
2031, 6, 18.71, 26.41
2031, 7, 24.89, 0.8081
2031, 8, 24.63, 2.652
2031, 9, 17.63, 15.4
2031, 10, 13.81, 11.72
2031, 11, 5.655, 42.17
2031, 12, 1.214, 14.54
2032, 1, -2.495, 43.5
2032, 2, 0.9605, 44.89
2032, 3, 7.51, 8.02
2032, 4, 7.76, 25.29
2032, 5, 14.13, 20.29
2032, 6, 23.24, 10.93
2032, 7, 22.51, 8.153
2032, 8, 23.73, 17.12
2032, 9, 19.09, 21.82
2032, 10, 9.77, 48.63
2032, 11, 4.312, 32.68
2032, 12, -1.944, 22.48
2033, 1, 2.637, 55.24
2033, 2, 2.142, 13.67
2033, 3, 11.61, 7.352
2033, 4, 13.15, 22.93
2033, 5, 16.37, 38.55
2033, 6, 21.2, 77.57
2033, 7, 25.49, 45.03
2033, 8, 22.47, 42.04
2033, 9, 21.05, 0.6076
2033, 10, 12.74, 11.56
2033, 11, 7.129, 58.08
2033, 12, -0.79, 48.91
2034, 1, 2.939, 44.36
2034, 2, 7.227, 36.49
2034, 3, 9.496, 15.51
2034, 4, 14.69, 7.744
2034, 5, 18.09, 7.92
2034, 6, 21.18, 5.153
2034, 7, 28.03, 1.114
2034, 8, 27.6, 1.491
2034, 9, 24.29, 9.06
2034, 10, 14.49, 11.83
2034, 11, 7.656, 31.21
2034, 12, 1.703, 6.768
2035, 1, 5.56, 39.05
2035, 2, 0.9754, 40.51
2035, 3, 9.303, 34.66
2035, 4, 9.084, 26.29
2035, 5, 16.71, 5.921
2035, 6, 20.28, 18.33
2035, 7, 25.95, 3.118
2035, 8, 24.69, 8.782
2035, 9, 19.39, 18.61
2035, 10, 11.1, 7.759
2035, 11, 6.042, 47.59
2035, 12, -1.605, 13.98
2036, 1, -5.424, 28.29
2036, 2, -2.115, 7.326
2036, 3, 9.679, 49.95
2036, 4, 11.91, 23.21
2036, 5, 13.98, 26.12
2036, 6, 22.14, 36.47
2036, 7, 24.26, 17.41
2036, 8, 22.88, 8.585
2036, 9, 18.26, 12.98
2036, 10, 12.13, 8.842
2036, 11, 3.707, 35.95
2036, 12, -0.6372, 55.7
2037, 1, -2.612, 52.08
2037, 2, 1.372, 6.679
2037, 3, 7.625, 20.16
2037, 4, 11.2, 13.48
2037, 5, 15.07, 32.49
2037, 6, 22.73, 4.042
2037, 7, 26.97, 0.5949
2037, 8, 23.74, 1.442
2037, 9, 24.03, 0.2185
2037, 10, 13.02, 9.691
2037, 11, 3.386, 7.349
2037, 12, -2.768, 53.68
2038, 1, -2.746, 23.7
2038, 2, 4.485, 40.65
2038, 3, 8.191, 28.78
2038, 4, 10.8, 25.13
2038, 5, 13.95, 26.43
2038, 6, 19.56, 3.911
2038, 7, 25.35, 10.12
2038, 8, 25.93, 3.224
2038, 9, 16.77, 11.63
2038, 10, 13.62, 17
2038, 11, 5.952, 39.65
2038, 12, -2.086, 6.779
2039, 1, 7.773, 17.76
2039, 2, 5.569, 23.02
2039, 3, 8.007, 23.5
2039, 4, 16.18, 5.895
2039, 5, 15.89, 20.67
2039, 6, 20.29, 13.93
2039, 7, 24.43, 6.597
2039, 8, 25.09, 0.3415
2039, 9, 22.19, 1.565
2039, 10, 13.46, 26.75
2039, 11, 3.409, 36.64
2039, 12, 3.569, 41.99
2040, 1, 0.6265, 22.64
2040, 2, 6.27, 24.66
2040, 3, 8.083, 21.18
2040, 4, 11.74, 14.54
2040, 5, 19.17, 4.968
2040, 6, 21.24, 10.41
2040, 7, 28.58, 4.766
2040, 8, 27.69, 6.803
2040, 9, 21.66, 2.466
2040, 10, 13.12, 9.084
2040, 11, 4.225, 29.81
2040, 12, 3.68, 14.78
2041, 1, 6.639, 55.86
2041, 2, 3.918, 29.6
2041, 3, 8.962, 30.04
2041, 4, 10.7, 15.71
2041, 5, 18.85, 4.325
2041, 6, 24.53, 7.397
2041, 7, 24.9, 10.18
2041, 8, 27.69, 0.07399
2041, 9, 21.73, 0.7896
2041, 10, 11.91, 7
2041, 11, 1.359, 21.5
2041, 12, -2.591, 51.51
2042, 1, 0.6831, 33.33
2042, 2, 3.829, 2.873
2042, 3, 10.63, 10.14
2042, 4, 14.25, 10.57
2042, 5, 19.34, 4.824
2042, 6, 22.09, 28.39
2042, 7, 26.92, 1.155
2042, 8, 28.77, 0.2672
2042, 9, 20.11, 20.45
2042, 10, 15.05, 1.551
2042, 11, 8.157, 1.201
2042, 12, 2.931, 43.66
2043, 1, 0.8073, 40.94
2043, 2, 6.98, 19.92
2043, 3, 9.472, 9.329
2043, 4, 14.49, 9.572
2043, 5, 15.89, 38.02
2043, 6, 21.12, 46.21
2043, 7, 26.54, 13.08
2043, 8, 24.17, 0.56
2043, 9, 23, 0.002463
2043, 10, 15.93, 5.015
2043, 11, 8.739, 31.89
2043, 12, 3.863, 28.67
2044, 1, 0.4735, 26.86
2044, 2, 0.5848, 31.06
2044, 3, 7.394, 10.74
2044, 4, 9.493, 36.68
2044, 5, 16.21, 4.901
2044, 6, 23.31, 7.421
2044, 7, 24.5, 12.76
2044, 8, 24.98, 28.33
2044, 9, 20.63, 7.767
2044, 10, 15.93, 15.33
2044, 11, 5.893, 64.43
2044, 12, 1.66, 44.28
2045, 1, 3.413, 34.49
2045, 2, 5, 16.95
2045, 3, 9.154, 6.212
2045, 4, 11.76, 11.18
2045, 5, 17.68, 21.11
2045, 6, 21.91, 8.965
2045, 7, 24.62, 10.65
2045, 8, 26.18, 4.544
2045, 9, 20.95, 2.425
2045, 10, 12.13, 24.91
2045, 11, 4.622, 52.26
2045, 12, 0.9318, 62.96
2046, 1, 2.332, 20.62
2046, 2, -1.037, 18.18
2046, 3, 8.837, 16.8
2046, 4, 12.13, 17.65
2046, 5, 17.36, 7.209
2046, 6, 20.68, 45.06
2046, 7, 24.94, 6.218
2046, 8, 27.8, 1.797
2046, 9, 22.33, 1.825
2046, 10, 13.57, 22.34
2046, 11, 4.35, 38.9
2046, 12, 0.2114, 32.04
2047, 1, 2.463, 23.48
2047, 2, 6.384, 12.12
2047, 3, 9.154, 8.493
2047, 4, 16.14, 14.71
2047, 5, 18.7, 6.119
2047, 6, 20.44, 18.58
2047, 7, 25.18, 20.56
2047, 8, 23.49, 3.989
2047, 9, 20.28, 52.93
2047, 10, 12.66, 25.9
2047, 11, 5.113, 21.46
2047, 12, 0.558, 72.97
2048, 1, 4.199, 62.69
2048, 2, 6.951, 11.84
2048, 3, 9.24, 23.3
2048, 4, 11.87, 28.03
2048, 5, 15.11, 23.7
2048, 6, 23.27, 14.14
2048, 7, 24.22, 2.428
2048, 8, 23.8, 18.67
2048, 9, 19.42, 5.234
2048, 10, 13.14, 28.53
2048, 11, 6.317, 34.3
2048, 12, 0.7861, 10.81
2049, 1, 3.447, 43.97
2049, 2, 4.302, 18.24
2049, 3, 3.834, 36.61
2049, 4, 11.84, 7.118
2049, 5, 17.81, 1.082
2049, 6, 18.95, 9.437
2049, 7, 24.8, 1.771
2049, 8, 27.64, 1.775
2049, 9, 17.49, 7.606
2049, 10, 14.75, 8.713
2049, 11, 3.546, 36.02
2049, 12, -3.055, 25.87
2050, 1, -2.234, 33.44
2050, 2, 2.967, 34
2050, 3, 9.587, 27.5
2050, 4, 12.89, 8.074
2050, 5, 14.99, 10.33
2050, 6, 20.1, 45.51
2050, 7, 24.37, 3.939
2050, 8, 21.86, 41.29
2050, 9, 22.29, 3.189
2050, 10, 12.93, 27.87
2050, 11, 0.7439, 55.22
2050, 12, 4.059, 46.99
2051, 1, -0.1783, 33.67
2051, 2, -1.851, 20.53
2051, 3, 8.769, 17.04
2051, 4, 8.556, 22.37
2051, 5, 17.57, 27.99
2051, 6, 22.09, 14.43
2051, 7, 23.52, 5.913
2051, 8, 28.78, 0.3844
2051, 9, 21.57, 8.006
2051, 10, 11.78, 8.738
2051, 11, 7.535, 28.73
2051, 12, 4.72, 40.32
2052, 1, 5.683, 29.02
2052, 2, 4.211, 17.98
2052, 3, 7.843, 19.07
2052, 4, 12.71, 34.05
2052, 5, 17.89, 25.16
2052, 6, 20.91, 13.35
