# Created by WEAP: 5/10/2021 8:11:52 PM

# Climate time series data extracted from NetCDF file: \\VIRACOCHA\users\David\Downloads\monthly_MPI-ESM-LR_rcp85.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 2006 - December 2099 (1,128 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_Upr Nisqually (76,281 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (47,338 ha),  1000 - 2000 m (25,455 ha),  2000 - 3000 m (2,311 ha),  3000 - 4000 m (912 ha),  4000 - 5000 m (265 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

2006, 1, 0.7103, -1.904, -11.95, -13.61, -14.17, 278.9, 332.1, 464.5, 461.3, 458.6
2006, 2, 3.723, 1.311, -8.871, -10.53, -11.09, 268.9, 293.6, 398.5, 397.8, 392.4
2006, 3, 3.273, 0.901, -9.461, -11.14, -11.68, 187.3, 224, 322.6, 321, 317.1
2006, 4, 8.56, 6.045, -4.473, -6.155, -6.685, 108.5, 121.7, 150.5, 148.5, 146.6
2006, 5, 12.97, 10.79, 0.453, -1.217, -1.758, 48.04, 57.53, 75.51, 74.3, 73.25
2006, 6, 12.79, 10.5, -0.09565, -1.765, -2.298, 50.52, 54.39, 63.42, 62, 60.71
2006, 7, 16.79, 14.78, 4.684, 3.036, 2.491, 83.74, 99.12, 111.9, 108.6, 107.7
2006, 8, 19.32, 17.51, 7.769, 6.132, 5.567, 23.26, 26.88, 32.21, 31.44, 30.72
2006, 9, 14.38, 12.56, 2.507, 0.8556, 0.3031, 49.24, 59.25, 70.62, 68.93, 67.57
2006, 10, 14.11, 12.97, 3.915, 2.31, 1.722, 62.64, 83.89, 114.7, 114.1, 112.5
2006, 11, 5.112, 2.804, -7.22, -8.881, -9.426, 264.1, 321.6, 420.4, 415.9, 415
2006, 12, 0.8742, -1.315, -10.84, -12.49, -13.07, 229.4, 295.9, 457.9, 456.8, 453.5
2007, 1, 1.673, -0.8301, -10.65, -12.29, -12.85, 155.6, 201.3, 327.4, 326.4, 326.2
2007, 2, 1.039, -1.368, -11.5, -13.16, -13.72, 124.4, 153.8, 230.9, 230.2, 226.8
2007, 3, 3.526, 1.074, -9.316, -10.99, -11.52, 380.1, 420.3, 570.6, 568.2, 562.3
2007, 4, 6.939, 4.597, -5.857, -7.531, -8.065, 119.5, 131.6, 176.7, 175.6, 173.3
2007, 5, 8.501, 6.13, -4.423, -6.092, -6.637, 36.02, 44.67, 57.39, 55.82, 54.89
2007, 6, 15.11, 13.12, 2.787, 1.127, 0.5957, 37.14, 34.97, 23.63, 22.45, 22.28
2007, 7, 17.94, 16.26, 6.233, 4.581, 4.037, 15.66, 17.75, 16.27, 15.69, 15.54
2007, 8, 17.47, 15.33, 4.982, 3.319, 2.788, 82.73, 87.61, 95.26, 92.65, 91.03
2007, 9, 15.52, 13.64, 3.56, 1.901, 1.351, 32.97, 41.42, 43.91, 42.57, 41.9
2007, 10, 10.34, 8.85, -0.6794, -2.306, -2.883, 118, 146.1, 187.4, 184.1, 181.9
2007, 11, 4.583, 2.122, -8.269, -9.938, -10.48, 564.7, 667.3, 882.5, 871.8, 869.5
2007, 12, 2.302, 0.1975, -9.225, -10.86, -11.43, 269, 326.9, 472.9, 470.1, 468.7
2008, 1, 2.389, -0.007317, -9.86, -11.52, -12.07, 360.5, 413, 579.4, 575.3, 572.7
2008, 2, 4.482, 1.836, -8.642, -10.32, -10.87, 141.3, 184.8, 280.7, 278.8, 276.6
2008, 3, 4.247, 1.67, -8.855, -10.53, -11.06, 101.8, 116.2, 161.4, 161.3, 159.1
2008, 4, 6.612, 4.192, -6.225, -7.887, -8.43, 127.1, 140.7, 194.4, 194.5, 192.1
2008, 5, 11.9, 9.954, -0.2782, -1.935, -2.479, 78.87, 86.6, 114.9, 113.8, 111.6
2008, 6, 13.76, 11.45, 0.7115, -0.9673, -1.503, 82.67, 97.78, 129.8, 127.9, 125.1
2008, 7, 17.72, 15.79, 5.548, 3.888, 3.351, 24.55, 26.59, 34.71, 34.14, 33.42
2008, 8, 17.47, 15.3, 4.957, 3.302, 2.753, 14.71, 17.87, 24.94, 24.56, 23.89
2008, 9, 15.1, 13.34, 3.269, 1.611, 1.071, 32.16, 43.03, 55.13, 53.9, 52.87
2008, 10, 8.697, 6.715, -3.43, -5.085, -5.633, 154.3, 200.5, 272.7, 268.3, 264.4
2008, 11, 1.306, -0.8388, -10.77, -12.41, -12.98, 128.6, 161.4, 231.7, 229, 228.2
2008, 12, 1.841, -0.371, -10.01, -11.66, -12.23, 332.9, 402.6, 584, 581.3, 580.1
2009, 1, 2.813, 0.3509, -9.543, -11.21, -11.76, 244.1, 241.4, 277.7, 275.8, 275.8
2009, 2, 2.958, 0.2578, -9.932, -11.59, -12.15, 245.9, 299.8, 426.7, 423.8, 420.6
2009, 3, 5.575, 3.125, -7.229, -8.905, -9.449, 291.3, 362.3, 538.7, 536.7, 531
2009, 4, 8.904, 6.641, -3.384, -5.027, -5.59, 98.7, 122.4, 177.4, 177.2, 174.4
2009, 5, 12.11, 10.15, -0.01412, -1.677, -2.224, 119.4, 149, 223.4, 221.3, 217.7
2009, 6, 12.97, 10.59, -0.1219, -1.8, -2.336, 132.9, 154, 170.1, 165.4, 162.2
2009, 7, 17.44, 15.66, 5.585, 3.934, 3.374, 18.62, 22.13, 29.59, 29.07, 28.63
2009, 8, 17.76, 15.86, 5.857, 4.201, 3.656, 42.01, 46.7, 54.89, 54.01, 52.67
2009, 9, 13.3, 11.31, 1.083, -0.5892, -1.13, 82.57, 101.3, 111.1, 107.8, 106.4
2009, 10, 10, 8.141, -1.585, -3.223, -3.793, 155.7, 194.7, 252.3, 248.7, 245.8
2009, 11, 5.301, 2.916, -7.116, -8.787, -9.352, 315, 404.9, 584.5, 578.5, 578.5
2009, 12, 0.7421, -1.525, -11.36, -13, -13.56, 253.7, 320.8, 472.2, 468.4, 465
2010, 1, 4.384, 1.766, -8.105, -9.769, -10.32, 365, 427, 598.1, 595.4, 592.5
2010, 2, 1.094, -1.417, -11.48, -13.13, -13.7, 355.4, 422.3, 608.1, 606.2, 601.1
2010, 3, 5.109, 2.582, -7.939, -9.621, -10.15, 354.8, 406.9, 584, 581.6, 575.8
2010, 4, 6.196, 3.779, -6.732, -8.405, -8.936, 218.6, 233.6, 317.1, 314.8, 309.8
2010, 5, 9.161, 6.798, -3.809, -5.48, -6.021, 136.6, 150.7, 199.3, 196.9, 193.4
2010, 6, 16.03, 13.91, 3.407, 1.73, 1.182, 11.9, 10.9, 9.183, 8.709, 8.384
2010, 7, 19.21, 17.3, 7.053, 5.398, 4.853, 20.61, 27.99, 33.18, 32.65, 31.69
2010, 8, 16.74, 14.7, 4.372, 2.701, 2.163, 31.95, 37.42, 43.56, 42.84, 41.86
2010, 9, 14.76, 12.97, 3.241, 1.607, 1.041, 55.56, 61.79, 75.87, 74.25, 72.76
2010, 10, 11.26, 9.497, -0.2814, -1.924, -2.487, 85.72, 118.6, 178.4, 177.5, 176.4
2010, 11, 2.33, 0.0279, -9.872, -11.52, -12.1, 133.8, 179.1, 270.4, 269.1, 266.8
2010, 12, -1.056, -2.939, -11.96, -13.56, -14.16, 6.754, 11.79, 17.12, 16.99, 17.06
2011, 1, 2.623, -0.1379, -10.22, -11.88, -12.44, 409.2, 490.8, 679, 672.9, 669.9
2011, 2, 2.65, 0.1805, -10.16, -11.82, -12.36, 219.6, 257.9, 373.5, 371.6, 368.2
2011, 3, 4.142, 1.623, -9.008, -10.69, -11.23, 240, 291.4, 441.8, 440.2, 434.2
2011, 4, 7.367, 5.14, -5.041, -6.689, -7.239, 216.7, 234.8, 291.8, 288.3, 284.2
2011, 5, 8.721, 6.278, -4.432, -6.113, -6.643, 120.5, 153.6, 207.7, 204.5, 201.1
2011, 6, 13.2, 10.72, 0.09943, -1.575, -2.109, 141.4, 153.3, 166.5, 162.3, 158.9
2011, 7, 17.17, 15.23, 4.911, 3.238, 2.696, 47.28, 53.69, 57.05, 55.65, 54.82
2011, 8, 15.41, 13.32, 2.98, 1.315, 0.7784, 52.44, 52.98, 56.29, 54.91, 53.97
2011, 9, 14.81, 12.78, 2.445, 0.7822, 0.2327, 87.27, 99.8, 126.2, 123.5, 120.4
2011, 10, 11.41, 9.905, 0.2239, -1.407, -1.975, 141, 161.8, 200.7, 196.3, 194.4
2011, 11, 4.932, 2.593, -7.572, -9.229, -9.785, 408.4, 469.5, 639.2, 632.9, 631
2011, 12, 3.848, 1.448, -8.369, -10.03, -10.59, 467.9, 562.7, 810.3, 803.3, 802.2
2012, 1, 2.401, -0.1684, -10.29, -11.96, -12.53, 244.5, 295.9, 418, 416.5, 412.8
2012, 2, 3.005, 0.5456, -9.59, -11.25, -11.82, 290.2, 322.2, 411.4, 407.1, 403
2012, 3, 3.973, 1.433, -9.171, -10.86, -11.38, 390, 458.8, 646.3, 643, 634.2
2012, 4, 5.375, 2.963, -7.455, -9.122, -9.661, 131.7, 142.9, 188.4, 187.6, 185.5
2012, 5, 11.06, 8.905, -1.452, -3.108, -3.656, 107.4, 127.1, 164.1, 161.2, 158.8
2012, 6, 15.76, 13.81, 3.728, 2.072, 1.524, 30.76, 35.32, 45.7, 44.97, 44.24
2012, 7, 17.69, 15.67, 5.48, 3.815, 3.274, 57.1, 65.16, 60.66, 58.01, 57.99
2012, 8, 18.49, 16.61, 6.641, 4.995, 4.434, 6.493, 8.592, 11.15, 10.81, 10.5
2012, 9, 15.93, 14.24, 4.453, 2.812, 2.252, 69.35, 77.52, 86.44, 83.8, 82.35
2012, 10, 9.68, 7.838, -1.98, -3.629, -4.179, 227.8, 286.3, 391.8, 385.2, 380.6
2012, 11, 2.683, 0.3471, -9.742, -11.4, -11.93, 260.9, 310.6, 421.1, 415.9, 416.3
2012, 12, -3.406, -5.48, -15.25, -16.91, -17.46, 230.2, 292.1, 405.7, 402.5, 400.8
