# Created by WEAP: 1/4/2021 11:51:11 AM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\monthly_CanESM2.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: MT_SE_Middle Yellowstone (3,408,162 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (211,264 ha),  1000 - 2000 m (2,050,385 ha),  2000 - 3000 m (1,032,106 ha),  3000 - 4000 m (114,407 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m

1950, 1, -4.193, -4.033, -9.776, -11.57, 24.42, 25.04, 82.4, 138.1
1950, 2, 0.1389, 0.1531, -5.953, -8.191, 4.062, 11.95, 60.64, 98.04
1950, 3, 3.842, 2.364, -3.641, -6.445, 25.51, 32.63, 64.59, 96.33
1950, 4, 7.19, 5.154, -1.175, -4.175, 62.22, 59.83, 68.04, 94.07
1950, 5, 14.07, 11.92, 5.298, 2.573, 28.08, 27.69, 39.27, 50.09
1950, 6, 20.62, 18.03, 11.14, 8.46, 17.91, 26.61, 41.39, 45.68
1950, 7, 21.44, 19.27, 12.94, 9.761, 32.99, 36.23, 56.84, 67.27
1950, 8, 20.09, 17.88, 11.44, 8.369, 46.76, 73.72, 122.1, 119
1950, 9, 20.39, 18.46, 11.97, 9.364, 14.91, 13.03, 21.15, 26.07
1950, 10, 13.68, 12.12, 5.297, 3.168, 13.8, 19.5, 48.11, 61.73
1950, 11, 0.4726, -1, -7.513, -9.64, 17.82, 16.56, 33.81, 40.93
1950, 12, 0.1221, -0.6096, -7.961, -9.395, 3.156, 7.109, 54.23, 87.62
