# Created by WEAP: 1/4/2021 11:51:33 AM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\monthly_CanESM2.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Upr Bear (3,880 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (3,880 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

1950, 1, 5.325, 195.3
1950, 2, 6.429, 88.06
1950, 3, 7.015, 115.7
1950, 4, 8.918, 84.04
1950, 5, 14.38, 0.0004941
1950, 6, 16.9, 0.2505
1950, 7, 20.86, 0.4285
1950, 8, 23.37, 2.147
1950, 9, 17.66, 10.1
1950, 10, 15.11, 34.82
1950, 11, 6.266, 70.16
1950, 12, 5.372, 298.9
1951, 1, 4.512, 921.1
1951, 2, 6.179, 374.8
1951, 3, 6.591, 255.6
1951, 4, 3.611, 304.1
1951, 5, 13.15, 105.2
1951, 6, 17.12, 48.06
1951, 7, 21.47, 25.73
1951, 8, 21.98, 1.245
1951, 9, 17.34, 10.49
1951, 10, 12.68, 290.9
1951, 11, 5.236, 99.41
1951, 12, 3.285, 77.45
1952, 1, 3.098, 192.4
1952, 2, 5.675, 79.6
1952, 3, 4.422, 408.6
1952, 4, 7.569, 285.3
1952, 5, 12.89, 44.65
1952, 6, 16.36, 0.004707
1952, 7, 21.65, 0
1952, 8, 19.85, 0
1952, 9, 16.77, 4.697
1952, 10, 16.55, 9.649
1952, 11, 7.296, 637.9
1952, 12, 5.533, 459.8
1953, 1, 3.106, 214.5
1953, 2, 2.575, 242.1
1953, 3, 8.044, 305
1953, 4, 3.606, 275.2
1953, 5, 14.89, 13.99
1953, 6, 15.67, 3.766
1953, 7, 22.76, 68.86
1953, 8, 21.09, 0.1163
1953, 9, 18.44, 0
1953, 10, 11.08, 90.01
1953, 11, 4.697, 489.5
1953, 12, 6.535, 592.5
1954, 1, 4.749, 460.7
1954, 2, 2.861, 288.8
1954, 3, 2.962, 261.9
1954, 4, 3.581, 184.1
1954, 5, 14.14, 22.33
1954, 6, 15.71, 19.74
1954, 7, 23.22, 9.818
1954, 8, 17.65, 27.01
1954, 9, 17.08, 0.8304
1954, 10, 13.6, 104.5
1954, 11, 7.653, 157.5
1954, 12, 5.984, 40.81
1955, 1, 3.782, 269.5
1955, 2, 0.3752, 447.5
1955, 3, 2.477, 191.8
1955, 4, 8.953, 215.4
1955, 5, 12.34, 92.89
1955, 6, 15.72, 30.34
1955, 7, 21.56, 0
1955, 8, 21.45, 0.8838
1955, 9, 16.97, 32.77
1955, 10, 15.35, 124.4
