# Created by WEAP: 1/4/2021 11:53:18 AM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\monthly_CanESM2.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: CA_PGE_N_Lost Creek (4,240 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 1000 - 2000 m (4,240 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 1000 to 2000 m

1950, 1, 3.81, 275.6
1950, 2, 5.202, 123.2
1950, 3, 5.813, 112.2
1950, 4, 8.309, 78.54
1950, 5, 13, 1.286
1950, 6, 15.17, 0.1287
1950, 7, 19.22, 2.22
1950, 8, 21.61, 2.734
1950, 9, 15.84, 0.3794
1950, 10, 13.33, 53.51
1950, 11, 4.407, 74.23
1950, 12, 3.741, 348
1951, 1, 3.124, 931
1951, 2, 5.021, 444.4
1951, 3, 5.695, 315.6
1951, 4, 3.262, 300
1951, 5, 12.37, 105.3
1951, 6, 16.01, 55.23
1951, 7, 19.77, 5.133
1951, 8, 19.84, 0.2815
1951, 9, 16.01, 1.792
1951, 10, 11.54, 295.1
1951, 11, 4.426, 117.1
1951, 12, 1.727, 96.34
1952, 1, 1.033, 253.1
1952, 2, 3.95, 97.57
1952, 3, 4.106, 491.7
1952, 4, 7.852, 351.8
1952, 5, 12.22, 36.99
1952, 6, 14.78, 0.5647
1952, 7, 20.81, 0
1952, 8, 17.81, 0
1952, 9, 15.29, 0.2143
1952, 10, 14.7, 30.23
1952, 11, 6.495, 573.5
1952, 12, 3.687, 528.3
1953, 1, 1.542, 249
1953, 2, 1.074, 316.1
1953, 3, 7.288, 308.4
1953, 4, 4.417, 299.4
1953, 5, 13.99, 4.248
1953, 6, 14.28, 14.07
1953, 7, 21.6, 55.12
1953, 8, 19.53, 0
1953, 9, 16.98, 0
1953, 10, 10.48, 131.6
1953, 11, 4.076, 484.1
1953, 12, 3.916, 560.2
1954, 1, 3.383, 607
1954, 2, 2.2, 338.8
1954, 3, 2.558, 303.2
1954, 4, 3.925, 206.8
1954, 5, 13.51, 22.74
1954, 6, 14.61, 24.71
1954, 7, 21.52, 6.52
1954, 8, 15.96, 71.46
1954, 9, 15.37, 0.6988
1954, 10, 12.24, 139
1954, 11, 5.931, 146.8
1954, 12, 3.684, 49.77
1955, 1, 1.995, 277.6
1955, 2, -0.4805, 526.6
1955, 3, 1.623, 167.6
1955, 4, 8.778, 189.4
1955, 5, 11.49, 66.66
1955, 6, 15.1, 30.08
1955, 7, 19.54, 0.2944
1955, 8, 19.74, 0.07535
1955, 9, 15.47, 15.38
1955, 10, 13.67, 189.9
1955, 11, 6.049, 216.6
1955, 12, 3.296, 536.9
1956, 1, 2.633, 331.2
1956, 2, 2.896, 439.9
1956, 3, 3.184, 246.3
1956, 4, 8.244, 122.9
1956, 5, 12.6, 82.75
1956, 6, 13.99, 125.2
1956, 7, 18.82, 0.9521
1956, 8, 20.14, 13.22
1956, 9, 18.6, 7.533
1956, 10, 10.64, 299.2
1956, 11, 3.926, 386.4
1956, 12, 4.654, 23.23
1957, 1, 1.465, 574.4
1957, 2, 2.319, 365.5
1957, 3, 6.212, 186.8
1957, 4, 7.306, 71.89
1957, 5, 11.64, 200.7
1957, 6, 14.15, 140.1
1957, 7, 20.14, 0.141
1957, 8, 19.89, 7.497
1957, 9, 16.09, 128.5
1957, 10, 12.69, 160.5
1957, 11, 4.15, 601.4
1957, 12, 2.211, 558.1
1958, 1, 3.033, 630
1958, 2, 0.9029, 409.7
1958, 3, 1.425, 404.1
1958, 4, 4.503, 231.4
1958, 5, 13.36, 96.89
1958, 6, 15.83, 5.091
1958, 7, 16.92, 0.2991
1958, 8, 19.05, 13.55
1958, 9, 16.5, 30.29
1958, 10, 13.24, 14.05
1958, 11, 5.819, 69.74
1958, 12, 6.878, 32.86
