# Created by WEAP: 1/4/2021 11:48:47 AM

# Climate time series data extracted from NetCDF file: C:\Users\yates\Downloads\monthly_CanESM2.nc
# Raster grid: 368 rows x 368 columns, (53 N, 125 W) - (30 N, 102 W), 0.062 degree resolution (approximately 7 km)
# Timespan: Monthly, January 1950 - December 2099 (1,800 data points)
# Variables extracted:
#      tavg: tasmax[C]
#      Prcp: pr[mm]

# WEAP Catchment: WA_W_White (153,127 ha)
# Climate grid intersected and averaged over each elevation band of catchment: 0 - 1000 m (82,596 ha),  1000 - 2000 m (66,193 ha),  2000 - 3000 m (3,823 ha),  3000 - 4000 m (456 ha),  4000 - 5000 m (59 ha)

"$ListSeparator = ,"
"$DecimalSymbol = ."

$Columns = Year, Month, tavg[C]:Elevation 0 to 1000 m, tavg[C]:Elevation 1000 to 2000 m, tavg[C]:Elevation 2000 to 3000 m, tavg[C]:Elevation 3000 to 4000 m, tavg[C]:Elevation 4000 to 5000 m, Prcp[mm]:Elevation 0 to 1000 m, Prcp[mm]:Elevation 1000 to 2000 m, Prcp[mm]:Elevation 2000 to 3000 m, Prcp[mm]:Elevation 3000 to 4000 m, Prcp[mm]:Elevation 4000 to 5000 m

1950, 1, 0.7389, -4.35, -7.592, -11.43, -14.62, 124.9, 161, 229.9, 265.3, 252.1
1950, 2, 3.611, -1.769, -5.323, -9.358, -12.51, 122.9, 184.2, 299.6, 357.2, 340.5
1950, 3, 5.33, -0.2137, -4.018, -8.012, -11.03, 147.3, 183.3, 257.7, 317.3, 295.9
1950, 4, 8.789, 3.342, -0.3262, -4.377, -7.424, 89.61, 110.4, 163.2, 211.9, 202.7
1950, 5, 8.822, 2.825, -1.339, -5.643, -8.62, 132, 149, 206.4, 250.7, 231.8
1950, 6, 13.21, 8.232, 4.41, 0.3355, -2.777, 60.79, 67.07, 96.04, 111.3, 99.94
1950, 7, 16.21, 11.54, 8.506, 4.69, 1.645, 38.87, 37.62, 51.45, 51.41, 49.41
1950, 8, 18.46, 14.55, 11.57, 7.752, 4.584, 13.23, 10.59, 17.08, 21.08, 18.89
1950, 9, 15.28, 11.04, 7.877, 4.065, 0.9976, 69.15, 60.98, 72.3, 97.05, 85.47
1950, 10, 11.18, 6.34, 3.329, -0.3054, -3.48, 102.1, 120.8, 178.5, 234.4, 223.8
