Mayfield , HydroPower Res, -122.564583333333,46.5229166666667
2010,1,26907.9
2010,2,38218
2010,3,65469.7
2010,4,85246.8
2010,5,127549
2010,6,157948
2010,7,165007
2010,8,150716
2010,9,130527
2010,10,162880
2010,11,252430
2010,12,323213
2011,1,327181
2011,2,238513
2011,3,273037
2011,4,267247
2011,5,319488
2011,6,305614
2011,7,252850
2011,8,201260
2011,9,166392
2011,10,193066
2011,11,272219
2011,12,319605
2012,1,333427
2012,2,243504
2012,3,269139
2012,4,263431
2012,5,314927
2012,6,306027
2012,7,252475
2012,8,197524
2012,9,162394
2012,10,189963
2012,11,271963
2012,12,312532
2013,1,323917
2013,2,234887
2013,3,268886
2013,4,263184
2013,5,292585
2013,6,279041
2013,7,221386
2013,8,168351
2013,9,135296
2013,10,153581
2013,11,225214
2013,12,249595
2014,1,255652
2014,2,210779
2014,3,246445
2014,4,241218
2014,5,268442
2014,6,268575
2014,7,222235
2014,8,173038
2014,9,139974
2014,10,162318
2014,11,236668
2014,12,258619
2015,1,256642
2015,2,198975
2015,3,207021
2015,4,208892
2015,5,230491
2015,6,221381
2015,7,176020
2015,8,133579
2015,9,105564
2015,10,120482
2015,11,161395
2015,12,158526
2016,1,148946
2016,2,129469
2016,3,159251
2016,4,183632
2016,5,224081
2016,6,229470
2016,7,189165
2016,8,148193
2016,9,121700
2016,10,140583
2016,11,205440
2016,12,222410
2017,1,227524
2017,2,187991
2017,3,212628
2017,4,236271
2017,5,266839
2017,6,261224
2017,7,211847
2017,8,163257
2017,9,132841
2017,10,156139
2017,11,228237
2017,12,251252
2018,1,248072
2018,2,207954
2018,3,245656
2018,4,245058
2018,5,293049
2018,6,284789
2018,7,237217
2018,8,189263
2018,9,154666
2018,10,176798
2018,11,255784
2018,12,281068
2019,1,287277
2019,2,227852
2019,3,261874
2019,4,259005
2019,5,291164
2019,6,280575
2019,7,224059
2019,8,171114
2019,9,135900
2019,10,155687
2019,11,235768
2019,12,289054
2020,1,299446
2020,2,229883
2020,3,255836
2020,4,250410
2020,5,299360
2020,6,297987
2020,7,249483
2020,8,197448
2020,9,163866
2020,10,192171
2020,11,272872
2020,12,310972
2021,1,332004
2021,2,237049
2021,3,271361
2021,4,265607
2021,5,303134
2021,6,305926
2021,7,252986
2021,8,197918
2021,9,161575
2021,10,186558
2021,11,267868
2021,12,307013
2022,1,337793
2022,2,234513
2022,3,268459
2022,4,262765
2022,5,298691
2022,6,290736
2022,7,233367
2022,8,179848
2022,9,145042
2022,10,163184
2022,11,233921
2022,12,273429
2023,1,306472
2023,2,224253
2023,3,256853
2023,4,251406
2023,5,300551
2023,6,295466
2023,7,252006
2023,8,204088
2023,9,169381
2023,10,191715
2023,11,271645
2023,12,321420
2024,1,342314
2024,2,246216
2024,3,272136
2024,4,266365
2024,5,301688
2024,6,291838
2024,7,233527
2024,8,177769
2024,9,143953
2024,10,166005
2024,11,240728
2024,12,267060
2025,1,285505
2025,2,220399
2025,3,254914
2025,4,249508
2025,5,283678
2025,6,274217
2025,7,220981
2025,8,170935
2025,9,139481
2025,10,166693
2025,11,257373
2025,12,305677
2026,1,326249
2026,2,227880
2026,3,260865
2026,4,255333
