American Falls , HydroPower Res, -112.89375,42.75625
2010,1,10724.3
2010,2,19400.3
2010,3,40783.6
2010,4,63694.6
2010,5,96742.5
2010,6,115414
2010,7,122931
2010,8,108994
2010,9,83247.5
2010,10,87579
2010,11,83494.4
2010,12,111020
2011,1,130086
2011,2,109406
2011,3,151837
2011,4,136801
2011,5,215249
2011,6,195212
2011,7,130466
2011,8,92795.4
2011,9,107284
2011,10,102811
2011,11,89293.8
2011,12,107560
2012,1,124040
2012,2,106697
2012,3,143242
2012,4,169931
2012,5,208875
2012,6,210311
2012,7,195255
2012,8,154382
2012,9,106870
2012,10,109516
2012,11,96586
2012,12,116120
2013,1,134115
2013,2,111976
2013,3,157577
2013,4,149844
2013,5,223142
2013,6,226015
2013,7,187310
2013,8,140465
2013,9,113620
2013,10,107289
2013,11,92276.9
2013,12,111611
2014,1,126371
2014,2,104277
2014,3,142606
2014,4,114461
2014,5,198715
2014,6,185670
2014,7,123040
2014,8,86287.8
2014,9,73781.5
2014,10,90241.9
2014,11,76433.4
2014,12,89805.4
2015,1,102131
2015,2,83786.8
2015,3,114586
2015,4,109284
2015,5,129500
2015,6,114107
2015,7,80180.7
2015,8,68994.4
2015,9,65697.4
2015,10,74693.5
2015,11,62750.2
2015,12,73483.2
2016,1,81706
2016,2,68819.7
2016,3,90069.3
2016,4,103302
2016,5,123551
2016,6,121592
2016,7,111493
2016,8,86761.8
2016,9,59185.1
2016,10,56253.3
2016,11,49646.1
2016,12,61888.3
2017,1,72558.3
2017,2,61862.5
2017,3,88409.7
2017,4,109232
2017,5,148532
2017,6,157769
2017,7,153251
2017,8,123928
2017,9,90532.7
2017,10,90062.6
2017,11,81265
2017,12,101878
2018,1,121441
2018,2,105236
2018,3,150534
2018,4,180407
2018,5,217854
2018,6,216768
2018,7,156402
2018,8,127567
2018,9,108647
2018,10,105507
2018,11,92057.6
2018,12,111408
2019,1,129258
2019,2,108410
2019,3,150613
2019,4,176802
2019,5,214185
2019,6,214051
2019,7,180022
2019,8,114804
2019,9,92684.6
2019,10,102559
2019,11,87776.3
2019,12,104460
2020,1,119154
2020,2,100878
2020,3,134535
2020,4,86121.4
2020,5,177179
2020,6,154403
2020,7,102838
2020,8,64982.8
2020,9,88036.8
2020,10,87886.1
2020,11,73940.7
2020,12,86370.8
2021,1,96622.8
2021,2,78786.4
2021,3,96139.2
2021,4,93608.5
2021,5,145843
2021,6,142846
2021,7,99853.1
2021,8,64091.6
2021,9,59676.8
2021,10,64426.7
2021,11,55179.5
2021,12,66525
2022,1,77840.9
2022,2,66705.8
2022,3,95759.1
2022,4,117727
2022,5,147803
2022,6,151840
2022,7,144089
2022,8,110215
2022,9,81955.3
2022,10,80318.2
2022,11,70892.3
2022,12,87397.6
2023,1,103511
2023,2,88821.5
2023,3,126985
2023,4,113967
2023,5,185751
2023,6,182095
2023,7,118803
2023,8,88420.8
2023,9,79538.5
2023,10,98338.5
2023,11,84873.2
2023,12,101793
2024,1,116712
2024,2,99765.3
2024,3,131522
2024,4,151911
2024,5,182641
2024,6,192532
2024,7,178363
2024,8,139510
2024,9,97333.3
2024,10,93682
2024,11,81929
2024,12,100460
2025,1,119282
2025,2,102587
2025,3,145777
2025,4,174913
2025,5,215683
2025,6,187953
2025,7,130219
2025,8,82382.3
2025,9,68510.8
2025,10,101409
2025,11,85778.2
2025,12,100744
2026,1,112932
2026,2,91382.7
2026,3,124500
2026,4,143723
2026,5,175115
2026,6,173254
2026,7,158892
2026,8,124239
2026,9,85172.5
2026,10,81367.9
2026,11,68605.5
2026,12,79956.8
2027,1,89566
2027,2,73401.5
2027,3,99825.7
2027,4,114307
2027,5,135605
2027,6,132057
2027,7,119154
2027,8,91636.2
2027,9,61786.1
2027,10,58058.4
2027,11,50438.8
2027,12,61840.2
2028,1,71344.4
2028,2,62291.6
2028,3,84515.4
2028,4,100246
2028,5,123812
2028,6,113798
2028,7,73184.9
2028,8,47376.7
2028,9,37233.9
2028,10,63500
2028,11,53730.3
2028,12,63245.5
2029,1,72352.3
2029,2,59812.5
2029,3,82346.9
2029,4,97569.2
2029,5,121330
2029,6,130175
2029,7,124249
2029,8,95441.4
2029,9,71474.8
2029,10,70432.2
2029,11,63199.8
2029,12,78969.8
2030,1,95360.6
2030,2,82152.4
2030,3,119348
2030,4,79480.2
2030,5,181631
2030,6,182466
2030,7,169520
2030,8,134032
2030,9,92783.2
2030,10,90840.7
2030,11,80191
2030,12,100221
2031,1,115374
2031,2,96711.9
2031,3,134263
2031,4,157879
2031,5,200150
2031,6,203347
2031,7,166865
2031,8,134903
2031,9,105795
2031,10,102201
2031,11,88883.2
2031,12,106929
2032,1,120898
2032,2,103513
2032,3,138034
2032,4,83472
2032,5,192332
2032,6,201070
2032,7,173002
2032,8,117964
2032,9,101577
2032,10,98149.9
2032,11,86199.2
2032,12,105406
2033,1,123419
2033,2,103857
2033,3,145703
2033,4,172546
2033,5,212431
2033,6,172332
2033,7,135267
